,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['c#', 'ajax', 'asp.net-mvc']","{'account_id': 5581964, 'reputation': 135, 'user_id': 4423586, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f5c658658e5ac0b5e1c79fb90ccb557?s=256&d=identicon&r=PG&f=1', 'display_name': 'hashim', 'link': 'https://stackoverflow.com/users/4423586/hashim'}",True,5625,64867307.0,3,1,1669382294,1605556172,1605621478.0,64864747,CC BY-SA 4.0,https://stackoverflow.com/questions/64864747/ajax-call-with-a-failed-to-load-resource-the-server-response-with-a-status-500,Ajax call with a failed to load resource: the server response with a status 500 (internal server error),,,
1,"['c#', 'enums', 'enumeration']","{'account_id': 19854150, 'reputation': 113, 'user_id': 14543989, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3cb23840dd82e762707b850b716baa3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'NOT_A_ROBOT', 'link': 'https://stackoverflow.com/users/14543989/not-a-robot'}",True,1243,65057914.0,2,0,1669345299,1606450545,1606633518.0,65032021,CC BY-SA 4.0,https://stackoverflow.com/questions/65032021/making-an-enum-where-index-0-returns-a-blank-string,Making an enum where index 0 returns a blank string,,,
2,"['c#', 'unity3d']","{'account_id': 19453271, 'reputation': 1, 'user_id': 14229175, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhfIXYBFx6NTwa45JPQcjmMNPaUPmgfRz8eQV-t=k-s256', 'display_name': 'Android developer', 'link': 'https://stackoverflow.com/users/14229175/android-developer'}",True,313,,1,0,1669031065,1605435675,1605437313.0,64843277,CC BY-SA 4.0,https://stackoverflow.com/questions/64843277/how-to-open-any-specific-scene-when-the-game-opens,How to open any specific scene when the game opens,,,
3,"['c#', 'entity-framework-core', 'domain-driven-design', 'repository-pattern', 'ddd-repositories']","{'account_id': 13117222, 'reputation': 780, 'user_id': 9475977, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Gur Galler', 'link': 'https://stackoverflow.com/users/9475977/gur-galler'}",True,4764,,5,12,1668955471,1606064777,1607110476.0,64957036,CC BY-SA 4.0,https://stackoverflow.com/questions/64957036/implementing-the-repository-pattern-correctly-with-ef-core,Implementing the Repository Pattern Correctly with EF Core,,,
4,"['c#', '.net', 'azure-devops', 'azure-pipelines', '.net-5']","{'account_id': 14565424, 'reputation': 393, 'user_id': 10520327, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dfee34dbf5da702584a278ad484678d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Danillo Parreira', 'link': 'https://stackoverflow.com/users/10520327/danillo-parreira'}",True,22812,64831712.0,4,27,1668766012,1605322721,1628360893.0,64830501,CC BY-SA 4.0,https://stackoverflow.com/questions/64830501/building-net-5-0-project-azure-devops-pipeline,Building .NET 5.0 project Azure DevOps pipeline,,,
5,"['c#', '.net', 'asp.net-mvc', 'asp.net-core', '.net-core']","{'account_id': 19952670, 'reputation': 3, 'user_id': 14621984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d63a5637e8a4a6ac3132b1b3463b9c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'dconan', 'link': 'https://stackoverflow.com/users/14621984/dconan'}",True,2564,64795427.0,2,0,1668761304,1605130076,1629380292.0,64794376,CC BY-SA 4.0,https://stackoverflow.com/questions/64794376/using-fromquery-with-a-complex-object,Using [FromQuery] with a complex object,,,
6,"['c#', 'authentication', 'asp.net-identity', 'azure-sql-database', 'owin']","{'account_id': 6997169, 'reputation': 85, 'user_id': 5364483, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fqcyb.jpg?s=256&g=1', 'display_name': 'Sauer', 'link': 'https://stackoverflow.com/users/5364483/sauer'}",False,79,,0,1,1668645654,1605840062,1605892584.0,64923008,CC BY-SA 4.0,https://stackoverflow.com/questions/64923008/writing-an-asp-net-custom-storage-provider,Writing an ASP.NET Custom Storage Provider,,,
7,"['c#', '.net', '.net-5', 'c#-9.0', 'c#-record-type']","{'account_id': 121574, 'reputation': 10146, 'user_id': 314763, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/db002080f00cbefff2797d18a7dca91a?s=256&d=identicon&r=PG', 'display_name': 'frictionlesspulley', 'link': 'https://stackoverflow.com/users/314763/frictionlesspulley'}",True,82898,64828780.0,4,225,1668401892,1605250684,1668401877.0,64816714,CC BY-SA 4.0,https://stackoverflow.com/questions/64816714/when-to-use-record-vs-class-vs-struct,When to use record vs class vs struct,,,
8,"['c#', 'unity3d']","{'account_id': 12684758, 'reputation': 35, 'user_id': 9217003, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6830c743584b4a17e43602bd70eb130?s=256&d=identicon&r=PG&f=1', 'display_name': 'spider', 'link': 'https://stackoverflow.com/users/9217003/spider'}",True,4362,64920319.0,6,1,1668318152,1605812519,,64918309,CC BY-SA 4.0,https://stackoverflow.com/questions/64918309/prevent-a-player-from-spamming-a-key-in-c-unity,Prevent a player from spamming a key in C# (Unity),,,
9,"['c#', 'asp.net-core', 'identityserver4', 'blazor', 'blazor-webassembly']","{'account_id': 5478037, 'reputation': 91, 'user_id': 4355492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1f8a8dccde8942ba23ec89b04791518?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jabo', 'link': 'https://stackoverflow.com/users/4355492/jabo'}",True,5073,,7,9,1668291359,1604957946,1604997209.0,64759626,CC BY-SA 4.0,https://stackoverflow.com/questions/64759626/there-was-an-error-trying-to-log-you-in-blazor-webassembly-using-identiys,&quot;There was an error trying to log you in: &#39;&#39; &quot; Blazor WebAssembly using IdentiyServer Authentication,,,
