,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
0,"['c#', 'winforms', 'button', 'border']","{'account_id': 988916, 'reputation': 1487, 'user_id': 1006709, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5345e3d6c306676058bd50bb501a24a8?s=256&d=identicon&r=PG', 'display_name': 'Jpin', 'link': 'https://stackoverflow.com/users/1006709/jpin'}",True,123808,9400099.0,2,52,1669239445,1329929435,1669239445.0,9399215,CC BY-SA 4.0,https://stackoverflow.com/questions/9399215/custom-button-unwanted-border-when-form-unselected,Custom button unwanted border when form unselected,,,,,
1,['c#'],"{'account_id': 40835, 'reputation': 14855, 'user_id': 118500, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/8WzVN.png?s=256&g=1', 'display_name': 'Kangkan', 'link': 'https://stackoverflow.com/users/118500/kangkan'}",False,8803,,1,2,1669111726,1328703728,1328854111.0,9193211,CC BY-SA 3.0,https://stackoverflow.com/questions/9193211/how-to-know-if-tomcat-is-running-and-its-port-number-on-my-windows-machine,How to know if tomcat is running (and its port number) on my windows machine?,,,,,
2,"['c#', 'async-await']","{'account_id': 106222, 'reputation': 95863, 'user_id': 283055, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b974640a01aa5cbed74cbd0700de5852?s=256&d=identicon&r=PG', 'display_name': 'Tower', 'link': 'https://stackoverflow.com/users/283055/tower'}",True,1097088,9343733.0,17,1245,1669042267,1329587368,1620977500.0,9343594,CC BY-SA 4.0,https://stackoverflow.com/questions/9343594/how-to-call-asynchronous-method-from-synchronous-method-in-c,How to call asynchronous method from synchronous method in C#?,1596795526.0,,,,
3,"['c#', 'active-directory']","{'account_id': 298145, 'reputation': 55834, 'user_id': 604015, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/hCvRD.jpg?s=256&g=1', 'display_name': 'Marco', 'link': 'https://stackoverflow.com/users/604015/marco'}",True,116226,9452101.0,1,17,1669012611,1330244918,1495540031.0,9451618,CC BY-SA 3.0,https://stackoverflow.com/questions/9451618/directorysearcher-filter,DirectorySearcher Filter,,,,,
4,"['c#', 'visual-studio-2010', 'ado.net']","{'account_id': 1248390, 'reputation': 21, 'user_id': 1209360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a27ee09d448ce977b24150d4a973df3?s=256&d=identicon&r=PG', 'display_name': 'Sirusx69', 'link': 'https://stackoverflow.com/users/1209360/sirusx69'}",False,7825,,1,0,1668535610,1329231958,1581930345.0,9279224,CC BY-SA 4.0,https://stackoverflow.com/questions/9279224/executereader-commandtext-property-has-not-been-initialized,ExecuteReader: CommandText property has not been initialized,,,,,
5,"['c#', 'asp.net', 'json']","{'account_id': 274000, 'reputation': 49543, 'user_id': 565968, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/HumGf.png?s=256&g=1', 'display_name': 'frenchie', 'link': 'https://stackoverflow.com/users/565968/frenchie'}",True,628148,9110986.0,9,235,1668496808,1328178519,1610910367.0,9110724,CC BY-SA 4.0,https://stackoverflow.com/questions/9110724/serializing-a-list-to-json,Serializing a list to JSON,,,,,
6,"['c#', 'linq', 'weighted', 'weighted-average']","{'account_id': 904538, 'reputation': 8537, 'user_id': 939713, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/f37e47f8530b332bd50c6eb06f4cd147?s=256&d=identicon&r=PG', 'display_name': 'Eric Yin', 'link': 'https://stackoverflow.com/users/939713/eric-yin'}",True,2597,9141878.0,4,11,1668411883,1328366087,1668411883.0,9141594,CC BY-SA 4.0,https://stackoverflow.com/questions/9141594/whats-the-most-concise-way-to-pick-a-random-element-by-weight-in-c,Whats the most concise way to pick a random element by weight in c#?,,,,,
7,"['c#', 'visual-studio-2010', 'mstest', '64-bit']","{'account_id': 1234531, 'reputation': 313, 'user_id': 1198408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8142634c9344c583ced4a1b50a034f4?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/1198408/david'}",True,31575,9217462.0,11,30,1668193074,1328742543,1328815763.0,9202988,CC BY-SA 3.0,https://stackoverflow.com/questions/9202988/badimageformatexception-when-anycpu-test-assembly-implements-interface-from-x64,BadImageFormatException when AnyCPU test assembly implements interface from x64 production assembly,,,,,
8,"['c#', '.net', 'interface']","{'account_id': 30899, 'reputation': 37977, 'user_id': 84539, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/277f6eb5c0f422fa7bec5b1d2cb51e82?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/84539/jon'}",True,275923,9415305.0,11,139,1668192845,1330008343,1330008579.0,9415257,CC BY-SA 3.0,https://stackoverflow.com/questions/9415257/how-can-i-implement-static-methods-on-an-interface,How can I implement static methods on an interface?,,,,,
9,"['c#', 'visual-studio', 'visual-studio-2010', 'version-control', 'perforce']","{'account_id': 1220948, 'reputation': 4237, 'user_id': 1187616, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/864ab68e364a2cfeeae42cf070a8f182?s=256&d=identicon&r=PG', 'display_name': 'brgerner', 'link': 'https://stackoverflow.com/users/1187616/brgerner'}",True,1923,11647828.0,4,7,1668136101,1329312248,1329328007.0,9294234,CC BY-SA 3.0,https://stackoverflow.com/questions/9294234/how-to-keep-change-history-while-renaming-files-in-visual-studio-using-perforce,How to keep change history while renaming files in Visual Studio using Perforce,,,,,
10,"['c#', 'object-literal']","{'account_id': 183623, 'reputation': 3870, 'user_id': 419097, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/99d9c8a12fbedd5a8b8309ade725dc36?s=256&d=identicon&r=PG', 'display_name': 'b01', 'link': 'https://stackoverflow.com/users/419097/b01'}",True,294,9135437.0,1,0,1667874436,1328302888,1667874436.0,9135419,CC BY-SA 4.0,https://stackoverflow.com/questions/9135419/how-can-i-add-a-new-property-to-an-instance-of-an-anonymous-type,How can I add a new property to an instance of an anonymous type?,,,,,
11,['c#'],"{'account_id': 31903, 'reputation': 9128, 'user_id': 87968, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/b1fadd70bf50b257a93b1e2d7418883d?s=256&d=identicon&r=PG', 'display_name': 'blitzkriegz', 'link': 'https://stackoverflow.com/users/87968/blitzkriegz'}",True,36782,9386701.0,8,23,1667758532,1329865116,,9386672,CC BY-SA 3.0,https://stackoverflow.com/questions/9386672/finding-the-number-of-places-after-the-decimal-point-of-a-double,Finding the number of places after the decimal point of a Double,,,,,
12,"['c#', 'autocad', 'autocad-plugin']","{'account_id': 110988, 'reputation': 2303, 'user_id': 293450, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/80fa617a6c7f69771128a277c38836bb?s=256&d=identicon&r=PG', 'display_name': 'Khalid Omar', 'link': 'https://stackoverflow.com/users/293450/khalid-omar'}",True,2176,9337017.0,4,4,1667631610,1329436475,,9320959,CC BY-SA 3.0,https://stackoverflow.com/questions/9320959/how-to-make-autocad-addon-run-on-many-autocad-version,How to make autocad addon run on many autocad version,,,,,
13,"['c#', 'linq', 'linq-to-entities', 'dynamic-linq']","{'account_id': 92625, 'reputation': 6778, 'user_id': 253793, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/67103d5043ed034cc5132fb0040cb583?s=256&d=identicon&r=PG', 'display_name': 'Tx3', 'link': 'https://stackoverflow.com/users/253793/tx3'}",True,6280,9274084.0,4,5,1667552202,1329209485,1329210526.0,9273991,CC BY-SA 3.0,https://stackoverflow.com/questions/9273991/dynamic-linq-to-entities-where-with-nullable-datetime-column,Dynamic LINQ (to entities) Where with nullable DateTime column,,,,,
14,['c#'],"{'account_id': 477988, 'reputation': 1152, 'user_id': 889797, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/2eaeeb225af720ae49b47068c7391127?s=256&d=identicon&r=PG', 'display_name': 'pal', 'link': 'https://stackoverflow.com/users/889797/pal'}",True,151135,9393892.0,6,54,1667285892,1329909953,,9393879,CC BY-SA 3.0,https://stackoverflow.com/questions/9393879/double-quote-string-replace-in-c,Double quote string replace in C#,,,,,
15,"['c#', '.net-1.1', 'decompiler']","{'account_id': 95439, 'reputation': 2380, 'user_id': 259936, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/f571ba593c9b12295018e58a1d4a7b8e?s=256&d=identicon&r=PG', 'display_name': 'TeamWild', 'link': 'https://stackoverflow.com/users/259936/teamwild'}",True,11298,9111058.0,2,5,1666950461,1328178389,1495540361.0,9110697,,https://stackoverflow.com/questions/9110697/best-tool-to-decompile-a-c-net-1-1-application,Best tool to decompile a C# .Net 1.1 application,,1328184926.0,exact duplicate,,
16,"['c#', '.net', 'amazon-ec2', 'amazon-web-services', 'amazon-sqs']","{'account_id': 189346, 'reputation': 8914, 'user_id': 428632, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/6025ba60eb3356c76ca5392dc48fec7c?s=256&d=identicon&r=PG', 'display_name': 'stephen776', 'link': 'https://stackoverflow.com/users/428632/stephen776'}",True,20629,9453211.0,3,16,1666948007,1330232979,1330264169.0,9450721,CC BY-SA 3.0,https://stackoverflow.com/questions/9450721/example-of-net-application-using-amazon-sqs,Example of .net application using Amazon SQS,,,,,
17,"['c#', 'enumerator']","{'account_id': 42360, 'reputation': 8374, 'user_id': 123376, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5049aa7844832b36a590dd51838114c4?s=256&d=identicon&r=PG', 'display_name': 'Rado', 'link': 'https://stackoverflow.com/users/123376/rado'}",True,9813,9337085.0,5,18,1666641324,1329522432,1329522661.0,9337039,CC BY-SA 3.0,https://stackoverflow.com/questions/9337039/why-is-there-no-reverseenumerator-in-c,Why is there no ReverseEnumerator in C#?,,,,,
18,"['c#', 'winforms', 'visual-studio-2010']","{'account_id': 912783, 'reputation': 2828, 'user_id': 946225, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/R9vhS.jpg?s=256&g=1', 'display_name': 'Azeem', 'link': 'https://stackoverflow.com/users/946225/azeem'}",False,8749,,2,0,1666472540,1330186454,,9445669,CC BY-SA 3.0,https://stackoverflow.com/questions/9445669/show-a-progressbar-while-uploading-a-picture-windows-form-c,Show a ProgressBar while uploading a picture (Windows Form C#),,,,,
19,"['c#', 'linq', 'full-text-search']","{'account_id': 1263639, 'reputation': 8043, 'user_id': 1221410, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/uGBI0.jpg?s=256&g=1', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/1221410/dave'}",True,326,9363900.0,2,0,1666285916,1329752406,1342792822.0,9363838,CC BY-SA 3.0,https://stackoverflow.com/questions/9363838/linq-and-fulltextsearch-asp-net,Linq and FullTextSearch - Asp.Net,,,,,
20,"['c#', 'ftp', 'port', 'forwarding', 'nat']","{'account_id': 943327, 'reputation': 218, 'user_id': 971037, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e0402b43b07d852efc5ccc61c27c2771?s=256&d=identicon&r=PG', 'display_name': 'CrAsHeR', 'link': 'https://stackoverflow.com/users/971037/crasher'}",False,3351,,3,0,1665856185,1328087682,,9093294,CC BY-SA 3.0,https://stackoverflow.com/questions/9093294/connect-to-ftp-server-behind-a-nat-and-firewall-without-port-forwarding,Connect to FTP server behind a NAT and Firewall without port forwarding,,,,,
21,"['c#', '.net', 'exception', 'exception-handling']","{'account_id': 1047849, 'reputation': 1619, 'user_id': 1052480, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1564fcdcb4dcddd9cd69b45e6c4832b9?s=256&d=identicon&r=PG', 'display_name': 'Infant Dev', 'link': 'https://stackoverflow.com/users/1052480/infant-dev'}",True,51408,9272031.0,9,24,1665791026,1329196204,1329196651.0,9272016,CC BY-SA 3.0,https://stackoverflow.com/questions/9272016/is-it-possible-to-execute-the-code-in-the-try-block-again-after-an-exception-in,Is it possible to execute the code in the try block again after an exception in caught in catch block?,,,,,
22,"['c#', 'linq', 'linq-to-objects']","{'account_id': 333806, 'reputation': 9187, 'user_id': 659858, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/ld6Aw.jpg?s=256&g=1', 'display_name': 'KingOfHypocrites', 'link': 'https://stackoverflow.com/users/659858/kingofhypocrites'}",True,148820,9335036.0,7,195,1665654880,1329510928,1450170906.0,9335015,CC BY-SA 3.0,https://stackoverflow.com/questions/9335015/find-vs-where-firstordefault,Find() vs. Where().FirstOrDefault(),1660564829.0,,,,
23,"['c#', 'asp.net', 'sql', 'entity-framework']","{'account_id': 165153, 'reputation': 5561, 'user_id': 388364, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/66e85d4ff53d73c66cb129d542f4032c?s=256&d=identicon&r=PG&f=1', 'display_name': 'ONYX', 'link': 'https://stackoverflow.com/users/388364/onyx'}",True,122649,9158275.0,4,35,1665411121,1328520763,1495540436.0,9158082,,https://stackoverflow.com/questions/9158082/nullable-datetime-conversion,Nullable DateTime conversion,,1328533703.0,exact duplicate,,
24,"['c#', '.net', 'vb.net', 'winforms']","{'account_id': 1103622, 'reputation': 344, 'user_id': 1095488, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/Ol7bJ.png?s=256&g=1', 'display_name': 'AlexS', 'link': 'https://stackoverflow.com/users/1095488/alexs'}",True,4728,9231258.0,5,5,1665145430,1328870403,1328890061.0,9226433,CC BY-SA 3.0,https://stackoverflow.com/questions/9226433/why-is-focus-rectangle-not-shown-until-tab-key-pressed,Why is Focus Rectangle not shown until Tab key pressed?,,,,,
25,"['c#', 'winforms', 'dialog']","{'account_id': 312398, 'reputation': 22939, 'user_id': 626442, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/Y8TdC.png?s=256&g=1', 'display_name': 'MoonKnight', 'link': 'https://stackoverflow.com/users/626442/moonknight'}",True,17382,9175532.0,7,5,1665093482,1328614339,1328614744.0,9175482,CC BY-SA 3.0,https://stackoverflow.com/questions/9175482/stop-the-enter-key-from-firing-on-a-winform,Stop the Enter Key from Firing on a WinForm,,,,,
26,"['c#', '.net', 'asynchronous', 'console-application']","{'account_id': 28490, 'reputation': 8867, 'user_id': 76152, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/64ce979f095402bf8152629369f38b3a?s=256&d=identicon&r=PG', 'display_name': 'danielovich', 'link': 'https://stackoverflow.com/users/76152/danielovich'}",True,282124,9212343.0,19,546,1665084184,1328782417,1531139243.0,9208921,CC BY-SA 4.0,https://stackoverflow.com/questions/9208921/cant-specify-the-async-modifier-on-the-main-method-of-a-console-app,Can&#39;t specify the &#39;async&#39; modifier on the &#39;Main&#39; method of a console app,1506474972.0,,,,
27,"['c#', 'asp.net']","{'account_id': 1131472, 'reputation': 550, 'user_id': 1117447, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/ac45d613e1a3ebfce7dbbded26c49a86?s=256&d=identicon&r=PG', 'display_name': 'incomplete', 'link': 'https://stackoverflow.com/users/1117447/incomplete'}",True,29720,9392103.0,10,27,1665052448,1329902432,1369328052.0,9392027,CC BY-SA 3.0,https://stackoverflow.com/questions/9392027/getpropertypname-returns-null,GetProperty(&quot;pname&quot;) returns null,,,,,
28,"['c#', 'datetime', 'weekend']","{'account_id': 1147574, 'reputation': 5430, 'user_id': 1129995, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/wgvEM.jpg?s=256&g=1', 'display_name': 'Zaki', 'link': 'https://stackoverflow.com/users/1129995/zaki'}",True,8461,9414922.0,5,5,1664854179,1330003601,1440872102.0,9413984,CC BY-SA 3.0,https://stackoverflow.com/questions/9413984/add-hours-to-datetime-but-exclude-weekends-and-should-be-between-working-hours,Add hours to datetime but exclude weekends and should be between working hours,,,,,
29,"['c#', 'winforms', 'app-config']","{'account_id': 165168, 'reputation': 8322, 'user_id': 388388, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ef5daac0d4439e582a05f3c6535e1845?s=256&d=identicon&r=PG&f=1', 'display_name': 'Developer', 'link': 'https://stackoverflow.com/users/388388/developer'}",True,24135,,4,1,1664788696,1328961108,1328965154.0,9239967,CC BY-SA 3.0,https://stackoverflow.com/questions/9239967/keyword-not-supported-parameter-name-integrated-security,Keyword not supported. Parameter name: integrated security,,,,,
30,"['c#', '.net', 'winforms', 'data-binding', 'dictionary']","{'account_id': 1059597, 'reputation': 22900, 'user_id': 1061499, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/9cc13546b8983844eaee1c6e5f384d46?s=256&d=identicon&r=PG', 'display_name': 'davioooh', 'link': 'https://stackoverflow.com/users/1061499/davioooh'}",True,3337,9083903.0,1,1,1664462584,1328029199,,9083641,CC BY-SA 3.0,https://stackoverflow.com/questions/9083641/bind-a-dictionary-to-a-checkedlistbox,Bind a Dictionary to a CheckedListBox,,,,,
31,"['c#', 'wpf', 'command-line-arguments']","{'account_id': 91705, 'reputation': 6230, 'user_id': 251671, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/Tu8DM.jpg?s=256&g=1', 'display_name': 'Sandeep Bansal', 'link': 'https://stackoverflow.com/users/251671/sandeep-bansal'}",True,74702,9343419.0,3,59,1664118444,1329585917,1478773246.0,9343381,CC BY-SA 3.0,https://stackoverflow.com/questions/9343381/wpf-command-line-arguments-a-smart-way,"WPF Command Line Arguments, a smart way?",,,,,
