,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['c#', 'asp.net-mvc', 'asp.net-core', '.net-core']","{'account_id': 4366965, 'reputation': 819, 'user_id': 3562405, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/680800373/picture?type=large', 'display_name': 'Ivan Valadares', 'link': 'https://stackoverflow.com/users/3562405/ivan-valadares'}",True,10023,5,8,1669282065,1562458630,1562664624.0,56918542,CC BY-SA 4.0,https://stackoverflow.com/questions/56918542/how-to-use-section-scripts-in-a-partial-view-mvc-core,How to use @section scripts in a partial view MVC.Core,,,,,
1,"['c#', 'performance', 'x86-64', 'simd', 'avx']","{'account_id': 16284085, 'reputation': 541, 'user_id': 11759265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01b368782378fb5b845d39f084df9c8f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Willem124', 'link': 'https://stackoverflow.com/users/11759265/willem124'}",False,2557,0,54,1669050489,1562672529,1662765678.0,56951793,CC BY-SA 4.0,https://stackoverflow.com/questions/56951793/c-and-simd-high-and-low-speedups-what-is-happening,C# and SIMD: High and low speedups. What is happening?,,,,,
2,"['c#', 'mongodb', 'mongodb-.net-driver']","{'account_id': 1360888, 'reputation': 3847, 'user_id': 1298293, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/50sYI.jpg?s=256&g=1', 'display_name': 'Liran Friedman', 'link': 'https://stackoverflow.com/users/1298293/liran-friedman'}",True,2968,2,3,1669050170,1563097536,,57026231,CC BY-SA 4.0,https://stackoverflow.com/questions/57026231/c-mongodb-driver-how-to-filter-by-arrays-and-a-list-of-items,C# MongoDB Driver - How to filter by arrays and a list of items,57026702.0,,,,
3,"['c#', 'selenium', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 12973943, 'reputation': 17, 'user_id': 9378636, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-B1x7gXu4A4c/AAAAAAAAAAI/AAAAAAAAAC8/THbak3204ZA/photo.jpg?sz=256', 'display_name': 'userafg', 'link': 'https://stackoverflow.com/users/9378636/userafg'}",True,711,2,0,1668690079,1562991602,1563005354.0,57016099,CC BY-SA 4.0,https://stackoverflow.com/questions/57016099/how-to-hide-context-click-selenium-chromedriver,How to hide context click? Selenium Chromedriver,,,,,
4,"['c#', '.net', 'ssl', 'httpwebrequest']","{'account_id': 1041715, 'reputation': 305, 'user_id': 1047612, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a340b304d40f1c8ed100a3debe4c120d?s=256&d=identicon&r=PG', 'display_name': 'nir weiner', 'link': 'https://stackoverflow.com/users/1047612/nir-weiner'}",True,717,3,1,1668437283,1564059550,1668437283.0,57202556,CC BY-SA 4.0,https://stackoverflow.com/questions/57202556/https-get-request-passes-in-postman-and-browser-but-fails-in-code,Https GET request passes in Postman and browser but fails in code,57202966.0,,,,
5,"['c#', 'asp.net-core', 'razor', 'blazor']","{'account_id': 16260481, 'reputation': 281, 'user_id': 11741928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8627af449a7c325855821558105bda43?s=256&d=identicon&r=PG&f=1', 'display_name': 'SillyJumper', 'link': 'https://stackoverflow.com/users/11741928/sillyjumper'}",True,11755,5,13,1668180533,1562315093,1598724137.0,56899312,CC BY-SA 4.0,https://stackoverflow.com/questions/56899312/how-can-i-randomly-add-css-attributes-to-blazor-component-from-parent-layer-as-v,How can I randomly add CSS attributes to Blazor component from parent layer as Vue did?,56903461.0,,,,
6,"['c#', 'json', 'string']","{'account_id': 15982288, 'reputation': 101, 'user_id': 11816230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2dfb53575b4e192fdb4c3ef1494c1ee?s=256&d=identicon&r=PG', 'display_name': 'Alessandro', 'link': 'https://stackoverflow.com/users/11816230/alessandro'}",True,473,4,-2,1667931612,1564312210,1667931612.0,57240268,,https://stackoverflow.com/questions/57240268/how-to-extract-a-variable-from-a-json-type-string-c,How to extract a variable from a JSON-type string (c#),57241903.0,1564326828.0,Duplicate,,
7,"['c#', 'asp.net-core', '.net-core', 'entity-framework-core', '.net-core-3.0']","{'account_id': 1656397, 'reputation': 33737, 'user_id': 1525840, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e1d7083d88bd7d8eedea825a941dae57?s=256&d=identicon&r=PG', 'display_name': 'Konrad Viltersten', 'link': 'https://stackoverflow.com/users/1525840/konrad-viltersten'}",True,257317,14,416,1667927041,1563321439,1638349994.0,57066856,CC BY-SA 4.0,https://stackoverflow.com/questions/57066856/command-dotnet-ef-not-found,Command dotnet ef not found,57070108.0,,,1660339813.0,
8,"['c#', 'botframework']","{'account_id': 16295539, 'reputation': 1, 'user_id': 11767892, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-d7kSCLL6x1A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdCXQ1pZ7YVO4z9F7c8d1szvAbJKw/photo.jpg?sz=256', 'display_name': 'jerry', 'link': 'https://stackoverflow.com/users/11767892/jerry'}",False,544,2,0,1667818744,1562814614,1562815128.0,56981123,CC BY-SA 4.0,https://stackoverflow.com/questions/56981123/how-dialogcontext-begindialogasync-begin-a-dialog-with-construction-parameter,how DialogContext.BeginDialogAsync() begin a dialog with construction parameter,,,,,
9,"['c#', 'pact']","{'account_id': 395562, 'reputation': 473, 'user_id': 1182626, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f87ad54e4c42829667f510de408811ac?s=256&d=identicon&r=PG', 'display_name': 'Srikanth Yadake', 'link': 'https://stackoverflow.com/users/1182626/srikanth-yadake'}",True,1658,2,1,1667598423,1564122827,1564123262.0,57214354,CC BY-SA 4.0,https://stackoverflow.com/questions/57214354/how-to-fix-no-interaction-found-for-post-and-get,How to fix &quot;No interaction found for POST /&quot; (and GET /)?,,,,,
10,"['c#', 'web-applications', 'active-directory', 'docker-compose', 'samba']","{'account_id': 5486374, 'reputation': 83, 'user_id': 4360987, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0927e0458001f9b42671dd5ddc3bff60?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brown', 'link': 'https://stackoverflow.com/users/4360987/brown'}",False,341,1,0,1667396335,1564027331,1667396335.0,57194131,CC BY-SA 4.0,https://stackoverflow.com/questions/57194131/principaloperationexception-exception-from-hresult-0x80005009,PrincipalOperationException: Exception from HRESULT: 0x80005009,,,,,
11,"['c#', 'wpf', 'mvvm', 'dependency-injection', 'prism']","{'account_id': 2873378, 'reputation': 1816, 'user_id': 2466170, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/fC34z.jpg?s=256&g=1', 'display_name': 'styx', 'link': 'https://stackoverflow.com/users/2466170/styx'}",True,635,1,0,1667396180,1562661500,1667396180.0,56948542,CC BY-SA 4.0,https://stackoverflow.com/questions/56948542/the-type-does-not-include-any-accessible-constructors-wpf-no-window-applicatio,The type does not include any accessible constructors WPF - no window application,56948749.0,,,,
12,"['c#', 'mongodb', 'asp.net-core', 'mongodb-.net-driver']","{'account_id': 14609704, 'reputation': 21, 'user_id': 10551520, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-w8y7Gz79aMs/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbCG8wFVBUIhE-OSiPvwNlNeM_mAiw/mo/photo.jpg?sz=256', 'display_name': 'hyuindai_i30', 'link': 'https://stackoverflow.com/users/10551520/hyuindai-i30'}",False,6776,3,2,1667318228,1563971432,1645178809.0,57183016,CC BY-SA 4.0,https://stackoverflow.com/questions/57183016/mongodb-driver-authentication-via-scram-sha-1,MongoDb.Driver. Authentication via SCRAM-SHA-1,,,,,
13,"['c#', 'multithreading', 'performance', 'random', 'parallel.for']","{'account_id': 6766005, 'reputation': 343, 'user_id': 5211007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f941f7ba91a8410b5961d1baad03f70c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sheyko Dmitriy', 'link': 'https://stackoverflow.com/users/5211007/sheyko-dmitriy'}",True,297,1,0,1667152477,1562328099,1667152101.0,56902688,CC BY-SA 4.0,https://stackoverflow.com/questions/56902688/fill-huge-file-with-random-data-quickly,Fill huge file with random data quickly,56903490.0,,,,
14,"['c#', 'unity3d']","{'account_id': 16137251, 'reputation': 29, 'user_id': 11649400, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-WV3yK07tyA8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf4z87EjPDSuRrJtkrfAg9rc6aC-g/mo/photo.jpg?sz=256', 'display_name': 'Scott Blank', 'link': 'https://stackoverflow.com/users/11649400/scott-blank'}",True,2593,1,0,1667054991,1563647516,,57127545,CC BY-SA 4.0,https://stackoverflow.com/questions/57127545/cannot-modify-the-return-value-of-particlesystem-shape-because-it-is-not-a-var,Cannot modify the return value of &#39;ParticleSystem.shape&#39; because it is not a variable,57127649.0,,,,
15,"['c#', 'unity3d']","{'user_type': 'does_not_exist', 'display_name': 'user11796379'}",True,17276,9,4,1667023182,1563352948,1563358683.0,57071884,CC BY-SA 4.0,https://stackoverflow.com/questions/57071884/the-type-or-namespace-name-ui-does-not-exist-in-the-namespace-unityengine,The type or namespace name &#39;UI&#39; does not exist in the namespace &#39;UnityEngine&#39;,57072477.0,,,,
