,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
0,"['c#', 'jwt', 'jwk']","{'account_id': 327177, 'reputation': 2606, 'user_id': 649384, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1c8449fe0c6a7404b09b5429b2c16d9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Simant', 'link': 'https://stackoverflow.com/users/649384/simant'}",True,4004,3,5,1669471752,1609354456,1669471752.0,65512150,CC BY-SA 4.0,https://stackoverflow.com/questions/65512150/how-to-generate-a-json-web-key-jwk-in-c,How to generate a JSON Web Key (JWK) in C#,,,,,
1,"['c#', 'asp.net-core', 'nunit', 'integration-testing', 'serilog']","{'account_id': 5984824, 'reputation': 101, 'user_id': 4702662, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-oQxwOaKgrg4/AAAAAAAAAAI/AAAAAAAAADw/sb4nzov86C4/photo.jpg?sz=256', 'display_name': 'Dziugas Vysniauskas', 'link': 'https://stackoverflow.com/users/4702662/dziugas-vysniauskas'}",True,1979,2,9,1669388664,1608543146,1608543267.0,65390376,CC BY-SA 4.0,https://stackoverflow.com/questions/65390376/how-to-log-testserver-output-to-the-test-console,How to log TestServer output to the test console,,,,,
2,"['c#', 'blazor', 'blazor-server-side', 'blazor-webassembly', 'asp.net-blazor']","{'account_id': 20232691, 'reputation': 33, 'user_id': 14838827, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5aIUE.jpg?s=256&g=1', 'display_name': 'annchous', 'link': 'https://stackoverflow.com/users/14838827/annchous'}",True,21398,3,0,1669368735,1608190555,,65336374,CC BY-SA 4.0,https://stackoverflow.com/questions/65336374/system-invalidoperationexception-unable-to-resolve-service-for-type-dependenc,System.InvalidOperationException: Unable to resolve service for type - Dependency Injection,65336407.0,,,,
3,"['c#', 'mysql', 'entity-framework']","{'account_id': 20125859, 'reputation': 11, 'user_id': 14759340, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-CFTSBym-5e4/AAAAAAAAAAI/AAAAAAAADgg/AMZuuclu5i7CrhhGrgzSr4VVodoQprtDnQ/s96-c/photo.jpg?sz=256', 'display_name': 'Deadman', 'link': 'https://stackoverflow.com/users/14759340/deadman'}",True,2170,4,1,1669293401,1607121574,1607262636.0,65151742,CC BY-SA 4.0,https://stackoverflow.com/questions/65151742/mysql-8-0-22-entityframework-table-doesnt-exist-database-schema-twice,MySQL 8.0.22 + EntityFramework - Table doesn&#39;t exist (database/schema twice),,,,,
4,"['c#', 'asp.net-core', 'iis']","{'account_id': 7361819, 'reputation': 479, 'user_id': 5604857, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/455cd59826192aa2985df79d04edbe00?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinnie Fusca', 'link': 'https://stackoverflow.com/users/5604857/vinnie-fusca'}",True,115482,16,32,1669222540,1608097945,1608100593.0,65317970,CC BY-SA 4.0,https://stackoverflow.com/questions/65317970/http-error-500-31-failed-to-load-asp-net-core-runtime,HTTP Error 500.31 - Failed to load ASP.NET Core runtime,65318578.0,1669223122.0,,,
5,"['c#', 'windows-subsystem-for-linux', '.net-5']","{'account_id': 22652, 'reputation': 19632, 'user_id': 56079, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a252eecd500b0ba734ea17f9ae1fb2da?s=256&d=identicon&r=PG', 'display_name': 'jjxtra', 'link': 'https://stackoverflow.com/users/56079/jjxtra'}",True,6830,3,6,1669133179,1608590882,1663979496.0,65400999,CC BY-SA 4.0,https://stackoverflow.com/questions/65400999/enable-systemd-in-wsl-2,Enable Systemd in WSL 2,,,,,
6,"['c#', 'reactive-programming', 'rx.net', 'combinelatest']","{'account_id': 5211432, 'reputation': 41, 'user_id': 4167736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0babade1d12e6ce02a3769cf81b3d7c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe Pinder', 'link': 'https://stackoverflow.com/users/4167736/joe-pinder'}",True,824,1,1,1669050561,1607470573,1669050561.0,65208535,CC BY-SA 4.0,https://stackoverflow.com/questions/65208535/how-to-use-combinelatest-in-rx-net-for-2-different-types,How to use CombineLatest in Rx.NET for 2 different types,,,,,
7,"['c#', 'resharper']","{'account_id': 1523643, 'reputation': 22448, 'user_id': 1422604, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/ca45dd8df3ec5f4535d8bc09e59c4d2e?s=256&d=identicon&r=PG', 'display_name': 'Alan2', 'link': 'https://stackoverflow.com/users/1422604/alan2'}",False,102,1,0,1668950233,1608368855,1608371137.0,65368248,CC BY-SA 4.0,https://stackoverflow.com/questions/65368248/resharper-2020-4-how-can-i-remove-blank-lines-between-properties,ReSharper 2020.4 - How can I remove blank lines between properties,,,,,
8,"['c#', '.net', 'visual-studio']","{'account_id': 20211733, 'reputation': 41, 'user_id': 14824059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/859ecf878d21dbf188367e60480c5724?s=256&d=identicon&r=PG&f=1', 'display_name': 'Beatriz Paegle', 'link': 'https://stackoverflow.com/users/14824059/beatriz-paegle'}",True,9796,4,4,1668845349,1607956879,1607957273.0,65290962,CC BY-SA 4.0,https://stackoverflow.com/questions/65290962/an-unhandled-exception-of-type-system-io-filenotfoundexception-occurred-in-unk,An unhandled exception of type &#39;System.IO.FileNotFoundException&#39; occurred in Unknown Module&quot;,,,,,
9,"['c#', 'asp.net-core', 'dependency-injection', 'blazor']","{'account_id': 3512135, 'reputation': 5939, 'user_id': 2936204, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/b8f5a181db5efda6b5d98bd511a6d908?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neil W', 'link': 'https://stackoverflow.com/users/2936204/neil-w'}",False,156,1,0,1668787027,1608745986,1608746612.0,65428751,CC BY-SA 4.0,https://stackoverflow.com/questions/65428751/access-di-service-from-static-class,Access DI service from static class,,,,,
