,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['reactjs', 'typescript']","{'account_id': 5553464, 'reputation': 16191, 'user_id': 4405757, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/96317f0778cae7e50548ce53e0029449?s=256&d=identicon&r=PG&f=1', 'display_name': 'user7', 'link': 'https://stackoverflow.com/users/4405757/user7'}",True,1144,3,6,1669162495,1633852164,1635683932.0,69513309,CC BY-SA 4.0,https://stackoverflow.com/questions/69513309/typescript-library-import-with-sub-paths,Typescript library import with sub paths,,,
1,"['typescript', 'create-react-app']","{'account_id': 5369987, 'reputation': 1235, 'user_id': 4278818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d592915749e2ad10247b58a39dad976?s=256&d=identicon&r=PG&f=1', 'display_name': 'sutherlandahoy', 'link': 'https://stackoverflow.com/users/4278818/sutherlandahoy'}",False,683,1,0,1669114688,1634918738,,69679969,CC BY-SA 4.0,https://stackoverflow.com/questions/69679969/npx-create-react-app-my-app-template-typescript-is-not-generating-any-typescri,npx create-react-app my-app --template typescript is not generating any TypeScript files,,,
2,"['javascript', 'node.js', 'typescript', 'mongodb', 'mongoose']","{'account_id': 8438655, 'reputation': 3655, 'user_id': 6331985, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/-CLp0qQ0IZNU/AAAAAAAAAAI/AAAAAAAAACA/nsOWHRTmEB0/photo.jpg?sz=256', 'display_name': 'Andre', 'link': 'https://stackoverflow.com/users/6331985/andre'}",True,8152,2,8,1669046005,1633122938,1633124587.0,69412049,CC BY-SA 4.0,https://stackoverflow.com/questions/69412049/mongoose-typescript-objectid-casting-type-string-is-not-assignable-to-type,Mongoose TypeScript ObjectId casting - Type &#39;string&#39; is not assignable to type &#39;Condition&lt;ObjectId | undefined&gt;&#39;,69413187.0,,
3,"['typescript', 'react-native']","{'account_id': 6258811, 'reputation': 403, 'user_id': 4866593, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8Teoq.jpg?s=256&g=1', 'display_name': 'ALI MAKEEN', 'link': 'https://stackoverflow.com/users/4866593/ali-makeen'}",True,2458,3,10,1668948921,1635508042,1638373142.0,69768345,CC BY-SA 4.0,https://stackoverflow.com/questions/69768345/react-native-warning-overwriting-font-family-style-attribute-preprocessor,React-Native Warning: Overwriting font Family style attribute preprocessor,,,
4,"['typescript', 'ethereum', 'ethers.js', 'hardhat']","{'account_id': 10942457, 'reputation': 474, 'user_id': 8055386, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d491a53fa8be8634844713275c34df89?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shocky2', 'link': 'https://stackoverflow.com/users/8055386/shocky2'}",True,522,2,2,1668877985,1633540669,,69470046,CC BY-SA 4.0,https://stackoverflow.com/questions/69470046/how-to-restart-a-local-hardhat-node-to-initial-state,How to restart a local hardhat node to initial state?,,,
5,"['angular', 'typescript', 'eslint', 'nomachine-nx']","{'account_id': 4751513, 'reputation': 186, 'user_id': 3841429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3841429', 'link': 'https://stackoverflow.com/users/3841429/user3841429'}",False,769,1,9,1668770749,1635265946,1635971085.0,69726856,CC BY-SA 4.0,https://stackoverflow.com/questions/69726856/linting-is-extremely-slow-after-upgrading-nx-angular-plugin-import-no-depreca,Linting is extremely slow after upgrading nx/angular . Plugin: import/no-deprecated,,,
6,"['reactjs', 'typescript', 'axios', 'jestjs']","{'account_id': 2658349, 'reputation': 358, 'user_id': 2298581, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/7074ccd4d0d549d12c3d835e71cf7efb?s=256&d=identicon&r=PG', 'display_name': 'user2298581', 'link': 'https://stackoverflow.com/users/2298581/user2298581'}",True,5447,3,8,1668648162,1634809886,1646726177.0,69659726,CC BY-SA 4.0,https://stackoverflow.com/questions/69659726/property-mockresolvedvalue-does-not-exist-on-type-t-any-r-axiosresponse,"Property &#39;mockResolvedValue&#39; does not exist on type &#39;&lt;T = any, R = AxiosResponse&lt;T&gt;&gt;",70956384.0,,
7,"['javascript', 'typescript']","{'account_id': 13722530, 'reputation': 351, 'user_id': 10144339, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'yksolanki9', 'link': 'https://stackoverflow.com/users/10144339/yksolanki9'}",True,574,4,0,1668644178,1633355296,,69437155,CC BY-SA 4.0,https://stackoverflow.com/questions/69437155/how-to-have-a-variable-to-take-one-of-some-predefined-values-in-typescript,How to have a variable to take one of some predefined values in typescript?,,,
8,"['javascript', 'node.js', 'typescript', 'mongodb', 'express']","{'account_id': 4926376, 'reputation': 4347, 'user_id': 3967525, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0c9200bdd14f7a3a05a20fdb1595bb9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Soham', 'link': 'https://stackoverflow.com/users/3967525/soham'}",True,1696,2,1,1668009317,1633613736,1633615247.0,69482210,CC BY-SA 4.0,https://stackoverflow.com/questions/69482210/referenceerror-textencoder-is-not-defined-with-mongodb-nodes,ReferenceError: TextEncoder is not defined with mongodb nodes,,,
9,"['node.js', 'typescript', 'discord', 'discord.js', 'global-variables']","{'account_id': 11227611, 'reputation': 346, 'user_id': 12053682, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-h_mLspCsXDI/AAAAAAAAAAI/AAAAAAAAAZI/4NWGHLEkgds/photo.jpg?sz=256', 'display_name': 'Callum OKane', 'link': 'https://stackoverflow.com/users/12053682/callum-okane'}",False,51,0,1,1667931936,1634417470,1667931936.0,69599456,CC BY-SA 4.0,https://stackoverflow.com/questions/69599456/make-types-for-a-specific-npm-module-global,Make types for a specific npm module global,,,
