,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['angular', 'typescript']","{'account_id': 11131630, 'reputation': 333, 'user_id': 8171457, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-YE1m23yPtTM/AAAAAAAAAAI/AAAAAAAAAqk/mpv2ZQ1zCyE/photo.jpg?sz=256', 'display_name': 'Mateusz Bugaj', 'link': 'https://stackoverflow.com/users/8171457/mateusz-bugaj'}",True,27874,63845290.0,3,9,1669124485,1599819923,63845243,CC BY-SA 4.0,https://stackoverflow.com/questions/63845243/input-of-object-in-template-gives-error-property-is-used-before-its-initializat,Input of object in template gives error &quot;Property is used before its initialization&quot; in Angular 10,,,
1,"['javascript', 'reactjs', 'typescript', 'redux', 'redux-toolkit']","{'account_id': 9921068, 'reputation': 9884, 'user_id': 7344164, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TKHbU.jpg?s=256&g=1', 'display_name': 'DevLoverUmar', 'link': 'https://stackoverflow.com/users/7344164/devloverumar'}",True,18006,63885335.0,5,19,1669099648,1600089485,63885139,CC BY-SA 4.0,https://stackoverflow.com/questions/63885139/how-can-i-get-the-state-value-in-the-reducer-of-createslice,How can I get the state value in the reducer of createSlice?,1602098333.0,,
2,"['node.js', 'typescript', 'visual-studio-code', 'vscode-extensions']","{'account_id': 17458469, 'reputation': 79, 'user_id': 12656710, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCou7UVkv8edBs6V5b8-TsR2nccBHNc7KDags0Y=k-s256', 'display_name': 'Behrad Akhani', 'link': 'https://stackoverflow.com/users/12656710/behrad-akhani'}",False,3232,,2,0,1669060679,1599052220,63706252,CC BY-SA 4.0,https://stackoverflow.com/questions/63706252/vscode-unable-to-write-to-workspace-settings-because-no-workspace-is-opened-pl,VSCode: Unable to write to Workspace Settings because no workspace is opened. Please open a workspace first and try again,,,
3,"['javascript', 'reactjs', 'typescript']","{'account_id': 474933, 'reputation': 10037, 'user_id': 884951, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/e728679734f11fa4d466f1e5ab9888d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'cusejuice', 'link': 'https://stackoverflow.com/users/884951/cusejuice'}",False,542,,2,3,1668118123,1599745915,63831193,CC BY-SA 4.0,https://stackoverflow.com/questions/63831193/allow-arbitrary-data-attributes-on-react-component-with-typescript,Allow arbitrary data-* attributes on React component with Typescript,1599746268.0,,
4,"['javascript', 'typescript', 'eslint', 'lint-staged']","{'account_id': 2432929, 'reputation': 571, 'user_id': 2123469, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LJdzu.png?s=256&g=1', 'display_name': 'leofu', 'link': 'https://stackoverflow.com/users/2123469/leofu'}",True,41504,,2,57,1668090675,1601370563,64116378,CC BY-SA 4.0,https://stackoverflow.com/questions/64116378/error-while-loading-rule-typescript-eslint-dot-notation,Error while loading rule &#39;@typescript-eslint/dot-notation&#39;,1668090675.0,,
5,"['reactjs', 'typescript', 'create-react-app', 'eslint']","{'account_id': 5633146, 'reputation': 2229, 'user_id': 4459474, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jBcXr.jpg?s=256&g=1', 'display_name': 'Alexey Nazarov', 'link': 'https://stackoverflow.com/users/4459474/alexey-nazarov'}",True,101169,63862578.0,17,183,1667997348,1599680043,63818415,CC BY-SA 4.0,https://stackoverflow.com/questions/63818415/react-was-used-before-it-was-defined,&#39;React&#39; was used before it was defined,,,
6,"['node.js', 'typescript', 'linkedin', 'node-fetch']","{'account_id': 17780375, 'reputation': 123, 'user_id': 12911697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/275314e1ac320db75e6fa25c107465a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shrimpis', 'link': 'https://stackoverflow.com/users/12911697/shrimpis'}",False,145,,1,2,1667762096,1598960176,63686878,CC BY-SA 4.0,https://stackoverflow.com/questions/63686878/getting-linkedin-access-token-through-http-request-on-node-js-server,Getting LinkedIn access token through http request on node.js server,,,
7,"['typescript', 'next.js', 'nestjs', 'monorepo', 'yarn-workspaces']","{'account_id': 4931734, 'reputation': 945, 'user_id': 3971297, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ff1ea1c6c05aebfa0037477e772aef85?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alfonso', 'link': 'https://stackoverflow.com/users/3971297/alfonso'}",True,1370,63854274.0,2,5,1667431865,1599853189,63853358,CC BY-SA 4.0,https://stackoverflow.com/questions/63853358/how-to-do-code-sharing-in-nestjs-through-yarn-workspaces,How to do code sharing in NestJS through Yarn Workspaces,1656507385.0,,
8,"['angular', 'typescript', 'angular10']","{'account_id': 19240073, 'reputation': 11, 'user_id': 14060261, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/605358d7951cc6b5afbb883cb5579eef?s=256&d=identicon&r=PG&f=1', 'display_name': '14m12007', 'link': 'https://stackoverflow.com/users/14060261/14m12007'}",False,835,,1,1,1667369982,1600359227,63942133,CC BY-SA 4.0,https://stackoverflow.com/questions/63942133/dynamic-routing-in-angular-from-json,Dynamic routing in Angular from Json,1600359492.0,,
9,"['node.js', 'typescript', 'tsconfig', 'tsconfig-paths']","{'account_id': 17626344, 'reputation': 205, 'user_id': 12791321, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zY6QE.png?s=256&g=1', 'display_name': 'Mina Mohammadi', 'link': 'https://stackoverflow.com/users/12791321/mina-mohammadi'}",True,10258,,4,6,1667359755,1599237094,63744943,CC BY-SA 4.0,https://stackoverflow.com/questions/63744943/absolute-path-in-the-tsconfig-doesnt-work,Absolute path in the tsconfig doesn&#39;t work,1667359755.0,,
