,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['reactjs', 'typescript', 'validation', 'material-ui', 'tsx']","{'account_id': 18108025, 'reputation': 1873, 'user_id': 13165246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c936e015f83c730ed8280ae17c0a9690?s=256&d=identicon&r=PG&f=1', 'display_name': 'Answerrer', 'link': 'https://stackoverflow.com/users/13165246/answerrer'}",True,111899,63639280.0,10,149,1669113458,1590651551,1590654333.0,62059408,CC BY-SA 4.0,https://stackoverflow.com/questions/62059408/reactjs-and-typescript-refers-to-a-value-but-is-being-used-as-a-type-here-ts,"ReactJS and Typescript : refers to a value, but is being used as a type here (TS2749)",,,
1,"['angular', 'typescript', 'rxjs', 'angular8']","{'account_id': 18476803, 'reputation': 49, 'user_id': 13460112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddbdd09572ab05802eb30335335db32c?s=256&d=identicon&r=PG&f=1', 'display_name': 'sourav', 'link': 'https://stackoverflow.com/users/13460112/sourav'}",True,1389,,2,1,1668857704,1588508108,1588532703.0,61574270,CC BY-SA 4.0,https://stackoverflow.com/questions/61574270/subject-subscription-is-not-working-in-angular-8-it-seems-the-subject-is-not-ab,subject subscription is not working in angular 8..It seems the subject is not able to emit events,,,
2,"['typescript', 'jestjs', 'babel-jest', 'ts-jest']","{'account_id': 15389447, 'reputation': 2646, 'user_id': 11102617, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iC4tn.jpg?s=256&g=1', 'display_name': 'dugong', 'link': 'https://stackoverflow.com/users/11102617/dugong'}",True,132347,61785012.0,13,96,1668684460,1589391671,1589400430.0,61781271,CC BY-SA 4.0,https://stackoverflow.com/questions/61781271/jest-wont-transform-the-module-syntaxerror-cannot-use-import-statement-outsi,Jest won&#39;t transform the module - SyntaxError: Cannot use import statement outside a module,,,
3,"['reactjs', 'typescript', 'material-ui']","{'account_id': 7425669, 'reputation': 21, 'user_id': 5648225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c30593142ebc605d7d318ea363c556d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yoni Silverman', 'link': 'https://stackoverflow.com/users/5648225/yoni-silverman'}",True,3274,,3,2,1668607706,1590026488,,61925965,CC BY-SA 4.0,https://stackoverflow.com/questions/61925965/adding-custom-breakpoints-to-material-ui-with-typescript,Adding custom breakpoints to material ui with typescript,,,
4,"['reactjs', 'typescript']","{'account_id': 207495, 'reputation': 9667, 'user_id': 457392, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/75ac4fa755d77c846955d3c9ef39a9f9?s=256&d=identicon&r=PG', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/457392/andy'}",True,2327,61891193.0,2,4,1668261902,1589888376,,61890135,CC BY-SA 4.0,https://stackoverflow.com/questions/61890135/how-to-do-partial-state-updates-with-hooks-in-react-typescript,How to do partial state updates with hooks in React/TypeScript,,,
5,"['reactjs', 'typescript', 'visual-studio-code', 'prettier', 'tsx']","{'account_id': 11944810, 'reputation': 4066, 'user_id': 8740387, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c52c34f18b15f314a70053032eb0931?s=256&d=identicon&r=PG&f=1', 'display_name': 'S. Hesam', 'link': 'https://stackoverflow.com/users/8740387/s-hesam'}",True,34754,,9,58,1668208530,1589205846,,61731587,CC BY-SA 4.0,https://stackoverflow.com/questions/61731587/prettier-doesnt-format-tsx-file,Prettier doesn&#39;t format .tsx file,,,
6,"['javascript', 'typescript', 'react-redux', 'immutability', 'easy-peasy']","{'account_id': 14089411, 'reputation': 1183, 'user_id': 10178261, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac722f54f50526af79a35e7e040f2223?s=256&d=identicon&r=PG&f=1', 'display_name': 'MD10', 'link': 'https://stackoverflow.com/users/10178261/md10'}",True,1976,61980412.0,1,9,1667985995,1590097681,1667985995.0,61944375,CC BY-SA 4.0,https://stackoverflow.com/questions/61944375/easy-peasy-vs-react-redux,Easy Peasy VS React Redux,,,
7,"['reactjs', 'typescript']","{'account_id': 22631, 'reputation': 25364, 'user_id': 56007, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/e71a8cbf759f284f5ccf668f187f8925?s=256&d=identicon&r=PG', 'display_name': 'jonhobbs', 'link': 'https://stackoverflow.com/users/56007/jonhobbs'}",True,10037,61783939.0,2,6,1667578196,1589330847,1589391417.0,61764481,CC BY-SA 4.0,https://stackoverflow.com/questions/61764481/how-to-use-render-props-in-functional-component-using-typescript,How to use Render Props in functional component using typescript,,,
8,['typescript'],"{'account_id': 18651426, 'reputation': 73, 'user_id': 13594797, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2229f3d07e19645a7852849bbca8c087?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rains-episode', 'link': 'https://stackoverflow.com/users/13594797/rains-episode'}",True,2867,61950602.0,2,7,1667394430,1590134786,,61950470,CC BY-SA 4.0,https://stackoverflow.com/questions/61950470/how-to-declare-a-record-type-with-partial-of-specific-keys-in-typescript,How to declare a &quot;Record&quot; type with partial of specific keys in typescript?,,,
9,"['angular', 'typescript', 'angular9']","{'account_id': 18246099, 'reputation': 237, 'user_id': 13282175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0010f505cc3671cca0ec641bb40fa46d?s=256&d=identicon&r=PG&f=1', 'display_name': 'joe2020wow', 'link': 'https://stackoverflow.com/users/13282175/joe2020wow'}",True,365,61971540.0,2,0,1667158782,1590234116,,61971470,CC BY-SA 4.0,https://stackoverflow.com/questions/61971470/angular-ngx-translate-not-allowed-in-css-tooltip-in-button,Angular ngx translate not allowed in css tooltip in button,,,
