,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['node.js', 'typescript', 'express', 'cors']","{'account_id': 14206439, 'reputation': 21745, 'user_id': 10262805, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zQvN3.jpg?s=256&g=1', 'display_name': 'Yilmaz', 'link': 'https://stackoverflow.com/users/10262805/yilmaz'}",True,8869,3,5,1668879511,1609015121,1668879511.0,65460512,CC BY-SA 4.0,https://stackoverflow.com/questions/65460512/how-to-set-up-cors-in-typescript-express,how to set up cors() in typescript express,,,
1,"['typescript', 'ethereum', 'web3js']","{'account_id': 1877270, 'reputation': 761, 'user_id': 4363086, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/HESLi.jpg?s=256&g=1', 'display_name': 'Xavier', 'link': 'https://stackoverflow.com/users/4363086/xavier'}",True,7758,3,10,1668808132,1609321709,1668808132.0,65504958,CC BY-SA 4.0,https://stackoverflow.com/questions/65504958/web3-js-extending-the-window-interface-type-definitions,Web3.js extending the window interface type definitions,67665205.0,,
2,"['javascript', 'node.js', 'typescript', 'unit-testing', 'jestjs']","{'account_id': 16607058, 'reputation': 85, 'user_id': 12001217, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCu1NaUQP78-iD2Bsao-VvO5c663hhYppJ9IE6Ueg=k-s256', 'display_name': 'lloyd noone', 'link': 'https://stackoverflow.com/users/12001217/lloyd-noone'}",True,1342,1,2,1668713759,1609280238,,65499508,CC BY-SA 4.0,https://stackoverflow.com/questions/65499508/express-is-undefined-when-attempting-to-mock-with-jest,express is undefined when attempting to mock with jest,65506929.0,,
3,"['typescript', 'rxjs', 'nestjs', 'cqrs']","{'account_id': 12426442, 'reputation': 1570, 'user_id': 9050897, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0c59dd624d892847058595132b325dc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tuz', 'link': 'https://stackoverflow.com/users/9050897/tuz'}",True,986,1,0,1668550072,1608135329,1668550072.0,65327058,CC BY-SA 4.0,https://stackoverflow.com/questions/65327058/merge-events-in-rxjs-nestjs-saga-cqrs,Merge events in rxjs (Nestjs - saga cqrs),65327621.0,,
4,"['typescript', 'vue.js']","{'account_id': 7738934, 'reputation': 93, 'user_id': 5859520, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/321011a9f4b82153756d578eb6f2b5d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'mr r.', 'link': 'https://stackoverflow.com/users/5859520/mr-r'}",False,1140,4,0,1668532137,1608709350,1608712037.0,65420623,CC BY-SA 4.0,https://stackoverflow.com/questions/65420623/property-does-not-exist-on-type-never,Property does not exist on type &#39;never&#39;,,,
5,"['reactjs', 'typescript', 'webpack', 'tailwind-css', 'storybook']","{'account_id': 16244534, 'reputation': 873, 'user_id': 11730034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9198b3a3b45c8596d5c306cc7a73743b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nivekithan', 'link': 'https://stackoverflow.com/users/11730034/nivekithan'}",True,40458,7,73,1668373813,1609261484,1624233793.0,65495912,CC BY-SA 4.0,https://stackoverflow.com/questions/65495912/storybook-tailwind-how-should-i-add-tailwind-to-storybook,Storybook-tailwind. How should I add tailwind to storybook,68757745.0,,
6,"['reactjs', 'typescript', 'react-table-v7']","{'account_id': 5793131, 'reputation': 222, 'user_id': 4569822, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4d909de09f29d0068ea482dbb57ac9fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'imran chowdhury', 'link': 'https://stackoverflow.com/users/4569822/imran-chowdhury'}",True,7639,3,6,1668336972,1607347337,,65182522,CC BY-SA 4.0,https://stackoverflow.com/questions/65182522/react-table-types-of-property-accessor-are-incompatible,React Table - types of property &#39;accessor&#39; are incompatible,,,
7,"['javascript', 'typescript', 'vue.js', 'svg', 'vuejs3']","{'account_id': 9901114, 'reputation': 1543, 'user_id': 7331107, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb38005afef63402c5202085735b99b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'avenmia', 'link': 'https://stackoverflow.com/users/7331107/avenmia'}",True,20911,3,12,1668290449,1606866692,,65100281,CC BY-SA 4.0,https://stackoverflow.com/questions/65100281/how-do-i-import-an-svg-in-vue-3,How do I import an svg in Vue 3?,65106018.0,,
8,"['reactjs', 'typescript', 'react-redux', 'react-router', 'create-react-app']","{'account_id': 10058055, 'reputation': 930, 'user_id': 7435656, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/b7xG6.jpg?s=256&g=1', 'display_name': 'Abhijeet Singh', 'link': 'https://stackoverflow.com/users/7435656/abhijeet-singh'}",True,4235,3,13,1668153215,1607349762,1607351431.0,65183174,CC BY-SA 4.0,https://stackoverflow.com/questions/65183174/uncaught-undefined-error-when-using-react-lazy,Uncaught undefined error when using React.lazy,65187130.0,,
9,"['node.js', 'typescript', 'mongoose', 'jestjs']","{'account_id': 20029646, 'reputation': 169, 'user_id': 14682723, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18a5fc446285147103ce2a5be98ac235?s=256&d=identicon&r=PG&f=1', 'display_name': 'KristofDcu', 'link': 'https://stackoverflow.com/users/14682723/kristofdcu'}",True,3048,3,3,1667568495,1607104847,1607105788.0,65148503,CC BY-SA 4.0,https://stackoverflow.com/questions/65148503/jest-tests-show-object-is-possibly-null-errors,Jest tests show Object is possibly &#39;null&#39; errors,65176261.0,,
10,"['javascript', 'typescript', 'next.js', 'vercel']","{'account_id': 14794560, 'reputation': 302, 'user_id': 10684515, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/w0rLe.jpg?s=256&g=1', 'display_name': 'Kreimben', 'link': 'https://stackoverflow.com/users/10684515/kreimben'}",True,3717,1,3,1667468738,1608479022,1667468738.0,65381667,CC BY-SA 4.0,https://stackoverflow.com/questions/65381667/nextjs-cannot-recognize-typescript-files,NextJS cannot recognize TypeScript files,65382732.0,,
11,"['typescript', 'react-window']","{'account_id': 5106268, 'reputation': 1760, 'user_id': 4109124, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/d76d7c8bccd9acfe6a1e413ec8dcad86?s=256&d=identicon&r=PG', 'display_name': 'Faktor 10', 'link': 'https://stackoverflow.com/users/4109124/faktor-10'}",True,1079,2,4,1666686680,1607423081,,65197118,CC BY-SA 4.0,https://stackoverflow.com/questions/65197118/how-to-type-the-index-and-style-props-passed-to-row-function-using-react-window,How to type the index and style props passed to Row function using React-Window,65197739.0,,
12,"['node.js', 'typescript', 'import', 'require', 'mailchimp']","{'account_id': 6922256, 'reputation': 402, 'user_id': 5314490, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10153557248308187/picture?type=large', 'display_name': 'AhrenFullStop', 'link': 'https://stackoverflow.com/users/5314490/ahrenfullstop'}",True,3707,3,3,1666247689,1607094343,1607095107.0,65145932,CC BY-SA 4.0,https://stackoverflow.com/questions/65145932/mailchimp-and-node-js-with-typescript-noob-question-import-vs-require,Mailchimp and Node.js with typescript noob question: Import vs Require,,,
13,"['typescript', 'react-native', 'internationalization', 'react-i18next', 'react-native-ui-kitten']","{'account_id': 8229201, 'reputation': 51, 'user_id': 6190447, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-EhYjgGlCCQA/AAAAAAAAAAI/AAAAAAAAADA/LuR9m6D0Ok0/photo.jpg?sz=256', 'display_name': 'Nicol&#225;s Angarita', 'link': 'https://stackoverflow.com/users/6190447/nicol%c3%a1s-angarita'}",True,3641,3,2,1666084788,1607546000,,65224455,CC BY-SA 4.0,https://stackoverflow.com/questions/65224455/react-i18next-on-react-native-no-overload-matches-this-call-typescript,react-i18next on React Native No overload matches this call typescript,,,
14,"['typescript', 'visual-studio-code', 'google-apps-script', 'template-engine']","{'account_id': 9143, 'reputation': 15469, 'user_id': 16777, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e5c5dd043eb3a8c0b3639fd41844d30e?s=256&d=identicon&r=PG', 'display_name': 'Kev', 'link': 'https://stackoverflow.com/users/16777/kev'}",False,277,0,0,1665186898,1608201779,1665186898.0,65339135,CC BY-SA 4.0,https://stackoverflow.com/questions/65339135/typescript-expression-expected-errors-despite-ts-ignore-on-lines-with-google,TypeScript &quot;Expression expected&quot; errors despite @ts-ignore on lines with Google Apps Script force-printing scripts,,,
15,"['node.js', 'typescript', 'mongoose']","{'account_id': 19787908, 'reputation': 199, 'user_id': 14491495, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjSh2BgqFCiYF9uxYAYbDU3rD6vIZsX-OMpfa59MQ=k-s256', 'display_name': 'ali rana', 'link': 'https://stackoverflow.com/users/14491495/ali-rana'}",True,6006,4,18,1665160997,1608275702,1665160997.0,65353067,CC BY-SA 4.0,https://stackoverflow.com/questions/65353067/error-ts6200-error-ts2403-definitions-of-the-following-identifiers-conflict-w,Error TS6200 &amp; Error TS2403: Definitions of the following identifiers conflict with those in another file,,,
16,"['typescript', 'for-loop', 'compiler-errors', 'null']","{'account_id': 7280871, 'reputation': 782, 'user_id': 5550687, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/prxhW.jpg?s=256&g=1', 'display_name': 'noox', 'link': 'https://stackoverflow.com/users/5550687/noox'}",True,339,1,1,1665069634,1609356405,,65512521,CC BY-SA 4.0,https://stackoverflow.com/questions/65512521/ts2531-object-possibly-null-despite-check-within-for-loop,TS2531 Object possibly &#39;null&#39; despite check within for loop,73976286.0,,
17,"['javascript', 'typescript', 'firebase', 'google-cloud-firestore', 'google-cloud-functions']","{'account_id': 11293946, 'reputation': 5759, 'user_id': 8281994, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/8BQRR.png?s=256&g=1', 'display_name': 'Florian Walther', 'link': 'https://stackoverflow.com/users/8281994/florian-walther'}",True,1055,2,2,1664894743,1608574862,,65398026,CC BY-SA 4.0,https://stackoverflow.com/questions/65398026/how-can-i-retrieve-a-map-from-firestore-and-iterate-over-it,How can I retrieve a map from Firestore and iterate over it?,65398443.0,,
18,"['typescript', 'express', 'types']","{'account_id': 7126780, 'reputation': 7914, 'user_id': 5449450, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/SYTTU.jpg?s=256&g=1', 'display_name': 'Alan', 'link': 'https://stackoverflow.com/users/5449450/alan'}",False,1604,2,-1,1664878556,1606776396,,65082256,CC BY-SA 4.0,https://stackoverflow.com/questions/65082256/augment-the-express-serve-static-core-module-version-4-17-14-is-not-working-with,Augment the express-serve-static-core module Version 4.17.14 is not working with typescript,,,
19,"['typescript', 'tsconfig', 'deno']","{'account_id': 11831144, 'reputation': 1273, 'user_id': 8657837, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1pqj5RztQtE/AAAAAAAAAAI/AAAAAAAAAIo/heZfaGB-6ew/photo.jpg?sz=256', 'display_name': 'IceRevenge', 'link': 'https://stackoverflow.com/users/8657837/icerevenge'}",True,4246,1,7,1664787075,1607169082,1607169530.0,65156598,CC BY-SA 4.0,https://stackoverflow.com/questions/65156598/cannot-find-name-document-do-you-need-to-change-your-target-library-try-chan,Cannot find name &#39;document&#39;. Do you need to change your target library? Try changing the `lib` compiler option to include &#39;dom&#39;.ts(2584),67455377.0,,
20,"['angular', 'typescript', 'angular-material']","{'account_id': 20280417, 'reputation': 1, 'user_id': 14874335, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8653f4ee7ab3198db3b86d822abd7a32?s=256&d=identicon&r=PG&f=1', 'display_name': 'nicole', 'link': 'https://stackoverflow.com/users/14874335/nicole'}",False,401,1,0,1664712855,1608671718,1608672117.0,65415885,CC BY-SA 4.0,https://stackoverflow.com/questions/65415885/angular-mat-select-and-mat-option-not-showing,Angular mat-select and mat-option not showing,,,
21,"['typescript', 'next.js']","{'account_id': 3075233, 'reputation': 796, 'user_id': 2604786, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1c494e7db95a0dd88f2df36e2ca346b?s=256&d=identicon&r=PG', 'display_name': 'asmodianis', 'link': 'https://stackoverflow.com/users/2604786/asmodianis'}",True,64267,7,55,1664638783,1606757033,1642895502.0,65078245,CC BY-SA 4.0,https://stackoverflow.com/questions/65078245/how-to-make-next-js-getstaticprops-work-with-typescript,How to make Next.js getStaticProps work with typescript,69549672.0,,
22,"['typescript', 'promise', 'es6-promise']","{'account_id': 64940, 'reputation': 5878, 'user_id': 191438, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/64bc17b57ffcff98e96702f1216d8be6?s=256&d=identicon&r=PG', 'display_name': 'spiffytech', 'link': 'https://stackoverflow.com/users/191438/spiffytech'}",False,74,1,0,1664563872,1607730932,,65260154,CC BY-SA 4.0,https://stackoverflow.com/questions/65260154/nested-wrapper-functions-are-returning-promisepromiset,Nested wrapper functions are returning Promise&lt;Promise&lt;T&gt;&gt;,,,
