,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['javascript', 'html', 'django', 'typescript']","{'account_id': 14866516, 'reputation': 49, 'user_id': 10735454, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf3a66024e3c33fd958b29f1671713ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noobfor', 'link': 'https://stackoverflow.com/users/10735454/noobfor'}",False,856,1,1,1668729032,1546376446,1546379571.0,53998907,CC BY-SA 4.0,https://stackoverflow.com/questions/53998907/calling-function-from-typescript-in-html-not-working,Calling function from typescript in html not working,,,,
1,"['typescript', 'react-native', 'jestjs']","{'account_id': 2119389, 'reputation': 7034, 'user_id': 2026768, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/e48ee03566f6034c90888ef76ad6fac0?s=256&d=identicon&r=PG', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/2026768/dan'}",True,4153,3,6,1668493479,1547026989,1547138807.0,54107115,CC BY-SA 4.0,https://stackoverflow.com/questions/54107115/couldnt-find-preset-modulemetro-react-native-babel-preset-relative-to-direct,Couldn&#39;t find preset &quot;module:metro-react-native-babel-preset&quot; relative to directory,,,,
2,"['javascript', 'typescript', 'charts', 'chart.js']","{'account_id': 4007304, 'reputation': 135, 'user_id': 3301677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5bf3ba1f71d94ca129611ffbe5dcbe78?s=256&d=identicon&r=PG&f=1', 'display_name': 'lsilva', 'link': 'https://stackoverflow.com/users/3301677/lsilva'}",True,1253,3,-1,1668256929,1548532626,1548536213.0,54382190,CC BY-SA 4.0,https://stackoverflow.com/questions/54382190/show-nested-objects-in-chart-js,Show nested objects in Chart.js,54383155.0,,,
3,['typescript'],"{'account_id': 3617345, 'reputation': 154, 'user_id': 3016883, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3016883', 'link': 'https://stackoverflow.com/users/3016883/user3016883'}",False,1474,3,1,1668028729,1548086916,1624231597.0,54293750,CC BY-SA 4.0,https://stackoverflow.com/questions/54293750/types-of-optional-and-default-parameters-in-typescript,Types of optional and default parameters in typescript,,,,
4,"['typescript', 'jestjs']","{'account_id': 5005201, 'reputation': 6644, 'user_id': 4023065, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/Q0w6z.png?s=256&g=1', 'display_name': 'Ronin', 'link': 'https://stackoverflow.com/users/4023065/ronin'}",True,138133,31,168,1667924085,1547169684,1666552983.0,54139158,CC BY-SA 4.0,https://stackoverflow.com/questions/54139158/cannot-find-name-describe-do-you-need-to-install-type-definitions-for-a-test,Cannot find name &#39;describe&#39;. Do you need to install type definitions for a test runner?,54139175.0,1658861994.0,,
5,"['typescript', 'graphql', 'apollo', 'apollo-client', 'apollo-server']","{'account_id': 3558691, 'reputation': 3642, 'user_id': 2971707, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/X2EqF.jpg?s=256&g=1', 'display_name': 'simbathesailor', 'link': 'https://stackoverflow.com/users/2971707/simbathesailor'}",True,1469,2,1,1667318037,1546443997,1667318037.0,54009229,CC BY-SA 4.0,https://stackoverflow.com/questions/54009229/how-can-we-pass-datasource-and-merged-graphql-schema-and-resolvers-in-apolloserv,How can we pass datasource and merged graphql schema and resolvers in ApolloServer from apollo-server module?,,,,
6,"['javascript', 'reactjs', 'typescript']","{'account_id': 14952974, 'reputation': 6151, 'user_id': 10795348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56e854668f7e109c734e6e82ce75b0d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Red Baron', 'link': 'https://stackoverflow.com/users/10795348/red-baron'}",False,2256,1,1,1667308438,1546434974,,54007070,CC BY-SA 4.0,https://stackoverflow.com/questions/54007070/parsing-error-unexpected-token-interface,Parsing error: Unexpected token interface,,,,
7,"['javascript', 'angular', 'typescript']","{'account_id': 9924369, 'reputation': 59, 'user_id': 7346506, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6RbrSqbLeow/AAAAAAAAAAI/AAAAAAAAAHs/MnpusAu4F00/photo.jpg?sz=256', 'display_name': 'Rabin Rai', 'link': 'https://stackoverflow.com/users/7346506/rabin-rai'}",False,184,1,0,1667191658,1547500633,1667191658.0,54189328,CC BY-SA 4.0,https://stackoverflow.com/questions/54189328/how-to-prevent-the-repeating-country-in-math-random-javascript-or-typescript,How to prevent the repeating country in Math.random() JavaScript or TypeScript?,,,,
8,"['javascript', 'typescript', 'npm', 'module', 'browserify']","{'account_id': 8767496, 'reputation': 98, 'user_id': 6555399, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SWhvSo2t7V8/AAAAAAAAAAI/AAAAAAAAAB8/MIsdhqK-7lQ/photo.jpg?sz=256', 'display_name': 'Bruno Desprez', 'link': 'https://stackoverflow.com/users/6555399/bruno-desprez'}",True,147,1,0,1667079858,1547736398,1667079858.0,54238389,CC BY-SA 4.0,https://stackoverflow.com/questions/54238389/how-to-make-my-npm-typescript-module-usable-in-simple-javascript-project,How to make my npm TypeScript module usable in simple JavaScript project?,54238887.0,,,
9,"['javascript', 'angular', 'typescript', 'angular2-routing']","{'account_id': 10198598, 'reputation': 563, 'user_id': 7529681, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/28273d76a37902d8a1a454d4a82e9d6e?s=256&d=identicon&r=PG', 'display_name': 'Mat', 'link': 'https://stackoverflow.com/users/7529681/mat'}",True,2447,2,3,1666721828,1548775018,1666721828.0,54424175,CC BY-SA 4.0,https://stackoverflow.com/questions/54424175/routing-angular-5-passing-a-string-on-params-after-url,"Routing angular 5 , passing a string on params after URL",54425042.0,,,
