,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['javascript', 'html', 'angular', 'typescript', 'angular-material']","{'account_id': 14383745, 'reputation': 181, 'user_id': 10390275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d98200a1b1425a48912f13d6ed2cd35?s=256&d=identicon&r=PG', 'display_name': 'Eugene', 'link': 'https://stackoverflow.com/users/10390275/eugene'}",True,1383,66183950.0,1,0,1669112959,1613168832,66179851,CC BY-SA 4.0,https://stackoverflow.com/questions/66179851/angular-11-mat-table-pagination-with-grouping,Angular 11 Mat-table pagination with grouping,,,,
1,"['typescript', 'unit-testing', 'jestjs', 'test-coverage']","{'account_id': 17583172, 'reputation': 161, 'user_id': 12756508, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2b60067060f1f2442fe2f14dd1b3b41?s=256&d=identicon&r=PG&f=1', 'display_name': 'Volodumr', 'link': 'https://stackoverflow.com/users/12756508/volodumr'}",False,241,,1,1,1669036593,1613124373,66169812,CC BY-SA 4.0,https://stackoverflow.com/questions/66169812/how-ignore-testing-coverage-tsx-files-in-jest,How ignore testing coverage tsx files in Jest,,,,
2,"['javascript', 'angular', 'typescript', 'ngmodel', 'selection-api']","{'account_id': 9966835, 'reputation': 306, 'user_id': 7374282, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rFsZN.png?s=256&g=1', 'display_name': 'andopr', 'link': 'https://stackoverflow.com/users/7374282/andopr'}",True,598,67452785.0,1,3,1669018882,1612182259,65992685,CC BY-SA 4.0,https://stackoverflow.com/questions/65992685/issue-with-cursor-going-to-the-end-on-ngmodelchange-angular-typescript,Issue with cursor going to the end on ngModelChange Angular/Typescript,1669018882.0,,,
3,"['javascript', 'typescript', 'mediarecorder']","{'account_id': 18039075, 'reputation': 11, 'user_id': 13111740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1afae7aaaa7a0abb86cc180de7bd6636?s=256&d=identicon&r=PG&f=1', 'display_name': 'Walter White', 'link': 'https://stackoverflow.com/users/13111740/walter-white'}",True,85,,2,0,1668885098,1613900319,66300923,CC BY-SA 4.0,https://stackoverflow.com/questions/66300923/unable-to-call-a-function-in-typescript,Unable to call a function in typeScript,,,,
4,"['javascript', 'typescript', 'design-patterns', 'composition']","{'account_id': 20596417, 'reputation': 1, 'user_id': 15118721, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ce69fc25ce810d6546479a4dd030ce5?s=256&d=identicon&r=PG&f=1', 'display_name': 'kraykov', 'link': 'https://stackoverflow.com/users/15118721/kraykov'}",False,628,,2,0,1668848439,1612127606,65984315,CC BY-SA 4.0,https://stackoverflow.com/questions/65984315/class-composition-in-typescript,Class composition in TypeScript,,,,
5,"['node.js', 'typescript', 'next.js', 'amazon-ses', 'vercel']","{'account_id': 18198976, 'reputation': 956, 'user_id': 13243520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18f66d9462948e8e9d308e53ad3bb420?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew Ross', 'link': 'https://stackoverflow.com/users/13243520/andrew-ross'}",False,518,,0,1,1668817596,1613174848,66180630,CC BY-SA 4.0,https://stackoverflow.com/questions/66180630/aws-simple-email-service-nodemailer-no-errors-in-dev-and-in-prod-instant,AWS Simple Email Service + Nodemailer = no errors in dev and in prod -- instant delivery in dev -- yet nothing is delivered in prod?,,,,
6,"['reactjs', 'mongodb', 'typescript', 'mern', 'react-fullstack']","{'account_id': 17522872, 'reputation': 34, 'user_id': 12708527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de9447afc96dee71698657bebd5571f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'daryl', 'link': 'https://stackoverflow.com/users/12708527/daryl'}",True,2703,,3,1,1668655492,1613646171,66258644,CC BY-SA 4.0,https://stackoverflow.com/questions/66258644/how-to-solve-this-mern-stack-filebase64-error,How to solve this MERN stack filebase64 error?,1613734011.0,,,
7,"['typescript', 'typescript-typings', 'typescript-generics']","{'account_id': 19527502, 'reputation': 65, 'user_id': 14288034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/99d7679ae0b42392f93baeda7362e691?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anthony S', 'link': 'https://stackoverflow.com/users/14288034/anthony-s'}",True,702,66091730.0,1,3,1668559017,1612719878,66091118,CC BY-SA 4.0,https://stackoverflow.com/questions/66091118/mapping-tuple-typed-value-to-different-tuple-typed-value-without-casts,Mapping tuple-typed value to different tuple-typed value without casts,,,,
8,"['typescript', 'generics', 'types', 'typescript-typings', 'typescript-generics']","{'account_id': 2796443, 'reputation': 2753, 'user_id': 2405595, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/8da38a020f6166ea2637f8894e4e13d3?s=256&d=identicon&r=PG', 'display_name': 'panta82', 'link': 'https://stackoverflow.com/users/2405595/panta82'}",True,257,72561841.0,2,2,1668446206,1613686125,66268871,CC BY-SA 4.0,https://stackoverflow.com/questions/66268871/how-to-fill-in-generic-parameter-in-typescript,How to &quot;fill in&quot; generic parameter in typescript,,,,
9,"['typescript', 'next.js']","{'account_id': 16053413, 'reputation': 146, 'user_id': 11586574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdd65216da03b0c7bb8609321253f7d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Somayyah Mohammed', 'link': 'https://stackoverflow.com/users/11586574/somayyah-mohammed'}",True,1996,66124745.0,3,1,1668172008,1612890135,66123565,CC BY-SA 4.0,https://stackoverflow.com/questions/66123565/getstaticprops-returns-empty-props-object,getStaticProps returns empty props object,1638661576.0,,,
10,"['typescript', 'visual-studio-code']","{'account_id': 3938420, 'reputation': 2148, 'user_id': 3253917, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/926622bf4ecd34ed01aff632a85cd13e?s=256&d=identicon&r=PG&f=1', 'display_name': 'zlZimon', 'link': 'https://stackoverflow.com/users/3253917/zlzimon'}",False,135,,0,0,1668023444,1612442146,66045751,CC BY-SA 4.0,https://stackoverflow.com/questions/66045751/visual-studio-code-does-not-regognize-typescript-files-ts-and-tx,Visual Studio Code does not regognize typescript files (*.ts and *.tx),,,,
11,"['node.js', 'angular', 'typescript', 'npm', 'node-modules']","{'account_id': 5749769, 'reputation': 1916, 'user_id': 4539838, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MU9VV.jpg?s=256&g=1', 'display_name': 'Amit kumar', 'link': 'https://stackoverflow.com/users/4539838/amit-kumar'}",False,8425,,1,7,1667520370,1612462772,66051520,CC BY-SA 4.0,https://stackoverflow.com/questions/66051520/what-is-the-difference-between-npm-install-force-and-npm-install-legacy-peer,What is the difference between npm install --force and npm install --legacy-peer-deps?,1612498279.0,,,
