,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['typescript', 'vue.js']","{'account_id': 10387867, 'reputation': 1366, 'user_id': 7660259, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/cf3148c6a4775cb0d394e1c6a9398595?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brandon', 'link': 'https://stackoverflow.com/users/7660259/brandon'}",True,47334,54622972.0,2,77,1668615057,1549845639,1560236271.0,54622621,CC BY-SA 4.0,https://stackoverflow.com/questions/54622621/what-does-the-shims-tsx-d-ts-file-do-in-a-vue-typescript-project,What does the shims-tsx.d.ts file do in a Vue-Typescript project?,,,
1,"['angular', 'typescript']","{'account_id': 14404876, 'reputation': 5, 'user_id': 10405284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa2f191d685cb73be9770cba6a084e16?s=256&d=identicon&r=PG&f=1', 'display_name': 'Grigor', 'link': 'https://stackoverflow.com/users/10405284/grigor'}",False,8149,,1,0,1667963060,1549836067,,54621525,CC BY-SA 4.0,https://stackoverflow.com/questions/54621525/is-there-a-way-to-create-dynamic-breadcrumbs-in-angular-6,Is there a way to create dynamic breadcrumbs in Angular 6,,,
2,"['typescript', 'validation', 'npm', 'ecmascript-6']","{'account_id': 14542218, 'reputation': 31, 'user_id': 10503542, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-E4zTuxha2wg/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DU6m90X8NOWYHNiGUaK86Bp_1MzzA/mo/photo.jpg?sz=256', 'display_name': 'reactive', 'link': 'https://stackoverflow.com/users/10503542/reactive'}",False,471,,2,0,1667502018,1549973883,1667502018.0,54649969,CC BY-SA 4.0,https://stackoverflow.com/questions/54649969/html-validator-module-with-typescript-es6-import-syntax,html-validator module with typescript es6 import syntax,,,
3,['typescript'],"{'account_id': 1139401, 'reputation': 2004, 'user_id': 1123717, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/fb3d5703694d21ac6573b31d3f3014f0?s=256&d=identicon&r=PG', 'display_name': 'aarkerio', 'link': 'https://stackoverflow.com/users/1123717/aarkerio'}",False,11618,,1,11,1667234393,1550878340,1550887930.0,54836635,CC BY-SA 4.0,https://stackoverflow.com/questions/54836635/typescript-error-in-tsconfig-json-when-importing-module-from-self-made-package,"TypeScript, error in tsconfig.json when importing module from self-made package",,,
4,"['javascript', 'reactjs', 'typescript', 'ecmascript-6', 'types']","{'account_id': 6095013, 'reputation': 8394, 'user_id': 4756106, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/c6fb8e412e1f802fde077ee236379829?s=256&d=identicon&r=PG&f=1', 'display_name': 'peter flanagan', 'link': 'https://stackoverflow.com/users/4756106/peter-flanagan'}",True,4505,54784062.0,2,8,1667221174,1550657547,1550657744.0,54783783,CC BY-SA 4.0,https://stackoverflow.com/questions/54783783/type-usestate-setter-in-child-component,type useState setter in child component,,,
5,['typescript'],"{'account_id': 345518, 'reputation': 8234, 'user_id': 678505, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c7b9065fef0cccc753b39d877e8bd1ac?s=256&d=identicon&r=PG', 'display_name': 'Michael Zlatkovsky - Microsoft', 'link': 'https://stackoverflow.com/users/678505/michael-zlatkovsky-microsoft'}",True,2824,54775885.0,4,20,1666946327,1550614690,,54775790,CC BY-SA 4.0,https://stackoverflow.com/questions/54775790/forcing-excess-property-checking-on-variable-passed-to-typescript-function,Forcing excess-property checking on variable passed to TypeScript function,,,
6,"['javascript', 'typescript', 'testing', 'cypress', 'csrf-token']","{'account_id': 2395165, 'reputation': 1712, 'user_id': 2094099, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pOIRC.jpg?s=256&g=1', 'display_name': 'Kondasamy Jayaraman', 'link': 'https://stackoverflow.com/users/2094099/kondasamy-jayaraman'}",True,1716,74163938.0,2,1,1666445041,1551347291,1551349132.0,54922674,CC BY-SA 4.0,https://stackoverflow.com/questions/54922674/cypress-cutting-down-x-csrftoken-header,Cypress cutting down &quot;X-CSRFToken&quot; header,,,
7,"['angular', 'typescript', 'angular2-routing']","{'account_id': 12247807, 'reputation': 459, 'user_id': 8939031, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ooI2qyR9zGs/AAAAAAAAAAI/AAAAAAAAAFM/gN7yiC94FIs/photo.jpg?sz=256', 'display_name': 'Exitl0l', 'link': 'https://stackoverflow.com/users/8939031/exitl0l'}",False,9888,,1,3,1666422205,1549534497,,54570988,CC BY-SA 4.0,https://stackoverflow.com/questions/54570988/angular-viewportscroller-not-working-the-1st-time-when-i-am-routed-to-desired-lo,Angular viewportScroller not working the 1st time when I am routed to desired location#fragment,,,
8,"['typescript', 'firebase', 'google-cloud-firestore', 'google-cloud-functions']","{'account_id': 13438982, 'reputation': 4927, 'user_id': 9696675, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/j1o1G.jpg?s=256&g=1', 'display_name': 'Constantin Beer', 'link': 'https://stackoverflow.com/users/9696675/constantin-beer'}",True,455131,58401023.0,4,250,1666231240,1551180461,,54884488,CC BY-SA 4.0,https://stackoverflow.com/questions/54884488/how-can-i-solve-the-error-ts2532-object-is-possibly-undefined,How can I solve the error &#39;TS2532: Object is possibly &#39;undefined&#39;?,,,
9,"['javascript', 'node.js', 'typescript', 'nestjs']","{'account_id': 3098854, 'reputation': 259, 'user_id': 2623505, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/3f8ca3bf1745c0ab29bba8464c70d659?s=256&d=identicon&r=PG', 'display_name': 'user2623505', 'link': 'https://stackoverflow.com/users/2623505/user2623505'}",True,1309,,3,2,1666180122,1549438984,1549455164.0,54548743,CC BY-SA 4.0,https://stackoverflow.com/questions/54548743/initialize-guard-with-value,Initialize Guard with value,,,
10,"['angular', 'typescript']","{'account_id': 15216591, 'reputation': 11, 'user_id': 10984936, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SCdxcPeroqc/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQPz-6cj22qhGCHZoB-QHHTFZNCMOA/mo/photo.jpg?sz=256', 'display_name': 'Fernando Salinas', 'link': 'https://stackoverflow.com/users/10984936/fernando-salinas'}",False,232,,0,1,1666044245,1550265410,1666044245.0,54717169,CC BY-SA 4.0,https://stackoverflow.com/questions/54717169/how-to-create-a-dynamic-filter-with-multiple-check-boxes-in-angular-4-or-more,How to create a dynamic filter with multiple check boxes in angular 4 or more?,,,
11,['typescript'],"{'account_id': 234258, 'reputation': 3044, 'user_id': 500298, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/600d846b8baa6e3afef58a203ad7f30d?s=256&d=identicon&r=PG', 'display_name': 'Matt Coady', 'link': 'https://stackoverflow.com/users/500298/matt-coady'}",True,47575,54738437.0,8,41,1665614898,1550441952,1665614898.0,54738221,CC BY-SA 4.0,https://stackoverflow.com/questions/54738221/typescript-array-find-possibly-undefined,Typescript array find possibly undefined,,,
12,['typescript'],"{'account_id': 172624, 'reputation': 1391, 'user_id': 400765, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/39e968178118339a859855513d7af341?s=256&d=identicon&r=PG', 'display_name': 'Dan B.', 'link': 'https://stackoverflow.com/users/400765/dan-b'}",True,3366,54723706.0,2,13,1665471980,1550324156,1550325541.0,54723621,CC BY-SA 4.0,https://stackoverflow.com/questions/54723621/in-typescript-what-does-it-mean-for-an-import-or-export-to-be-top-level,"In TypeScript, what does it mean for an import or export to be &quot;top-level&quot;?",,,
13,"['typescript', 'vue.js', 'visual-studio-code']","{'account_id': 4345189, 'reputation': 8134, 'user_id': 3547347, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/15780fe731005d0f3e5c56dedeb12039?s=256&d=identicon&r=PG&f=1', 'display_name': 'Douglas Gaskell', 'link': 'https://stackoverflow.com/users/3547347/douglas-gaskell'}",True,86088,57185919.0,11,55,1665418343,1550904830,1550961977.0,54839057,CC BY-SA 4.0,https://stackoverflow.com/questions/54839057/vscode-showing-cannot-find-module-ts-error-for-vue-import-while-compiling-doe,VSCode showing &quot;cannot find module&quot; TS error for .vue import while compiling doesn&#39;t,,,
