,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,"['typescript', 'next.js']","{'account_id': 19471597, 'reputation': 49, 'user_id': 14243840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78bbb55c651868309d0f5d3257509b7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'ellandor', 'link': 'https://stackoverflow.com/users/14243840/ellandor'}",True,330,74533015.0,1,3,1669121948,1638287376,70172177,CC BY-SA 4.0,https://stackoverflow.com/questions/70172177/how-to-add-a-new-property-to-nextrequest-types,How to add a new property to NextRequest types?,,,
1,"['typescript', 'mocha.js', 'node-fetch']","{'account_id': 23393879, 'reputation': 66, 'user_id': 17458212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09e18be7e09db490edaa2ed19c023cf7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeremy Hughes', 'link': 'https://stackoverflow.com/users/17458212/jeremy-hughes'}",False,351,,2,4,1669116019,1638500530,70209010,CC BY-SA 4.0,https://stackoverflow.com/questions/70209010/testing-with-mocha-node-fetch-typescript-gives-strange-error,testing with mocha + node-fetch + typescript gives strange error,,,
2,"['reactjs', 'typescript', 'vite']","{'account_id': 15762925, 'reputation': 676, 'user_id': 11374183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a127702c82410e20d3cc51c32e9eeb0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kakiz', 'link': 'https://stackoverflow.com/users/11374183/kakiz'}",True,14947,70314031.0,6,17,1669016942,1639164767,70309561,CC BY-SA 4.0,https://stackoverflow.com/questions/70309561/unable-to-import-svg-with-vite-as-reactcomponent,Unable to import SVG with Vite as ReactComponent,,,
3,"['javascript', 'angular', 'typescript', 'user-interface']","{'account_id': 9446140, 'reputation': 75, 'user_id': 7024832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56e1668e2e6d7ae19e8c8adeac6a3ba2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prasad', 'link': 'https://stackoverflow.com/users/7024832/prasad'}",True,9535,70526501.0,4,7,1668848718,1640823177,70526259,CC BY-SA 4.0,https://stackoverflow.com/questions/70526259/ts7006-parameter-event-implicitly-has-an-any-type,TS7006: Parameter &#39;event&#39; implicitly has an &#39;any&#39; type,1640827155.0,,
4,"['javascript', 'node.js', 'typescript', 'npm']","{'account_id': 97660, 'reputation': 24029, 'user_id': 264794, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/544a9bda68e318eea03a8ecb886ca458?s=256&d=identicon&r=PG', 'display_name': 'Ryan Wheale', 'link': 'https://stackoverflow.com/users/264794/ryan-wheale'}",True,3058,,3,7,1668751938,1639083609,70296652,CC BY-SA 4.0,https://stackoverflow.com/questions/70296652/how-can-i-use-exports-in-package-json-today-for-nested-submodules-and-typescri,How can I use &quot;exports&quot; in package.json today for nested submodules and typescript,1654547396.0,,
5,"['typescript', 'monorepo', 'vite']","{'account_id': 1053909, 'reputation': 9367, 'user_id': 1057052, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/qGN8h.jpg?s=256&g=1', 'display_name': 'Jose A', 'link': 'https://stackoverflow.com/users/1057052/jose-a'}",True,2891,,2,1,1668701296,1639160482,70308850,CC BY-SA 4.0,https://stackoverflow.com/questions/70308850/migrating-a-create-react-app-webpack-to-nx-and-vite-uri-malformed-at-decodeu,Migrating a Create React App (Webpack) to NX and Vite - URI malformed at decodeURI,1639489483.0,,
6,"['typescript', 'vue.js']","{'account_id': 17376347, 'reputation': 552, 'user_id': 12589424, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HKJbE.jpg?s=256&g=1', 'display_name': 'Chukwunazaekpere', 'link': 'https://stackoverflow.com/users/12589424/chukwunazaekpere'}",True,6201,70344210.0,4,8,1668664300,1639460029,70344209,CC BY-SA 4.0,https://stackoverflow.com/questions/70344209/virtual-script-not-found-may-missing-script-lang-ts-allowjs-true-jsc,"Virtual script not found, may missing &lt;script lang=&quot;ts&quot;&gt; / &quot;allowJs&quot;: true / jsconfig.json.volar",,,
7,"['javascript', 'reactjs', 'typescript', 'react-sortable-hoc']","{'account_id': 23562040, 'reputation': 11, 'user_id': 17603285, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxck2O3jm1ZG10o-lIESPXXxLyCT8XqPIDGnAdl=k-s256', 'display_name': 'Uros Milosavljevic', 'link': 'https://stackoverflow.com/users/17603285/uros-milosavljevic'}",False,231,,0,1,1668426599,1639141301,70304922,CC BY-SA 4.0,https://stackoverflow.com/questions/70304922/how-to-prevent-component-from-rerendering-on-every-order-change-using-react-sort,How to prevent component from rerendering on every order change using react-sortable-hoc?,1639141630.0,,
8,"['typescript', 'ecmascript-5']","{'account_id': 15646772, 'reputation': 435, 'user_id': 11323591, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-I_H1z3J11IY/AAAAAAAAAAI/AAAAAAAACZw/8XcJNtWghCc/photo.jpg?sz=256', 'display_name': 'Detoner', 'link': 'https://stackoverflow.com/users/11323591/detoner'}",True,10563,70262666.0,2,5,1668340603,1638888517,70262217,CC BY-SA 4.0,https://stackoverflow.com/questions/70262217/this-expression-is-not-callable-each-member-of-the-union-type-has-signature,"&quot;This expression is not callable. Each member of the union type... has signatures, but none of those signatures are compatible with each other.&quot; Why?",1668340603.0,,
9,"['reactjs', 'typescript', 'msw', 'cra']","{'account_id': 12562549, 'reputation': 121, 'user_id': 9139728, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-tvO9FVzLE_I/AAAAAAAAAAI/AAAAAAAAAHM/uF7DEUOkFKY/photo.jpg?sz=256', 'display_name': 'nero1141', 'link': 'https://stackoverflow.com/users/9139728/nero1141'}",True,7321,,3,11,1668122108,1639571509,70363738,CC BY-SA 4.0,https://stackoverflow.com/questions/70363738/typescript-cra-with-msw-failed-to-parse-source-map,Typescript CRA with MSW: failed to parse source map,,,
