,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['typescript', 'react-native', 'debugging', 'react-navigation']","{'account_id': 18890312, 'reputation': 243, 'user_id': 13780772, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c236369faa93e272491ef94cde99a9bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'BattleVlog', 'link': 'https://stackoverflow.com/users/13780772/battlevlog'}",True,15635,69258989.0,7,24,1669116657,1628171009,68667766,CC BY-SA 4.0,https://stackoverflow.com/questions/68667766/react-native-typescript-string-is-not-assignable-to-parameter-of-type-never,react native typescript &#39;string&#39; is not assignable to parameter of type &#39;never.&#39; in useNavigation,,,,
1,"['javascript', 'typescript', 'firebase', 'function']","{'account_id': 12591284, 'reputation': 121, 'user_id': 9157865, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LaJl7G1ubOY/AAAAAAAAAAI/AAAAAAAAAb4/zQ-wooEf1vE/photo.jpg?sz=256', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/9157865/vivek'}",True,13079,,9,11,1669065202,1630220663,68970633,CC BY-SA 4.0,https://stackoverflow.com/questions/68970633/error-ts6231-could-not-resolve-the-path-with-the-extensions-ts-tsx,"error TS6231: Could not resolve the path &#39;&#39; with the extensions: &#39;.ts&#39;, &#39;.tsx&#39;, &#39;.d.ts&#39;",,,,
2,"['reactjs', 'typescript', 'spread']","{'account_id': 22453978, 'reputation': 431, 'user_id': 16656899, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy4JFuCANjEn78dyKFu6oxWbT8lx_DMaPinE6vK=k-s256', 'display_name': 'Mateusz Matuś Kowalski', 'link': 'https://stackoverflow.com/users/16656899/mateusz-matu%c5%9b-kowalski'}",True,49354,,5,39,1668646892,1628841733,68768781,CC BY-SA 4.0,https://stackoverflow.com/questions/68768781/a-spread-argument-must-either-have-a-tuple-type-or-be-passed-to-a-rest-parameter,A spread argument must either have a tuple type or be passed to a rest parameter React,1628867148.0,,,
3,"['typescript', 'nestjs', 'knex.js', 'objection.js']","{'account_id': 3118975, 'reputation': 1300, 'user_id': 2639149, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6VuUp.jpg?s=256&g=1', 'display_name': 'TheHiggsBroson', 'link': 'https://stackoverflow.com/users/2639149/thehiggsbroson'}",True,704,68851647.0,1,3,1668633072,1629391023,68851646,CC BY-SA 4.0,https://stackoverflow.com/questions/68851646/vincit-objection-js-returns-cannot-read-property-relation-of-undefined-when,Vincit/Objection.js returns &quot;cannot read property &#39;$relation&#39; of undefined&quot; when using .withGraphFetched(),,,,
4,"['typescript', 'react-navigation', 'react-native-navigation']","{'account_id': 20234914, 'reputation': 482, 'user_id': 14840399, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fC7NT.jpg?s=256&g=1', 'display_name': 'Lineu Pastorelli', 'link': 'https://stackoverflow.com/users/14840399/lineu-pastorelli'}",True,2663,68695778.0,2,0,1668505265,1628352393,68694053,CC BY-SA 4.0,https://stackoverflow.com/questions/68694053/remove-header-title-from-react-navigation,Remove header title from react-navigation,,,,
5,"['javascript', 'typescript']","{'account_id': 14688049, 'reputation': 57, 'user_id': 10607481, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vh02J.jpg?s=256&g=1', 'display_name': 'Diederik Slob', 'link': 'https://stackoverflow.com/users/10607481/diederik-slob'}",False,965,,4,0,1668481235,1630330539,68985075,CC BY-SA 4.0,https://stackoverflow.com/questions/68985075/typescript-call-a-method-by-this-its-name,Typescript: call a method by this + its name,1630332474.0,,,
6,"['json', 'typescript', 'bash', 'github', 'github-actions']","{'account_id': 14369567, 'reputation': 752, 'user_id': 10379693, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LBEMD3sLvXA/AAAAAAAAAAI/AAAAAAAAAWc/lwh07EOmqwE/photo.jpg?sz=256', 'display_name': 'Arnas', 'link': 'https://stackoverflow.com/users/10379693/arnas'}",True,4087,68639996.0,2,1,1668082546,1627982712,68633485,CC BY-SA 4.0,https://stackoverflow.com/questions/68633485/github-action-invalid-environment-variable-format,GitHub Action: Invalid environment variable format,1628050772.0,,,
7,"['reactjs', 'typescript', 'tiptap']","{'account_id': 16498265, 'reputation': 35, 'user_id': 11920209, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LtfR-d0G3SQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re2MD8Ddix3gIFXrGpBJkrncZbOXw/photo.jpg?sz=256', 'display_name': 'christian lance', 'link': 'https://stackoverflow.com/users/11920209/christian-lance'}",True,2193,,3,1,1667993461,1629225936,68822574,CC BY-SA 4.0,https://stackoverflow.com/questions/68822574/how-can-i-grab-the-text-value-from-content-in-tiptap-react-typescript-wysiwyg,How can I grab the text value from content in tiptap react (typescript) wysiwyg?,1667694289.0,,,
8,"['typescript', 'xmlhttprequest', 'cypress']","{'account_id': 957801, 'reputation': 3411, 'user_id': 982786, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/xARbd.jpg?s=256&g=1', 'display_name': 'Nefariis', 'link': 'https://stackoverflow.com/users/982786/nefariis'}",True,5534,70282933.0,3,1,1667827779,1628123422,68659330,CC BY-SA 4.0,https://stackoverflow.com/questions/68659330/uploading-multipart-form-data-from-text-file-using-cypress,Uploading multipart/form-data from text file using Cypress,1628175537.0,,,
9,['typescript'],"{'account_id': 14444130, 'reputation': 5860, 'user_id': 10433835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584735072160572/picture?type=large', 'display_name': 'anny123', 'link': 'https://stackoverflow.com/users/10433835/anny123'}",True,3570,,2,0,1667813978,1629063736,68795530,CC BY-SA 4.0,https://stackoverflow.com/questions/68795530/type-promiseany-have-no-call-signatures,Type Promise&lt;any&gt; have no call signatures,,,,
