,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['javascript', 'reactjs', 'typescript']","{'account_id': 47949, 'reputation': 15253, 'user_id': 142240, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/XMQbP.jpg?s=256&g=1', 'display_name': 'Isaac', 'link': 'https://stackoverflow.com/users/142240/isaac'}",True,84153,57456179.0,9,100,1669045858,1565190348,1565332970.0,57397395,CC BY-SA 4.0,https://stackoverflow.com/questions/57397395/react-has-detected-a-change-in-the-order-of-hooks-but-hooks-seem-to-be-invoked,&quot;React has detected a change in the order of Hooks&quot; but Hooks seem to be invoked in order,,,
1,"['reactjs', 'typescript', 'react-hooks']","{'account_id': 16351826, 'reputation': 765, 'user_id': 11810133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c90d89e4a21deb3ef9fb4fbfda96241?s=256&d=identicon&r=PG&f=1', 'display_name': 'collinswade408', 'link': 'https://stackoverflow.com/users/11810133/collinswade408'}",True,142427,57341724.0,8,76,1668933933,1564860798,,57341541,CC BY-SA 4.0,https://stackoverflow.com/questions/57341541/removing-object-from-array-using-hooks-usestate,Removing object from array using hooks (useState),,,
2,"['javascript', 'typescript', 'express', 'prettier', 'eslintrc']","{'account_id': 100040, 'reputation': 2997, 'user_id': 269867, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/2abd456b40bc06c9b82e500bff50516b?s=256&d=identicon&r=PG', 'display_name': 'user269867', 'link': 'https://stackoverflow.com/users/269867/user269867'}",False,299,,1,3,1668168306,1565756460,1592644375.0,57488121,CC BY-SA 4.0,https://stackoverflow.com/questions/57488121/how-to-resolve-these-prettier-errors-in-express-typescript-code,"How to resolve these prettier errors in express, typescript code",,,
3,"['angular', 'typescript', 'primeng', 'primeng-datatable']","{'account_id': 14099107, 'reputation': 21, 'user_id': 10184912, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-54MQsNklkZg/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qthICDPe8qMjGT5f5iR3LpsmKSPg/mo/photo.jpg?sz=256', 'display_name': 'Rajaram Panda', 'link': 'https://stackoverflow.com/users/10184912/rajaram-panda'}",False,454,,1,1,1668073849,1566910190,1602488862.0,57675105,CC BY-SA 4.0,https://stackoverflow.com/questions/57675105/how-to-paginate-primeng-dataview-dynamically,How to paginate PrimeNG DataView dynamically?,,,
4,"['reactjs', 'typescript']","{'account_id': 214108, 'reputation': 22279, 'user_id': 467875, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/34f357047662b4d884e9685c6eac9ea1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Evanss', 'link': 'https://stackoverflow.com/users/467875/evanss'}",True,42344,57511243.0,2,34,1667919845,1565876381,1620819283.0,57510552,CC BY-SA 4.0,https://stackoverflow.com/questions/57510552/react-prop-types-with-typescript-how-to-have-a-function-type,React prop types with TypeScript - how to have a function type?,,,
5,"['node.js', 'typescript', 'mongoose', 'schema', 'nestjs']","{'account_id': 3785680, 'reputation': 554, 'user_id': 3143715, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Erez', 'link': 'https://stackoverflow.com/users/3143715/erez'}",True,2739,57431768.0,2,3,1667594161,1565357608,1565595405.0,57431221,CC BY-SA 4.0,https://stackoverflow.com/questions/57431221/schema-hasnt-been-registered-for-model-resourceschema-nest-js,Schema hasn&#39;t been registered for model &quot;ResourceSchema&quot;. - nest js,,,
6,"['typescript', 'redux', 'react-redux']","{'account_id': 9469009, 'reputation': 3320, 'user_id': 7040366, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NbDPC.png?s=256&g=1', 'display_name': 'Jake', 'link': 'https://stackoverflow.com/users/7040366/jake'}",True,83908,60223837.0,15,56,1667202459,1565677095,1565680490.0,57472105,CC BY-SA 4.0,https://stackoverflow.com/questions/57472105/react-redux-useselector-typescript-type-for-state,React-Redux useSelector typescript type for state,,,
7,"['javascript', 'angular', 'typescript', 'rxjs', 'ngrx']","{'account_id': 6752027, 'reputation': 413, 'user_id': 5201775, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TX25F.jpg?s=256&g=1', 'display_name': 'Vijay Ramesh', 'link': 'https://stackoverflow.com/users/5201775/vijay-ramesh'}",True,3432,,3,4,1666631095,1564726343,1569559457.0,57320828,CC BY-SA 4.0,https://stackoverflow.com/questions/57320828/ngrx-effects-called-multiple-times-after-it-return-the-value,ngrx effects called multiple times after it return the value,,,
8,"['javascript', 'node.js', 'angular', 'typescript', 'ionic-framework']","{'account_id': 16451525, 'reputation': 51, 'user_id': 11884823, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91a74bd2865a3167e1d090ee780fb611?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thannob Aribarg', 'link': 'https://stackoverflow.com/users/11884823/thannob-aribarg'}",True,4222,,3,5,1666439530,1565018219,1571489504.0,57361546,CC BY-SA 4.0,https://stackoverflow.com/questions/57361546/referenceerror-global-is-not-defined-with-web3,ReferenceError: global is not defined with web3,,,
9,"['reactjs', 'typescript', 'react-hooks']","{'account_id': 3638628, 'reputation': 1858, 'user_id': 3033386, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/6d8no.png?s=256&g=1', 'display_name': 'MoralCode', 'link': 'https://stackoverflow.com/users/3033386/moralcode'}",True,1207,57516183.0,2,1,1666264050,1565902775,,57516182,CC BY-SA 4.0,https://stackoverflow.com/questions/57516182/is-it-safe-to-ignore-reacts-warning-about-calling-the-usestate-hook-conditional,is it safe to ignore react&#39;s warning about calling the useState hook conditionally when only the parameter is conditional?,,,
10,"['javascript', 'mysql', 'typescript', 'typeorm', 'typeorm-datamapper']","{'account_id': 11384878, 'reputation': 73, 'user_id': 8346708, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/--7dl7TJvgz8/AAAAAAAAAAI/AAAAAAAAAfc/XcB0E6sqOT0/photo.jpg?sz=256', 'display_name': 'marco-zan reymerk', 'link': 'https://stackoverflow.com/users/8346708/marco-zan-reymerk'}",True,10651,57368302.0,2,7,1665804857,1565025087,1571842298.0,57363201,CC BY-SA 4.0,https://stackoverflow.com/questions/57363201/insert-using-a-select-in-typeorm,Insert using a select in typeorm,,,
11,"['node.js', 'typescript', 'npm', 'yarnpkg', 'yarn-workspaces']","{'account_id': 2585440, 'reputation': 1316, 'user_id': 2241256, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d79dd16db97df263a9a6f4e933e4bfee?s=256&d=identicon&r=PG', 'display_name': 'Jolle', 'link': 'https://stackoverflow.com/users/2241256/jolle'}",True,10216,57516839.0,3,8,1665078273,1565891441,1566243903.0,57513973,CC BY-SA 4.0,https://stackoverflow.com/questions/57513973/export-multiple-modules-from-npm-package,Export multiple modules from NPM package,,,
12,"['reactjs', 'typescript', 'jestjs', 'istanbul']","{'account_id': 6939696, 'reputation': 2538, 'user_id': 5326490, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/00f8a59500d2792ac734e7f5bc2270dd?s=256&d=identicon&r=PG', 'display_name': 'Lual', 'link': 'https://stackoverflow.com/users/5326490/lual'}",True,63760,58766433.0,13,49,1665063954,1565535284,1565744831.0,57451028,CC BY-SA 4.0,https://stackoverflow.com/questions/57451028/jest-finds-tests-but-doesnt-collect-coverage,Jest finds tests but doesn&#39;t collect coverage,,,
13,"['typescript', 'elasticsearch']","{'account_id': 2001683, 'reputation': 4005, 'user_id': 1792573, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0b4f82b357f7b57e6a665853dcd51b91?s=256&d=identicon&r=PG', 'display_name': 'jamesdeath123', 'link': 'https://stackoverflow.com/users/1792573/jamesdeath123'}",True,21479,,4,22,1664996742,1566251677,,57564374,CC BY-SA 4.0,https://stackoverflow.com/questions/57564374/elasticsearch-update-gives-unknown-field-error,elasticsearch update gives unknown field error,,,
