,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['javascript', 'node.js', 'angular', 'typescript']","{'account_id': 25684835, 'reputation': 27, 'user_id': 19447089, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RTO6m.jpg?s=256&g=1', 'display_name': 'Aditya Rawal', 'link': 'https://stackoverflow.com/users/19447089/aditya-rawal'}",True,153,73002514.0,2,-1,1669129592,1657895712,1669129592.0,72995636,CC BY-SA 4.0,https://stackoverflow.com/questions/72995636/npm-start-some-compilation-error-browser-says-cannot-get,npm start some compilation error. Browser says Cannot GET /,,
1,"['reactjs', 'typescript', 'next.js', 'react-quill']","{'account_id': 1665963, 'reputation': 316, 'user_id': 1533355, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4BPYG.jpg?s=256&g=1', 'display_name': 'June', 'link': 'https://stackoverflow.com/users/1533355/june'}",False,244,,1,1,1669112600,1657185392,1657198548.0,72895237,CC BY-SA 4.0,https://stackoverflow.com/questions/72895237/react-quill-is-working-well-on-next-dev-mode-but-its-not-shown-on-production-mo,react-quill is working well on next dev mode but it&#39;s not shown on production mode(=release mode),,
2,"['angular', 'typescript']","{'account_id': 10192330, 'reputation': 109, 'user_id': 7525310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed30dbd9694e710ac4606fde99a2f137?s=256&d=identicon&r=PG&f=1', 'display_name': 'MartinM43', 'link': 'https://stackoverflow.com/users/7525310/martinm43'}",True,103,,3,0,1669111016,1657628800,,72952299,CC BY-SA 4.0,https://stackoverflow.com/questions/72952299/assign-date-time-from-json-in-angular,Assign date/time from JSON in Angular,,
3,"['javascript', 'typescript', 'react-native', 'dependencies', 'expo']","{'account_id': 19578412, 'reputation': 141, 'user_id': 14328019, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5178aa4ab303bcbf62a3114279633d96?s=256&d=identicon&r=PG&f=1', 'display_name': 'RossB', 'link': 'https://stackoverflow.com/users/14328019/rossb'}",True,7259,,6,14,1669021200,1659267146,,73182941,CC BY-SA 4.0,https://stackoverflow.com/questions/73182941/unable-to-use-typescript-with-expo-it-looks-like-youre-trying-to-use-typescr,Unable to use typescript with expo - &quot;It looks like you&#39;re trying to use TypeScript but don&#39;t have the required dependencies installed&quot;,,
4,"['reactjs', 'typescript', 'redux-toolkit', 'rtk-query']","{'account_id': 11285663, 'reputation': 762, 'user_id': 8276765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b6d5069f421cf5225c63497733efd6d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yedidya Rashi', 'link': 'https://stackoverflow.com/users/8276765/yedidya-rashi'}",True,1485,73186578.0,1,2,1668860276,1659194570,,73176833,CC BY-SA 4.0,https://stackoverflow.com/questions/73176833/what-addon-axios-have-that-rtk-query-fetchbasequery-util-is-missing,What addon axios have that RTK query fetchBaseQuery util is missing?,,
5,"['typescript', 'swagger', 'nestjs', 'swagger-ui', 'nestjs-swagger']","{'account_id': 25765939, 'reputation': 45, 'user_id': 19515894, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3a1543058960e60c29125a3082ed7bfc?s=256&d=identicon&r=PG', 'display_name': 'rin', 'link': 'https://stackoverflow.com/users/19515894/rin'}",True,434,73063360.0,2,1,1668780990,1658380696,,73061034,CC BY-SA 4.0,https://stackoverflow.com/questions/73061034/how-to-authorize-multi-api-keys-using-nestjs-swagger-and-useguards,How to authorize multi api keys using @nestjs/swagger and @UseGuards?,,
6,"['javascript', 'reactjs', 'typescript', 'eslint']","{'account_id': 14797295, 'reputation': 4894, 'user_id': 10686620, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad44a041252c316ba3abc7b1978d2107?s=256&d=identicon&r=PG&f=1', 'display_name': 'CCCC', 'link': 'https://stackoverflow.com/users/10686620/cccc'}",True,52,72988727.0,2,0,1668777968,1657855014,,72988703,CC BY-SA 4.0,https://stackoverflow.com/questions/72988703/react-unexpected-block-statement-surrounding-arrow-body,react - Unexpected block statement surrounding arrow body,,
7,"['angular', 'typescript', 'typescript-typings']","{'account_id': 76204, 'reputation': 15331, 'user_id': 218349, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/abb2f595ca653f4b91bbdc0329000a04?s=256&d=identicon&r=PG', 'display_name': '3gwebtrain', 'link': 'https://stackoverflow.com/users/218349/3gwebtrain'}",True,142,73157449.0,2,0,1668759384,1659026431,,73156339,CC BY-SA 4.0,https://stackoverflow.com/questions/73156339/angular-strict-mode-throws-and-error-as-element-implicitly-has-an-any-type-be,angular strict mode throws and error as `Element implicitly has an &#39;any&#39; type because index expression is not of type &#39;number&#39;,,
8,"['typescript', 'typescript-generics']","{'account_id': 5038488, 'reputation': 175, 'user_id': 4046636, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/704756725b9bd56f662da24eef743655?s=256&d=identicon&r=PG&f=1', 'display_name': 'cogm', 'link': 'https://stackoverflow.com/users/4046636/cogm'}",False,73,,2,2,1668629708,1657450346,1657455241.0,72927931,CC BY-SA 4.0,https://stackoverflow.com/questions/72927931/typescript-generic-function-with-inferred-return-type,TypeScript generic function with inferred return type,,
9,"['reactjs', 'typescript', 'material-ui', 'styled-components']","{'account_id': 8607467, 'reputation': 2574, 'user_id': 6447123, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/qMbtz.jpg?s=256&g=1', 'display_name': 'WebMaster', 'link': 'https://stackoverflow.com/users/6447123/webmaster'}",False,317,,2,1,1668617967,1658230327,,73036106,CC BY-SA 4.0,https://stackoverflow.com/questions/73036106/mui-styled-component-and-typescript,MUI styled component and TypeScript,,
