,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,['typescript'],"{'account_id': 47620, 'reputation': 787, 'user_id': 141158, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/6d226f30b517e08d784042129d578ae1?s=256&d=identicon&r=PG', 'display_name': 'Igor Dvorkin', 'link': 'https://stackoverflow.com/users/141158/igor-dvorkin'}",True,11993,13642147.0,4,8,1668882720,1354265205,1464453999.0,13641692,CC BY-SA 3.0,https://stackoverflow.com/questions/13641692/how-to-use-getusermedia-from-typescript,How to use getUserMedia from TypeScript,,
1,['typescript'],"{'account_id': 29167, 'reputation': 11084, 'user_id': 78576, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/f4c1bd8cab704dc557566947cd76f020?s=256&d=identicon&r=PG', 'display_name': 'Armentage', 'link': 'https://stackoverflow.com/users/78576/armentage'}",True,585424,13315210.0,10,586,1668211240,1352491365,1668211240.0,13315131,CC BY-SA 4.0,https://stackoverflow.com/questions/13315131/enforcing-the-type-of-the-indexed-members-of-a-typescript-object,Enforcing the type of the indexed members of a Typescript object?,,
2,"['typescript', 'abstract-class', 'abstract']","{'account_id': 871926, 'reputation': 10860, 'user_id': 922584, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/05766da42bea2cb7c9e185fa66be4725?s=256&d=identicon&r=PG', 'display_name': 'Vojtěch', 'link': 'https://stackoverflow.com/users/922584/vojt%c4%9bch'}",True,214781,13335645.0,5,236,1663835483,1352654302,1663835483.0,13333489,CC BY-SA 4.0,https://stackoverflow.com/questions/13333489/declaring-abstract-method-in-typescript,Declaring abstract method in TypeScript,,
3,"['typescript', 'constructor', 'interface']","{'account_id': 2048354, 'reputation': 6820, 'user_id': 1827926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96047c49031b412c397e5b4891d61c78?s=256&d=identicon&r=PG', 'display_name': 'Nypan', 'link': 'https://stackoverflow.com/users/1827926/nypan'}",True,132544,13408029.0,8,208,1660134754,1353017016,1550089972.0,13407036,CC BY-SA 4.0,https://stackoverflow.com/questions/13407036/how-does-interfaces-with-construct-signatures-work,How does interfaces with construct signatures work?,,
4,"['javascript', 'class', 'static', 'typescript']","{'account_id': 1489927, 'reputation': 7264, 'user_id': 1397271, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/78fde7538fcb5501856a02f7f646fa62?s=256&d=identicon&r=PG', 'display_name': 'Rayjax', 'link': 'https://stackoverflow.com/users/1397271/rayjax'}",True,247191,13212648.0,15,199,1650399779,1351969718,1499873449.0,13212521,CC BY-SA 3.0,https://stackoverflow.com/questions/13212521/typescript-static-classes,TypeScript static classes,,
5,['typescript'],"{'account_id': 1613753, 'reputation': 56402, 'user_id': 1492009, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/FtlBx.jpg?s=256&g=1', 'display_name': 'Mark Pieszak - Trilon.io', 'link': 'https://stackoverflow.com/users/1492009/mark-pieszak-trilon-io'}",True,12399,13255955.0,2,19,1644234061,1352218861,1557244933.0,13255158,CC BY-SA 4.0,https://stackoverflow.com/questions/13255158/when-to-use-classes-vs-modules-in-typescript,When to use Classes vs Modules in TypeScript?,,
6,"['mime-types', 'typescript']","{'account_id': 1482752, 'reputation': 767, 'user_id': 1391710, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/yQZsT.png?s=256&g=1', 'display_name': 'Zwirbelbart', 'link': 'https://stackoverflow.com/users/1391710/zwirbelbart'}",True,22745,13214026.0,5,29,1634553162,1351978848,,13213787,CC BY-SA 3.0,https://stackoverflow.com/questions/13213787/whats-the-mime-type-of-typescript,What&#39;s the MIME-Type of TypeScript?,,
7,['typescript'],"{'account_id': 47498, 'reputation': 2481, 'user_id': 140739, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1ab8ca44acca7f5e4113af71daa1d691?s=256&d=identicon&r=PG', 'display_name': 'Oleg Mihailik', 'link': 'https://stackoverflow.com/users/140739/oleg-mihailik'}",True,44449,13459029.0,6,43,1633682662,1353269163,,13444064,CC BY-SA 3.0,https://stackoverflow.com/questions/13444064/typescript-conditional-module-import-export,TypeScript - conditional module import/export,,
8,"['casting', 'typescript']","{'account_id': 63217, 'reputation': 17387, 'user_id': 187279, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/d2895e9bbf4e969fadc859ec7704d425?s=256&d=identicon&r=PG', 'display_name': 'Klaus Nji', 'link': 'https://stackoverflow.com/users/187279/klaus-nji'}",True,405164,13206433.0,3,272,1631516478,1351901825,1390906574.0,13204759,CC BY-SA 3.0,https://stackoverflow.com/questions/13204759/typescript-or-javascript-type-casting,TypeScript or JavaScript type casting,,
9,['typescript'],"{'account_id': 1015698, 'reputation': 2845, 'user_id': 1027303, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7640f35bd77a4f0d5dd01f55dbc165f4?s=256&d=identicon&r=PG', 'display_name': 'user1027303', 'link': 'https://stackoverflow.com/users/1027303/user1027303'}",True,161426,,7,278,1624998646,1352209067,1569010789.0,13252225,CC BY-SA 4.0,https://stackoverflow.com/questions/13252225/call-a-global-variable-inside-module,Call a global variable inside module,,
