,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
0,"['reactjs', 'typescript', 'eslint', 'prettier', 'eslint-config-airbnb']","{'account_id': 10038131, 'reputation': 788, 'user_id': 7421972, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh5.googleusercontent.com/-1MCGQL-V1bs/AAAAAAAAAAI/AAAAAAAAABU/0wnuZBCHMvA/photo.jpg?sz=256', 'display_name': 'TIshow', 'link': 'https://stackoverflow.com/users/7421972/tishow'}",True,6229,6,4,1669208976,1654847702,72570845,CC BY-SA 4.0,https://stackoverflow.com/questions/72570845/plugin-react-was-conflicted-between-eslintrc-js-and-baseconfig,Plugin &quot;react&quot; was conflicted between &quot;.eslintrc.js&quot; and &quot;BaseConfig,,,,
1,"['typescript', 'es6-modules', 'nanoid']","{'account_id': 29536, 'reputation': 20584, 'user_id': 79891, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/l3JE3.jpg?s=256&g=1', 'display_name': 'meds', 'link': 'https://stackoverflow.com/users/79891/meds'}",True,4562,3,2,1669204327,1655092307,72597602,CC BY-SA 4.0,https://stackoverflow.com/questions/72597602/nanoid4-in-codecept-error-err-require-esm-require-of-es-module,Nanoid4 in codecept error [ERR_REQUIRE_ESM]: require() of ES Module,72707149.0,1655093037.0,,
2,"['angular', 'typescript', 'forms', 'angular-reactive-forms', 'angular14']","{'account_id': 20714492, 'reputation': 803, 'user_id': 15210304, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fk8wU.jpg?s=256&g=1', 'display_name': 'Chaka15', 'link': 'https://stackoverflow.com/users/15210304/chaka15'}",True,1403,3,3,1669155715,1655660289,72679043,CC BY-SA 4.0,https://stackoverflow.com/questions/72679043/typed-form-in-angular-14-shows-any-instead-of-types,Typed Form in Angular 14 shows `&lt;any&gt;` instead of types,,1655857346.0,,
3,"['node.js', 'typescript', 'mongodb', 'mongoose']","{'account_id': 21562962, 'reputation': 48, 'user_id': 15897221, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg1ACuYPYNEy3y1rFpCw4W16tWMwDgWUrr8jEQR=k-s256', 'display_name': 'Acuervov', 'link': 'https://stackoverflow.com/users/15897221/acuervov'}",False,460,2,0,1669094046,1655330276,72638285,CC BY-SA 4.0,https://stackoverflow.com/questions/72638285/cannot-find-module-mongoose-with-typescript,Cannot find module &#39;mongoose&#39; with typeScript,,,,
4,"['reactjs', 'typescript', 'ubuntu', 'warnings', 'react-scripts']","{'account_id': 20063036, 'reputation': 31, 'user_id': 14709355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51f0a584b19503c7a0ddddc497a6e40e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Barbie Doll', 'link': 'https://stackoverflow.com/users/14709355/barbie-doll'}",False,7650,2,3,1669075675,1656429933,72789233,CC BY-SA 4.0,https://stackoverflow.com/questions/72789233/warning-you-are-currently-running-a-version-of-typescript-which-is-not-official,WARNING: You are currently running a version of TypeScript which is not officially supported by @typescript-eslint/typescript-estree,,1656492201.0,,
5,"['javascript', 'reactjs', 'typescript', 'contenteditable', 'inputevent']","{'account_id': 6487569, 'reputation': 1631, 'user_id': 5022605, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/0721b295536fb18e061e97dc1b59ba5e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alvin Stefanus', 'link': 'https://stackoverflow.com/users/5022605/alvin-stefanus'}",True,58,1,1,1669015712,1655703308,72682612,CC BY-SA 4.0,https://stackoverflow.com/questions/72682612/react-how-to-catch-oninput-event-with-inputevent-arguments-on-contentedita,React: How to catch `onInput` event with `InputEvent` arguments on `contentEditable` div?,72682784.0,1669015712.0,,
6,"['html', 'angular', 'typescript', 'charts', 'html5-canvas']","{'account_id': 15978760, 'reputation': 3, 'user_id': 11530948, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Ruc19xbNUlA/AAAAAAAAAAI/AAAAAAAAAJg/_tKgjFGlyWY/photo.jpg?sz=256', 'display_name': 'Adrian Valladares', 'link': 'https://stackoverflow.com/users/11530948/adrian-valladares'}",True,85,1,0,1669007557,1655957659,72724453,CC BY-SA 4.0,https://stackoverflow.com/questions/72724453/ts2345-argument-of-type-htmlelement-is-not-assignable-to-parameter-of-type-c,TS2345: Argument of type &#39;HTMLElement&#39; is not assignable to parameter of type &#39;ChartItem&#39;,72724565.0,1669007557.0,,
7,"['typescript', 'webpack', 'hot-reload']","{'account_id': 17721173, 'reputation': 141, 'user_id': 12866134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ec95142836c4c41336d1969f8d9c78a?s=256&d=identicon&r=PG&f=1', 'display_name': 'homy', 'link': 'https://stackoverflow.com/users/12866134/homy'}",False,71,0,3,1668780896,1654686826,72544723,CC BY-SA 4.0,https://stackoverflow.com/questions/72544723/hot-reloading-breaks-when-encountering-typescript-error,Hot reloading breaks when encountering Typescript error,,1668780896.0,,
8,"['arrays', 'typescript', 'union-types']","{'account_id': 6504925, 'reputation': 973, 'user_id': 5034248, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5712abf8d45946841e4d37e4f9c3408a?s=256&d=identicon&r=PG&f=1', 'display_name': 'julian.a', 'link': 'https://stackoverflow.com/users/5034248/julian-a'}",True,1061,2,1,1668765050,1654016354,72451605,CC BY-SA 4.0,https://stackoverflow.com/questions/72451605/type-an-array-with-a-union-type-in-typescript,Type an Array with a Union type in TypeScript,74487767.0,,,
9,"['angular', 'typescript']","{'account_id': 8835272, 'reputation': 489, 'user_id': 6599826, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bFXY0.jpg?s=256&g=1', 'display_name': 'Igor Nowosad', 'link': 'https://stackoverflow.com/users/6599826/igor-nowosad'}",True,358,2,0,1668755961,1654678286,72542759,CC BY-SA 4.0,https://stackoverflow.com/questions/72542759/why-formrecord-doesnt-allow-to-use-object-as-a-first-argument,Why FormRecord doesn&#39;t allow to use object as a first argument?,72542842.0,,,
10,"['node.js', 'typescript', 'sequelize.js']","{'account_id': 22391344, 'reputation': 43, 'user_id': 19112593, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgIouYrXrEIikfda9BnPbjadMKIUcYhwhRLnRAtxw=k-s256', 'display_name': 'anderson sanchez', 'link': 'https://stackoverflow.com/users/19112593/anderson-sanchez'}",True,323,1,0,1668718095,1656212279,72758602,CC BY-SA 4.0,https://stackoverflow.com/questions/72758602/error-require-of-es-module-not-supported,[ERROR]: require() of ES Module not supported,,1656216251.0,,
11,"['javascript', 'reactjs', 'typescript', 'unit-testing', 'mapbox']","{'account_id': 25560357, 'reputation': 11, 'user_id': 19343069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd00a764e0c055690b5cea38c5fc85e1?s=256&d=identicon&r=PG', 'display_name': 'Daniel Lopes', 'link': 'https://stackoverflow.com/users/19343069/daniel-lopes'}",False,473,1,1,1668681591,1655282704,72628355,CC BY-SA 4.0,https://stackoverflow.com/questions/72628355/mapbox-unit-testing-failed-to-initialize-webgl,Mapbox Unit Testing - Failed to initialize WebGL,,1655282849.0,,
12,"['node.js', 'typescript', 'google-cloud-firestore', 'google-cloud-functions', 'stripe-payments']","{'account_id': 18789367, 'reputation': 267, 'user_id': 13702200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a28d349113d8f24e83e65f1b6229314d?s=256&d=identicon&r=PG&f=1', 'display_name': 'devOP1', 'link': 'https://stackoverflow.com/users/13702200/devop1'}",False,127,4,0,1668677034,1656456949,72794009,CC BY-SA 4.0,https://stackoverflow.com/questions/72794009/get-data-from-firestore-document-and-use-in-cloud-function,Get data from firestore document and use in cloud function,,1656466648.0,,
13,"['typescript', 'express', 'environment-variables', 'dotenv']","{'user_type': 'does_not_exist', 'display_name': 'user18472307'}",False,378,3,0,1668653459,1655988193,72730375,CC BY-SA 4.0,https://stackoverflow.com/questions/72730375/use-dotenv-in-backend,Use dotenv in backend,,,,
14,"['javascript', 'node.js', 'typescript']","{'account_id': 21035867, 'reputation': 341, 'user_id': 15609045, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgoJBiKa-cWP8A2a_WI08yDiyVWk1mpTb9z444b=k-s256', 'display_name': 'martins16321', 'link': 'https://stackoverflow.com/users/15609045/martins16321'}",True,3001,4,6,1668533587,1656484428,72796757,CC BY-SA 4.0,https://stackoverflow.com/questions/72796757/ts-node-typeerror-err-unknown-file-extension-unknown-file-extension-ts,ts-node TypeError [ERR_UNKNOWN_FILE_EXTENSION]: Unknown file extension &quot;.ts&quot;,,,,
15,"['javascript', 'laravel', 'typescript', 'websocket', 'laravel-websockets']","{'account_id': 2638585, 'reputation': 23, 'user_id': 2282728, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YKQB4.jpg?s=256&g=1', 'display_name': 'AlexSmirnov', 'link': 'https://stackoverflow.com/users/2282728/alexsmirnov'}",True,171,2,0,1668517406,1656267515,72764130,CC BY-SA 4.0,https://stackoverflow.com/questions/72764130/laravel-echo-not-listening-channels,Laravel Echo not listening channels,72764285.0,1656268119.0,,
