,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason
0,"['javascript', 'visual-studio-2012', 'typescript', 'tsc']","{'account_id': 20104, 'reputation': 8369, 'user_id': 47672, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/47b46981e5313aba6ce771fcbf94da1b?s=256&d=identicon&r=PG', 'display_name': '0x49D1', 'link': 'https://stackoverflow.com/users/47672/0x49d1'}",True,133344,12686232.0,12,61,1669390700,1349162379,1358416488.0,12685995,CC BY-SA 3.0,https://stackoverflow.com/questions/12685995/cant-find-typescript-compiler-command-tsc-is-not-valid,Can&#39;t find Typescript compiler: Command &quot;tsc&quot; is not valid,,,
1,"['javascript', 'compilation', 'typescript']","{'account_id': 4210, 'reputation': 5321, 'user_id': 6254, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/6322dd27f5e8bac6f363ef901ade29f4?s=256&d=identicon&r=PG', 'display_name': 'VoY', 'link': 'https://stackoverflow.com/users/6254/voy'}",True,186042,30148384.0,12,113,1667490100,1349782758,,12799237,CC BY-SA 3.0,https://stackoverflow.com/questions/12799237/how-to-watch-and-compile-all-typescript-sources,How to watch and compile all TypeScript sources?,,,
2,"['types', 'callback', 'typescript']","{'account_id': 412241, 'reputation': 9729, 'user_id': 785210, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a1939c396dab504b3eb6de471ca10afc?s=256&d=identicon&r=PG', 'display_name': 'nikeee', 'link': 'https://stackoverflow.com/users/785210/nikeee'}",True,298179,13137431.0,11,241,1666847419,1351593980,,13137350,CC BY-SA 3.0,https://stackoverflow.com/questions/13137350/defining-typescript-callback-type,Defining TypeScript callback type,,,
3,"['javascript', 'typescript']","{'account_id': 459063, 'reputation': 3793, 'user_id': 859314, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/909892a9a8f332145fc01b6547cd3a3a?s=256&d=identicon&r=PG', 'display_name': 'Alex Objelean', 'link': 'https://stackoverflow.com/users/859314/alex-objelean'}",True,142504,12701445.0,12,60,1666265232,1349115365,1349172152.0,12678716,CC BY-SA 3.0,https://stackoverflow.com/questions/12678716/transforming-typescript-into-javascript,Transforming TypeScript into JavaScript,,,
4,"['visual-studio', 'typescript']","{'account_id': 317048, 'reputation': 7773, 'user_id': 633513, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2cdcb596551c53063b877ebf1227c70c?s=256&d=identicon&r=PG', 'display_name': 'LordZardeck', 'link': 'https://stackoverflow.com/users/633513/lordzardeck'}",True,39662,12687882.0,10,62,1665673557,1349155609,1349167571.0,12684987,CC BY-SA 3.0,https://stackoverflow.com/questions/12684987/create-a-new-typescript-project-in-visual-studio,Create a new TypeScript project in Visual Studio,,,
5,['typescript'],"{'account_id': 1088206, 'reputation': 2182, 'user_id': 1083432, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b45c121c8b6dce36ec72e28900d1e81d?s=256&d=identicon&r=PG', 'display_name': 'Jaap', 'link': 'https://stackoverflow.com/users/1083432/jaap'}",True,151081,13123760.0,2,143,1664780404,1351512881,1581314384.0,13121431,CC BY-SA 4.0,https://stackoverflow.com/questions/13121431/accessing-member-of-base-class,Accessing member of base class,,,
6,['typescript'],"{'account_id': 448125, 'reputation': 6042, 'user_id': 842158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cd7cec1720f610e206d7a509567c862?s=256&d=identicon&r=PG', 'display_name': 'Dace Zarina', 'link': 'https://stackoverflow.com/users/842158/dace-zarina'}",True,554494,12787919.0,14,528,1664506415,1349722711,1560961814.0,12787781,CC BY-SA 4.0,https://stackoverflow.com/questions/12787781/type-definition-in-object-literal-in-typescript,Type definition in object literal in TypeScript,,,
7,['typescript'],"{'account_id': 29974, 'reputation': 27232, 'user_id': 81398, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/af71f16ab6f9b3ea889fd65429734650?s=256&d=identicon&r=PG', 'display_name': 'Bjarke Freund-Hansen', 'link': 'https://stackoverflow.com/users/81398/bjarke-freund-hansen'}",True,434962,12990166.0,17,407,1663945698,1350745665,1583184443.0,12989741,CC BY-SA 4.0,https://stackoverflow.com/questions/12989741/the-property-value-does-not-exist-on-value-of-type-htmlelement,The property &#39;value&#39; does not exist on value of type &#39;HTMLElement&#39;,,,
8,"['typescript', 'minify']","{'account_id': 317048, 'reputation': 7773, 'user_id': 633513, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2cdcb596551c53063b877ebf1227c70c?s=256&d=identicon&r=PG', 'display_name': 'LordZardeck', 'link': 'https://stackoverflow.com/users/633513/lordzardeck'}",True,67303,12682308.0,3,121,1663265645,1349132169,1633738644.0,12682268,CC BY-SA 4.0,https://stackoverflow.com/questions/12682268/is-it-possible-to-compile-typescript-into-minified-code,Is it possible to compile TypeScript into minified code?,,,
9,"['javascript', 'jquery', 'typescript']","{'user_type': 'does_not_exist', 'display_name': 'user1679941'}",True,102029,13106955.0,5,121,1662995944,1351406962,1439456942.0,13106950,CC BY-SA 3.0,https://stackoverflow.com/questions/13106950/set-window-location-with-typescript,Set window.location with TypeScript,,,
