,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
0,"['node.js', 'typescript', 'google-cloud-platform', 'google-api']","{'account_id': 370506, 'reputation': 7811, 'user_id': 718488, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/e7ZPl.jpg?s=256&g=1', 'display_name': 'gae123', 'link': 'https://stackoverflow.com/users/718488/gae123'}",True,2914,2,5,1669139475,1569790417,58159115,CC BY-SA 4.0,https://stackoverflow.com/questions/58159115/error-ts2304-cannot-find-name-long-when-compiling-typescript-with-google-ap,&quot;error TS2304: Cannot find name &#39;Long&#39;&quot; when compiling typescript with google api libraries,,,,
1,['typescript'],"{'account_id': 25045, 'reputation': 16218, 'user_id': 64105, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/7eacf8a1b8d39de3598a2e54d14d2b05?s=256&d=identicon&r=PG', 'display_name': 'asgerhallas', 'link': 'https://stackoverflow.com/users/64105/asgerhallas'}",True,4739,1,11,1669045077,1568811000,57993250,CC BY-SA 4.0,https://stackoverflow.com/questions/57993250/get-function-parameter-names-and-types-in-typescript,Get function parameter names and types in TypeScript,57995936.0,,,
2,"['typescript', 'types', 'module']","{'account_id': 5577567, 'reputation': 2977, 'user_id': 4420543, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/cff56a7d6453ef26835d3cf2e3a83cdb?s=256&d=identicon&r=PG&f=1', 'display_name': 'andras', 'link': 'https://stackoverflow.com/users/4420543/andras'}",False,10400,1,3,1668960260,1569095793,58043647,CC BY-SA 4.0,https://stackoverflow.com/questions/58043647/typescript-cannot-use-namespace-as-a-type,TypeScript: &quot;Cannot use namespace as a type&quot;,,1569100474.0,,
3,"['javascript', 'node.js', 'typescript', 'express', 'cookies']","{'account_id': 6158694, 'reputation': 189, 'user_id': 11784550, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-spdMRDDCKOU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcQa9XVIwx5dRlTR0ftC2d60EvyMg/photo.jpg?sz=256', 'display_name': 'Amirali Amirifar', 'link': 'https://stackoverflow.com/users/11784550/amirali-amirifar'}",True,7454,2,9,1668604701,1567609545,57791209,CC BY-SA 4.0,https://stackoverflow.com/questions/57791209/res-clearcookie-function-doesnt-delete-cookies,res.clearCookie function doesn&#39;t delete cookies,57791488.0,1567615426.0,,
4,"['javascript', 'typescript', 'cypress']","{'account_id': 16674036, 'reputation': 51, 'user_id': 12050913, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2506940568b0cb61b7fd9028fa8850c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vaibhav Mhaskar', 'link': 'https://stackoverflow.com/users/12050913/vaibhav-mhaskar'}",True,11442,5,5,1668022650,1568202470,57888484,CC BY-SA 4.0,https://stackoverflow.com/questions/57888484/how-to-fix-the-error-typeerror-cy-custom-command-is-not-a-function,How to fix the Error &quot;TypeError: cy.[custom command] is not a function&quot;?,,1568217135.0,,
5,"['windows', 'typescript', 'npm', 'pnpm']","{'account_id': 12652038, 'reputation': 11, 'user_id': 9195804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52a88b9353259ac7ac14774e82ee20d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'DJJ375', 'link': 'https://stackoverflow.com/users/9195804/djj375'}",True,1295,2,1,1667941741,1567270436,57739982,CC BY-SA 4.0,https://stackoverflow.com/questions/57739982/how-to-install-pnpm-without-first-installing-npm,how to install pnpm without first installing npm,,,,
6,"['javascript', 'typescript', 'react-native', 'jestjs', 'babeljs']","{'account_id': 24650, 'reputation': 2938, 'user_id': 62837, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/f97d27a8512fa0c79c5bcb45b68361c9?s=256&d=identicon&r=PG', 'display_name': 'Svein Fidjest&#248;l', 'link': 'https://stackoverflow.com/users/62837/svein-fidjest%c3%b8l'}",True,32038,8,45,1667794619,1567660365,57798793,CC BY-SA 4.0,https://stackoverflow.com/questions/57798793/how-do-i-configure-absolute-paths-for-imports-in-typescript-based-react-native-a,How do I configure absolute paths for imports in TypeScript based React Native apps?,57799113.0,1567707919.0,,
7,"['typescript', 'typeorm']","{'account_id': 14054851, 'reputation': 383, 'user_id': 10152524, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-LfriJAKDRAs/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7p5KbuvvA1Y24oTCPRW-CXBkJsc6g/mo/photo.jpg?sz=256', 'display_name': 'Budget', 'link': 'https://stackoverflow.com/users/10152524/budget'}",True,96440,8,38,1667734975,1568122233,57871918,CC BY-SA 4.0,https://stackoverflow.com/questions/57871918/typeorm-how-to-order-by-a-relation-field,TypeORM: How to order by a relation field,57908005.0,1637648416.0,,
8,"['mysql', 'typescript', 'typeorm']","{'account_id': 473033, 'reputation': 16248, 'user_id': 881894, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh6.googleusercontent.com/-PoAJXbkM7UQ/AAAAAAAAAAI/AAAAAAAAAAs/Xi6TKFY8WWw/photo.jpg?sz=256', 'display_name': 'Alexander Kim', 'link': 'https://stackoverflow.com/users/881894/alexander-kim'}",False,3279,1,6,1667486520,1569673528,58146296,CC BY-SA 4.0,https://stackoverflow.com/questions/58146296/typeorm-error-datatypenotsupportederror,TypeORM error - DataTypeNotSupportedError,,,,
9,"['typescript', 'amazon-dynamodb', 'jestjs', 'aws-sdk-nodejs', 'ts-jest']","{'account_id': 2672907, 'reputation': 6146, 'user_id': 2309862, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/8xjCJ.jpg?s=256&g=1', 'display_name': 'vamsiampolu', 'link': 'https://stackoverflow.com/users/2309862/vamsiampolu'}",True,15005,7,7,1667404380,1567708142,57811178,CC BY-SA 4.0,https://stackoverflow.com/questions/57811178/mock-the-constructor-for-aws-dynamodb-documentclient-using-jest,Mock the constructor for AWS.DynamoDB.DocumentClient using jest,,1567793521.0,,
