,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['reactjs', 'typescript', 'forms', 'jestjs', 'react-testing-library']","{'account_id': 15801712, 'reputation': 1067, 'user_id': 11402025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0623971232577218e4a86bcbd7753f00?s=256&d=identicon&r=PG', 'display_name': 'Tanu', 'link': 'https://stackoverflow.com/users/11402025/tanu'}",True,12950,4,27,1669085398,1591362954,1591407400.0,62216232,CC BY-SA 4.0,https://stackoverflow.com/questions/62216232/error-not-implemented-htmlformelement-prototype-submit,Error: Not implemented: HTMLFormElement.prototype.submit,,,
1,"['css', 'angular', 'typescript', 'bootstrap-4', 'ngx-bootstrap']","{'account_id': 10333656, 'reputation': 416, 'user_id': 7622597, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QXYkrUuFVcs/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMn5k4a8sLg64ipubVbVZ-ZorbIMw/mo/photo.jpg?sz=256', 'display_name': 'Nikolai', 'link': 'https://stackoverflow.com/users/7622597/nikolai'}",True,2689,3,3,1669058113,1591010054,1591798105.0,62130902,CC BY-SA 4.0,https://stackoverflow.com/questions/62130902/style-of-accordion-groups-headers-ngx-bootstrap,Style of accordion-groups&#39; headers (ngx-bootstrap)?,62305747.0,,
2,"['node.js', 'typescript']","{'account_id': 4186661, 'reputation': 123, 'user_id': 13695657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d92fa39306b2d336dd22ab34a68fdfe3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matt S', 'link': 'https://stackoverflow.com/users/13695657/matt-s'}",True,5929,1,2,1668766204,1591468199,,62236248,CC BY-SA 4.0,https://stackoverflow.com/questions/62236248/typescript-number-undefined-is-not-assignable-to-parameter-of-type-number,TypeScript: &#39;number | undefined&#39; is not assignable to parameter of type &#39;number&#39;,62237618.0,,
3,"['javascript', 'reactjs', 'typescript', 'react-hooks']","{'account_id': 445424, 'reputation': 961, 'user_id': 837868, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/11f9a1bd83ea7bdcb9f11eac02ec745a?s=256&d=identicon&r=PG', 'display_name': 'Sveta', 'link': 'https://stackoverflow.com/users/837868/sveta'}",True,6044,2,3,1668704418,1591986758,1668704418.0,62350411,CC BY-SA 4.0,https://stackoverflow.com/questions/62350411/how-do-i-type-a-ref-callback-with-usecallback-with-typescript,How do I type a ref callback with useCallback with Typescript?,62350561.0,,
4,"['javascript', 'node.js', 'typescript', 'rest', 'http']","{'account_id': 5827715, 'reputation': 4353, 'user_id': 4593433, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/mXZY7.png?s=256&g=1', 'display_name': 'frankenapps', 'link': 'https://stackoverflow.com/users/4593433/frankenapps'}",True,1543,2,3,1668671549,1593519699,,62657362,CC BY-SA 4.0,https://stackoverflow.com/questions/62657362/send-binary-response-from-uint8array-in-express-js,Send binary response from UInt8Array in Express.js,62657989.0,,
5,"['javascript', 'angular', 'typescript', 'angular8', 'angular9']","{'user_type': 'does_not_exist', 'display_name': 'user12425844'}",True,17889,5,5,1668570410,1591659959,1592329490.0,62272861,CC BY-SA 4.0,https://stackoverflow.com/questions/62272861/angular-date-timezone-global-parameter-setting,Angular: Date Timezone Global parameter setting,62339518.0,,
6,"['typescript', 'react-typescript']","{'account_id': 17255697, 'reputation': 2311, 'user_id': 12494839, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25cd5ad3fbe8bb976d38ac1ad473309d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Krisna', 'link': 'https://stackoverflow.com/users/12494839/krisna'}",True,93097,11,70,1668568237,1592201358,1627911441.0,62382324,CC BY-SA 4.0,https://stackoverflow.com/questions/62382324/react-typescript-this-jsx-tags-children-prop-expects-a-single-child-of-type,"React-Typescript: This JSX tag&#39;s &#39;children&#39; prop expects a single child of type &#39;Element | undefined&#39;, but multiple children were provided",64575947.0,,
7,"['arrays', 'typescript', 'types']","{'account_id': 11826098, 'reputation': 95, 'user_id': 8653959, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/coQvd.jpg?s=256&g=1', 'display_name': 'Ronald Ruzicka', 'link': 'https://stackoverflow.com/users/8653959/ronald-ruzicka'}",True,781,2,2,1668095614,1591944190,,62338886,CC BY-SA 4.0,https://stackoverflow.com/questions/62338886/create-union-of-unique-array-items-from-union-of-types-typescript,Create union of unique array items from union of types (typescript),74388948.0,,
8,"['javascript', 'sql', 'typescript', 'typeorm']","{'account_id': 976822, 'reputation': 12717, 'user_id': 2304170, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/cFWku.jpg?s=256&g=1', 'display_name': 'DarkLite1', 'link': 'https://stackoverflow.com/users/2304170/darklite1'}",True,1893,1,3,1668074378,1591428654,,62228684,CC BY-SA 4.0,https://stackoverflow.com/questions/62228684/typeorm-how-to-write-to-different-databases,typeorm how to write to different databases?,62245268.0,,
9,"['angular', 'typescript']","{'account_id': 3273820, 'reputation': 5920, 'user_id': 2756466, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/4a3e47c2c2ab8b976ba7b37737a285e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'raju', 'link': 'https://stackoverflow.com/users/2756466/raju'}",False,174,2,0,1667801771,1592281563,,62400933,CC BY-SA 4.0,https://stackoverflow.com/questions/62400933/property-index-does-not-exist-on-type-ingredient-angular8,"Property &#39;index&#39; does not exist on type &#39;Ingredient&#39;, angular8",,,
