,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
0,"['node.js', 'typescript']","{'account_id': 2183872, 'reputation': 6443, 'user_id': 1932751, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/b3b294679b1f409495f35fe6e43983c6?s=256&d=identicon&r=PG', 'display_name': 'Lucas Willems', 'link': 'https://stackoverflow.com/users/1932751/lucas-willems'}",True,21766,3,46,1669161873,1574412373,1574413118.0,58990498,CC BY-SA 4.0,https://stackoverflow.com/questions/58990498/new-package-json-exports-field-not-working-with-typescript,New package.json `exports` field not working with TypeScript,,,
1,"['javascript', 'reactjs', 'typescript']","{'account_id': 87808, 'reputation': 2975, 'user_id': 243302, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/05e60dd7d4b3d87162e7661ead00bf36?s=256&d=identicon&r=PG', 'display_name': 'Sammy', 'link': 'https://stackoverflow.com/users/243302/sammy'}",True,60565,3,23,1668803983,1574150004,,58929054,CC BY-SA 4.0,https://stackoverflow.com/questions/58929054/how-do-i-get-the-key-of-a-value-in-a-typescript-record,How do I get the key of a value in a Typescript Record,58929124.0,,
2,"['typescript', 'nestjs', 'class-validator', 'class-transformer']","{'account_id': 13795955, 'reputation': 718, 'user_id': 9957168, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/J84vi.png?s=256&g=1', 'display_name': 'joe_inz', 'link': 'https://stackoverflow.com/users/9957168/joe-inz'}",True,22413,8,11,1668782656,1574756937,,59046629,CC BY-SA 4.0,https://stackoverflow.com/questions/59046629/boolean-parameter-in-request-body-is-always-true-in-nestjs-api,Boolean parameter in request body is always true in NestJS api,,,
3,"['javascript', 'angular', 'typescript', 'redux', 'ngrx']","{'account_id': 1296190, 'reputation': 1289, 'user_id': 1259768, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/b32328e467aa3309a94aa26804a8257b?s=256&d=identicon&r=PG', 'display_name': 'Marium Malik', 'link': 'https://stackoverflow.com/users/1259768/marium-malik'}",False,1925,2,2,1668671440,1573601716,1592644375.0,58828260,CC BY-SA 4.0,https://stackoverflow.com/questions/58828260/type-observablevoid-is-not-assignable-to-type-void-action-observableac,Type &#39;Observable&lt;void&gt;&#39; is not assignable to type &#39;void | Action | Observable&lt;Action&gt;&#39;. when adding an effect,,,
4,"['node.js', 'typescript', 'visual-studio-code', 'mocha.js', 'tsconfig']","{'account_id': 6913252, 'reputation': 371, 'user_id': 5308381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7f9dc5bcbf1594230c426d805995f1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'kmm3', 'link': 'https://stackoverflow.com/users/5308381/kmm3'}",True,2006,2,3,1668614160,1573172597,1573172979.0,58758731,CC BY-SA 4.0,https://stackoverflow.com/questions/58758731/cannot-get-node-or-ts-node-register-to-use-es2020-anymore-flatmap-is-not-a-func,Cannot get node or ts-node/register to use es2020 anymore (flatMap is not a function),58760676.0,,
5,"['typescript', 'cypress']","{'account_id': 4706466, 'reputation': 420, 'user_id': 3808424, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/003d3f7f4e896d4e62d471927169b33d?s=256&d=identicon&r=PG&f=1', 'display_name': 'RajKon', 'link': 'https://stackoverflow.com/users/3808424/rajkon'}",True,10776,3,7,1668606948,1574533434,1578941543.0,59010818,CC BY-SA 4.0,https://stackoverflow.com/questions/59010818/why-do-i-get-error-typeerror-fs-readdir-is-not-a-function-in-cypress,Why do I get error `TypeError: fs.readdir is not a function` in Cypress,59330899.0,,
6,"['javascript', 'html', 'typescript', 'parcel']","{'account_id': 5278912, 'reputation': 2576, 'user_id': 4214922, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/faTXO.jpg?s=256&g=1', 'display_name': 'anonymous-dev', 'link': 'https://stackoverflow.com/users/4214922/anonymous-dev'}",True,4424,2,0,1668284425,1574718240,1574720703.0,59040545,CC BY-SA 4.0,https://stackoverflow.com/questions/59040545/parcel-no-entries-found,Parcel - No entries found,59049460.0,,
7,"['node.js', 'angular', 'typescript']","{'account_id': 1080102, 'reputation': 60693, 'user_id': 1077309, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/yghA4.jpg?s=256&g=1', 'display_name': 'Sampath', 'link': 'https://stackoverflow.com/users/1077309/sampath'}",True,49208,9,14,1668169381,1574085088,1591880340.0,58916119,CC BY-SA 4.0,https://stackoverflow.com/questions/58916119/ineffective-mark-compacts-near-heap-limit-allocation-angular-8-javascript-heap,Ineffective mark-compacts near heap limit Allocation Angular 8 - JavaScript heap out of memory,58916640.0,,
8,"['typescript', 'graphql', 'hasura', 'graphql-codegen']","{'account_id': 14057928, 'reputation': 975, 'user_id': 10154772, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/o4kTs.jpg?s=256&g=1', 'display_name': 'arhnee', 'link': 'https://stackoverflow.com/users/10154772/arhnee'}",True,1418,3,5,1668003326,1575040108,1575041727.0,59107222,CC BY-SA 4.0,https://stackoverflow.com/questions/59107222/how-to-customize-the-type-for-a-graphql-code-generator-produced-field-when-consu,How to customize the type for a graphql-code-generator produced field when consuming a Hasura graphql schema,,,
9,"['typescript', 'plugins', 'powerbi', 'visualization']","{'account_id': 12348852, 'reputation': 19, 'user_id': 9008494, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2eecz.jpg?s=256&g=1', 'display_name': 'Debasish Bhol', 'link': 'https://stackoverflow.com/users/9008494/debasish-bhol'}",False,67,2,-1,1667987594,1573150421,1573151140.0,58754765,CC BY-SA 4.0,https://stackoverflow.com/questions/58754765/does-power-bi-desktop-have-any-developer-option,Does Power BI Desktop have any developer option?,,,
