,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
0,['typescript'],"{'account_id': 17008103, 'reputation': 2058, 'user_id': 12303851, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCDgD7U4rArY4ovHKkpI3DMbjHaD5RD6ZnGOr5o=k-s256', 'display_name': 'Finlay Weber', 'link': 'https://stackoverflow.com/users/12303851/finlay-weber'}",True,23865,59456518.0,3,10,1669193121,1577108634,59456390,CC BY-SA 4.0,https://stackoverflow.com/questions/59456390/using-bigint-in-typescript,Using BigInt in TypeScript,,,
1,"['node.js', 'typescript', 'enums', 'sequelize.js']","{'account_id': 1777881, 'reputation': 1002, 'user_id': 1621297, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cb78a6c75c96be3166f2f39c0a6a8dfb?s=256&d=identicon&r=PG', 'display_name': 'Payerl', 'link': 'https://stackoverflow.com/users/1621297/payerl'}",True,4918,59951121.0,2,1,1669116559,1577481720,59506149,CC BY-SA 4.0,https://stackoverflow.com/questions/59506149/use-enum-with-sequelize-and-typescript,Use ENUM with Sequelize and Typescript,,,
2,"['javascript', 'typescript']","{'account_id': 273943, 'reputation': 21575, 'user_id': 565877, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/529124441fe482b523c6c06690c8f9cf?s=256&d=identicon&r=PG', 'display_name': 'Devin Rhode', 'link': 'https://stackoverflow.com/users/565877/devin-rhode'}",False,503,,1,7,1668893956,1577487902,59506821,CC BY-SA 4.0,https://stackoverflow.com/questions/59506821/starter-tsconfig-json-that-is-the-most-laxed-loose-for-pure-javascript-projects,Starter tsconfig.json that is the most laxed/loose for pure javascript projects not using typescript?,1577575719.0,,
3,"['typescript', 'webpack', 'circular-dependency', 'code-splitting', 'tree-shaking']","{'account_id': 53147, 'reputation': 2601, 'user_id': 158851, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6085cc651e0f9f422ec8bb29dcac5d4e?s=256&d=identicon&r=PG', 'display_name': 'geeko', 'link': 'https://stackoverflow.com/users/158851/geeko'}",False,1282,,1,5,1668705637,1576310181,59333328,CC BY-SA 4.0,https://stackoverflow.com/questions/59333328/what-is-the-impact-of-importing-from-typescript-barrel-index-files-on-webpack-v4,What is the impact of importing from TypeScript barrel index files on Webpack v4 code-spliting / tree-shaking?,1576312171.0,,
4,"['angular', 'typescript', 'angular-material']","{'account_id': 1203030, 'reputation': 4958, 'user_id': 1173307, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/661da69d4d513e5b58a94d670a136f5f?s=256&d=identicon&r=PG', 'display_name': 'pantonis', 'link': 'https://stackoverflow.com/users/1173307/pantonis'}",False,8139,,2,3,1668344850,1576833623,59422674,CC BY-SA 4.0,https://stackoverflow.com/questions/59422674/angular-material-table-footer-totals,Angular material table footer totals,,,
5,"['javascript', 'reactjs', 'typescript', 'material-ui', 'create-react-app']","{'account_id': 2166986, 'reputation': 177, 'user_id': 1919906, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/efaa25dd484b36f07c65a4766d2287a5?s=256&d=identicon&r=PG', 'display_name': 'TheMissingNTLDR', 'link': 'https://stackoverflow.com/users/1919906/themissingntldr'}",True,22748,70015052.0,7,14,1668206788,1576536963,59365396,CC BY-SA 4.0,https://stackoverflow.com/questions/59365396/how-to-use-material-ui-custom-theme-in-react-with-typescript,How to use Material UI custom theme in React with Typescript,1659087961.0,,
6,"['angular', 'typescript', 'mask']","{'account_id': 15923441, 'reputation': 296, 'user_id': 11522066, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZdspX.jpg?s=256&g=1', 'display_name': 'Betini O. Heleno', 'link': 'https://stackoverflow.com/users/11522066/betini-o-heleno'}",False,806,,2,2,1668082635,1575487051,59183244,CC BY-SA 4.0,https://stackoverflow.com/questions/59183244/behavior-mask-angular8-in-ngx-mask,behavior mask angular8 in ngx-mask,,,
7,"['typescript', 'react-native', 'typescript-generics']","{'account_id': 3328925, 'reputation': 705, 'user_id': 2798276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db8889ac5260040ff8ac99e03be1afb7?s=256&d=identicon&r=PG', 'display_name': 'smigfu', 'link': 'https://stackoverflow.com/users/2798276/smigfu'}",False,420,,1,2,1668013991,1577634275,59520846,CC BY-SA 4.0,https://stackoverflow.com/questions/59520846/react-native-wrapping-a-typed-class-into-functional-component-for-styling,React-Native wrapping a typed class into functional component for styling,,,
8,"['typescript', 'vue.js', 'vuejs2', 'vue-router']","{'account_id': 197420, 'reputation': 1145, 'user_id': 441491, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/5e63112b57268e37b8a393a68f708445?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marqueone', 'link': 'https://stackoverflow.com/users/441491/marqueone'}",False,7631,,1,7,1667941320,1575913158,59253962,CC BY-SA 4.0,https://stackoverflow.com/questions/59253962/no-overload-matches-this-call-when-trying-to-use-vue-router-with-typescript,&quot;No overload matches this call&quot; when trying to use vue-router with typescript,1579399375.0,,
9,"['reactjs', 'typescript']","{'account_id': 14444130, 'reputation': 5860, 'user_id': 10433835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584735072160572/picture?type=large', 'display_name': 'anny123', 'link': 'https://stackoverflow.com/users/10433835/anny123'}",True,8493,,3,6,1667694092,1577104417,59455464,CC BY-SA 4.0,https://stackoverflow.com/questions/59455464/type-src-string-is-not-assignable-to-type-svgpropssvgimageelement,Type &#39;{ src: String; }&#39; is not assignable to type &#39;SVGProps&lt;SVGImageElement&gt;,,,
