,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['reactjs', 'typescript', 'webpack', 'openlayers']","{'account_id': 15965046, 'reputation': 21, 'user_id': 11520966, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-X3tSSH1a0WA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdV8dnvBcxoS6Jg2YnQ2vvCfQ7R4w/mo/photo.jpg?sz=256', 'display_name': 'DongHo Kim', 'link': 'https://stackoverflow.com/users/11520966/dongho-kim'}",False,1212,1,0,1669123980,1603965680,1603968283.0,64588810,CC BY-SA 4.0,https://stackoverflow.com/questions/64588810/module-not-found-error-cant-resolve-openlayers-in-typescript,Module not found: Error: Can&#39;t resolve &#39;openlayers&#39; in typescript,,,,
1,"['typescript', 'nestjs', 'class-validator', 'class-transformer']","{'account_id': 1782562, 'reputation': 215, 'user_id': 1624899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/074b6b4f4a17982add6ce7f3688e93eb?s=256&d=identicon&r=PG', 'display_name': 'pango89', 'link': 'https://stackoverflow.com/users/1624899/pango89'}",True,9047,2,5,1669047225,1603433557,1614606753.0,64494797,CC BY-SA 4.0,https://stackoverflow.com/questions/64494797/class-transformer-not-converting-to-array-of-numbers,Class transformer not converting to array of numbers,64504901.0,,,
2,"['angular', 'typescript', 'warnings', 'backend', 'nestjs']","{'user_type': 'does_not_exist', 'display_name': 'user13844259'}",True,2303,4,-1,1668852156,1602614170,1602641879.0,64341200,CC BY-SA 4.0,https://stackoverflow.com/questions/64341200/how-to-fix-unhandled-promise-rejection-warning-in-nestjs,How to fix unhandled promise rejection warning in NestJS,64352188.0,,,
3,"['node.js', 'reactjs', 'typescript', 'apollo']","{'account_id': 11040603, 'reputation': 5153, 'user_id': 8108684, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QpHXt.png?s=256&g=1', 'display_name': 'Ericgit', 'link': 'https://stackoverflow.com/users/8108684/ericgit'}",True,800,2,2,1668764550,1602748610,,64367184,CC BY-SA 4.0,https://stackoverflow.com/questions/64367184/apollo-uselazyquery-bypass-cache,apollo useLazyQuery bypass cache,64368693.0,,,
4,"['angular', 'typescript', 'npm', 'angular9']","{'account_id': 2168218, 'reputation': 7033, 'user_id': 1920827, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/d4d1b740f57139b7bfd1eef2c993b4e0?s=256&d=identicon&r=PG', 'display_name': 'Pearl', 'link': 'https://stackoverflow.com/users/1920827/pearl'}",True,988120,29,570,1668711915,1603889211,1660210123.0,64573177,CC BY-SA 4.0,https://stackoverflow.com/questions/64573177/unable-to-resolve-dependency-tree-error-when-installing-npm-packages,Unable to resolve dependency tree error when installing npm packages,64615583.0,1631373688.0,,
5,"['typescript', 'visual-studio-code']","{'account_id': 111378, 'reputation': 7679, 'user_id': 294260, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/92ba886b03a595085d0410bf2546854c?s=256&d=identicon&r=PG', 'display_name': 'GN.', 'link': 'https://stackoverflow.com/users/294260/gn'}",True,20132,2,55,1668501908,1603238378,,64454845,CC BY-SA 4.0,https://stackoverflow.com/questions/64454845/where-is-vscodes-restart-ts-server,Where is VSCode&#39;s &quot;Restart TS server&quot;?,,,,
6,"['javascript', 'typescript', 'types']","{'account_id': 11031144, 'reputation': 747, 'user_id': 8102492, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ubvlc.jpg?s=256&g=1', 'display_name': 'Jibin Thomas', 'link': 'https://stackoverflow.com/users/8102492/jibin-thomas'}",True,6139,2,8,1668464452,1603368753,1603476140.0,64481968,CC BY-SA 4.0,https://stackoverflow.com/questions/64481968/partial-keys-of-union-type-as-key-of-an-object-in-typescript,Partial keys of union type as key of an object in typescript,64482301.0,,,
7,"['typescript', 'graphql', 'apollo-client']","{'account_id': 13636333, 'reputation': 4765, 'user_id': 9837259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a49b32d19ef111a744aa6aee5cb5bf35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Magofoco', 'link': 'https://stackoverflow.com/users/9837259/magofoco'}",False,530,1,2,1668055963,1602170005,,64265563,CC BY-SA 4.0,https://stackoverflow.com/questions/64265563/skip-a-mutation-if-one-variable-is-undefined,Skip a mutation if one variable is undefined,,,,
8,"['javascript', 'arrays', 'reactjs', 'typescript', 'merge']","{'account_id': 19769888, 'reputation': 23, 'user_id': 14477070, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93970cdae6f9dcb7a54b2e91c2da2f8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/14477070/max'}",True,140,1,2,1667853722,1603099010,1667853722.0,64424408,CC BY-SA 4.0,https://stackoverflow.com/questions/64424408/how-to-correctly-merge-two-arrays-of-objects,How to correctly merge two arrays of objects?,64427184.0,,,
9,"['typescript', 'typescript-typings', 'typescript4.0']","{'account_id': 15368189, 'reputation': 904, 'user_id': 11087018, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pSKiK.png?s=256&g=1', 'display_name': 'David Shortman', 'link': 'https://stackoverflow.com/users/11087018/david-shortman'}",True,669,2,2,1667501018,1603588836,1667501018.0,64519489,CC BY-SA 4.0,https://stackoverflow.com/questions/64519489/is-typescript-4-0-capable-of-functions-using-mapped-variadic-tuple-types,Is Typescript 4.0+ capable of functions using mapped variadic tuple types?,64519674.0,,,
10,"['reactjs', 'typescript', 'react-grid-layout']","{'account_id': 7321498, 'reputation': 698, 'user_id': 5577386, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0291b7c6b3bac6db3bc83953a50765ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shaun Barney', 'link': 'https://stackoverflow.com/users/5577386/shaun-barney'}",False,267,0,1,1667399953,1603970158,1603970609.0,64590025,CC BY-SA 4.0,https://stackoverflow.com/questions/64590025/react-grid-layout-not-redrawing-when-sidebar-opens,React grid layout not redrawing when sidebar opens,,,,
11,"['database', 'typescript', 'orm', 'typeorm']","{'account_id': 7967671, 'reputation': 462, 'user_id': 6013442, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oo47N.jpg?s=256&g=1', 'display_name': 'Dev AKS', 'link': 'https://stackoverflow.com/users/6013442/dev-aks'}",True,22433,3,8,1667386043,1602152767,1602156497.0,64260584,CC BY-SA 4.0,https://stackoverflow.com/questions/64260584/how-to-select-only-single-multiple-fields-from-joined-entity-in-typeorm,How to select only single/multiple fields from joined entity in Typeorm,64267053.0,,,
12,"['typescript', 'vue.js', 'string-interpolation', 'vuejs3']","{'account_id': 8938817, 'reputation': 99, 'user_id': 6668694, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fabf7d881cb455b521f98a936c614af?s=256&d=identicon&r=PG&f=1', 'display_name': 'mastodilu', 'link': 'https://stackoverflow.com/users/6668694/mastodilu'}",True,3604,2,2,1667320113,1603892427,,64574083,CC BY-SA 4.0,https://stackoverflow.com/questions/64574083/set-custom-delimiters-in-vue-js-3,set custom delimiters in Vue.js 3,,,,
13,"['node.js', 'typescript', 'async-await', 'top-level-await']","{'account_id': 7862124, 'reputation': 527, 'user_id': 5942168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4d4393b6fb898177d0699cb51eabf5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heitx', 'link': 'https://stackoverflow.com/users/5942168/heitx'}",True,14392,2,38,1667056307,1604068759,1630043062.0,64610476,CC BY-SA 4.0,https://stackoverflow.com/questions/64610476/nodejs-typescript-ts-node-dev-top-level-await,"Nodejs, TypeScript, ts-node-dev &amp; top-level await",65257652.0,,,
14,"['node.js', 'angular', 'typescript', 'ionic-framework']","{'account_id': 17491067, 'reputation': 33, 'user_id': 12683223, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oJIm0.jpg?s=256&g=1', 'display_name': 'silasmartin', 'link': 'https://stackoverflow.com/users/12683223/silasmartin'}",True,421,2,2,1666851322,1602442152,,64307833,CC BY-SA 4.0,https://stackoverflow.com/questions/64307833/error-ionic-serve-does-eject-unhandled-exeption-ngcc-failed,ERROR Ionic serve does eject unhandled exeption: NGCC failed,64545051.0,,,
15,"['reactjs', 'typescript', 'file-upload', 'use-state']","{'account_id': 6272430, 'reputation': 568, 'user_id': 4876257, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://lh6.googleusercontent.com/-dRSfiQaOUS8/AAAAAAAAAAI/AAAAAAAAAyY/F2yeX4kS1Nk/photo.jpg?sz=256', 'display_name': 'MattoMK', 'link': 'https://stackoverflow.com/users/4876257/mattomk'}",True,34836,2,14,1666774079,1603390189,,64488160,CC BY-SA 4.0,https://stackoverflow.com/questions/64488160/typescript-and-react-with-file-upload-typing,Typescript and React with File Upload (typing),64493177.0,,,
16,"['javascript', 'reactjs', 'typescript', 'formik']","{'account_id': 19358994, 'reputation': 81, 'user_id': 14154636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d83f5d296919f35e4d3a3c09a8cc3dbf?s=256&d=identicon&r=PG&f=1', 'display_name': 'D. Campbell', 'link': 'https://stackoverflow.com/users/14154636/d-campbell'}",False,2888,1,4,1666629365,1601521793,,64148530,CC BY-SA 4.0,https://stackoverflow.com/questions/64148530/handlesubmit-with-formik-using-typescript,handleSubmit with Formik using TypeScript,,,,
17,"['typescript', 'unit-testing', 'jestjs', 'ts-jest']","{'account_id': 2583879, 'reputation': 3, 'user_id': 2240011, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d7d7747e3d3e659b24fd8f6dad7c5b3?s=256&d=identicon&r=PG', 'display_name': 'qayyuum', 'link': 'https://stackoverflow.com/users/2240011/qayyuum'}",True,701,2,0,1666535811,1603938611,1604039383.0,64584113,CC BY-SA 4.0,https://stackoverflow.com/questions/64584113/ts-jest-import-mockedobject-type,ts-jest: Import MockedObject type,64584414.0,,,
