,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
0,"['html', 'typescript', 'types', 'html5-canvas', 'static-typing']","{'account_id': 232631, 'reputation': 25070, 'user_id': 497600, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9d2bd51b0d7a3e483cb42919119d2e8d?s=256&d=identicon&r=PG', 'display_name': 'lhk', 'link': 'https://stackoverflow.com/users/497600/lhk'}",True,90431,13671174.0,8,116,1669007583,1354452397,1669007583.0,13669404,CC BY-SA 4.0,https://stackoverflow.com/questions/13669404/typescript-problems-with-type-system,TypeScript: problems with type system,,
1,['typescript'],"{'account_id': 1130175, 'reputation': 7711, 'user_id': 1116467, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/4179283cf6ac21e80b6e99f1afc9d968?s=256&d=identicon&r=PG', 'display_name': 'Rajagopal 웃', 'link': 'https://stackoverflow.com/users/1116467/rajagopal-%ec%9b%83'}",True,200765,13955591.0,20,212,1666387013,1355929362,,13955157,CC BY-SA 3.0,https://stackoverflow.com/questions/13955157/how-to-define-static-property-in-typescript-interface,How to define static property in TypeScript interface,,
2,"['arrays', 'typescript']","{'account_id': 2162182, 'reputation': 25635, 'user_id': 1916110, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/JIchm.jpg?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/1916110/tom'}",True,257181,14087657.0,6,100,1646315747,1356830719,1632233683.0,14087489,CC BY-SA 4.0,https://stackoverflow.com/questions/14087489/typescript-and-array-reduce-function,TypeScript and array reduce function,,
3,"['c#', 'javascript', 'ienumerable', 'typescript']","{'account_id': 1384069, 'reputation': 1310, 'user_id': 1316465, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f211ce1ca0a29ab1007bc2a5fc73e175?s=256&d=identicon&r=PG', 'display_name': 'thed0ctor', 'link': 'https://stackoverflow.com/users/1316465/thed0ctor'}",True,10969,13663955.0,5,6,1620237799,1354396383,1495542369.0,13663792,CC BY-SA 3.0,https://stackoverflow.com/questions/13663792/implementing-ienumerable-in-javascript-typescript,Implementing IEnumerable in JavaScript / TypeScript,,
4,"['mongoose', 'typescript']","{'account_id': 101861, 'reputation': 9364, 'user_id': 273764, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6175206212bde7187fae1dc1bdfd0e5d?s=256&d=identicon&r=PG', 'display_name': 'Morten Mertner', 'link': 'https://stackoverflow.com/users/273764/morten-mertner'}",True,3567,,2,9,1602430525,1355955976,1367943994.0,13962292,CC BY-SA 3.0,https://stackoverflow.com/questions/13962292/generate-mongoose-schemas-from-typescript-interfaces,Generate Mongoose schemas from TypeScript interfaces?,,
5,"['javascript', 'jquery', 'lambda', 'typescript', 'arrow-functions']","{'account_id': 2140693, 'reputation': 71, 'user_id': 1899398, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cea6f8af7aad4f7c83e8dc06e08a0e40?s=256&d=identicon&r=PG', 'display_name': 'Robert', 'link': 'https://stackoverflow.com/users/1899398/robert'}",True,6395,,2,7,1595425366,1355356051,1429520934.0,13850689,CC BY-SA 3.0,https://stackoverflow.com/questions/13850689/using-arrow-functions-in-typescript-how-to-make-them-class-methods,Using arrow functions in TypeScript: how to make them class methods?,,
6,"['javascript', 'node.js', 'web', 'socket.io', 'typescript']","{'account_id': 232631, 'reputation': 25070, 'user_id': 497600, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9d2bd51b0d7a3e483cb42919119d2e8d?s=256&d=identicon&r=PG', 'display_name': 'lhk', 'link': 'https://stackoverflow.com/users/497600/lhk'}",True,43822,42222758.0,4,11,1594830974,1356803742,1396207382.0,14084406,CC BY-SA 3.0,https://stackoverflow.com/questions/14084406/typescript-and-socket-io,TypeScript and Socket.io,,
7,['typescript'],"{'account_id': 1412806, 'reputation': 6950, 'user_id': 1339087, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/98CKO.png?s=256&g=1', 'display_name': 'Nikos', 'link': 'https://stackoverflow.com/users/1339087/nikos'}",True,58256,13822619.0,3,25,1593097291,1355224956,,13819302,CC BY-SA 3.0,https://stackoverflow.com/questions/13819302/typescript-global-variables,Typescript global variables,,
8,"['obfuscation', 'typescript']","{'account_id': 438522, 'reputation': 1203, 'user_id': 826840, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f328a56539f99bb39de7103cfca3661d?s=256&d=identicon&r=PG&f=1', 'display_name': 'user826840', 'link': 'https://stackoverflow.com/users/826840/user826840'}",True,14356,,3,22,1580414709,1356960875,1520499179.0,14102242,CC BY-SA 3.0,https://stackoverflow.com/questions/14102242/typescript-obfuscation,TypeScript Obfuscation,,
9,"['javascript', 'dependency-injection', 'closures', 'typescript', 'inferred-type']","{'account_id': 37001, 'reputation': 15597, 'user_id': 105678, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/859da59b3e4097fa659aabb55412de10?s=256&d=identicon&r=PG', 'display_name': 'Sean Clark Hess', 'link': 'https://stackoverflow.com/users/105678/sean-clark-hess'}",True,4183,13769789.0,2,6,1576961014,1354908120,1495541825.0,13769659,CC BY-SA 3.0,https://stackoverflow.com/questions/13769659/reference-an-inferred-type-in-typescript,Reference an inferred type in TypeScript,,
