,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
0,"['reactjs', 'typescript', 'enums']","{'account_id': 17706412, 'reputation': 585, 'user_id': 12854870, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf85dddd5eb91d53ed1005422684ace5?s=256&d=identicon&r=PG&f=1', 'display_name': 'lomine', 'link': 'https://stackoverflow.com/users/12854870/lomine'}",False,650,1,2,1669095348,1598609352,63631722,CC BY-SA 4.0,https://stackoverflow.com/questions/63631722/react-typescript-access-enum-value-with-variable,React Typescript access enum value with variable,,,,
1,"['javascript', 'typescript', 'dom', 'types', 'inputevent']","{'account_id': 12496006, 'reputation': 3751, 'user_id': 9095988, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yyfWH.jpg?s=256&g=1', 'display_name': 'Krzysztof Kaczyński', 'link': 'https://stackoverflow.com/users/9095988/krzysztof-kaczy%c5%84ski'}",True,252,1,3,1669015401,1596661775,63273548,CC BY-SA 4.0,https://stackoverflow.com/questions/63273548/why-input-event-has-event-type-of-event-instead-of-inputevent,Why &#39;input&#39; event has `Event` type of event instead of `InputEvent`,63279036.0,1669015401.0,,
2,"['reactjs', 'typescript']","{'account_id': 18999594, 'reputation': 387, 'user_id': 13867257, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04bac37a3feffe7ea8a21635e8bc504c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinny', 'link': 'https://stackoverflow.com/users/13867257/vinny'}",True,30799,2,27,1668985180,1596562210,63252161,CC BY-SA 4.0,https://stackoverflow.com/questions/63252161/ts2322-property-children-does-not-exist-on-type-intrinsic-attributes-and-prop,ts(2322) Property children does not exist on type &#39;Intrinsic attributes and Props&#39;,63252907.0,,,
3,"['angular', 'typescript', 'angular10']","{'account_id': 6991278, 'reputation': 1534, 'user_id': 5360463, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Wze0H.jpg?s=256&g=1', 'display_name': 'behroozbc', 'link': 'https://stackoverflow.com/users/5360463/behroozbc'}",True,79080,8,107,1668783887,1598533022,63616486,CC BY-SA 4.0,https://stackoverflow.com/questions/63616486/property-replaceall-does-not-exist-on-type-string,Property &#39;replaceAll&#39; does not exist on type &#39;string&#39;,67227887.0,1618753817.0,,
4,"['javascript', 'typescript', 'npm', 'build', 'parceljs']","{'account_id': 1005471, 'reputation': 1377, 'user_id': 1019366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7facc38b253d59758c098aec6f9d75a6?s=256&d=identicon&r=PG', 'display_name': 'Kazuki', 'link': 'https://stackoverflow.com/users/1019366/kazuki'}",False,845,2,2,1668694376,1598066605,63532264,CC BY-SA 4.0,https://stackoverflow.com/questions/63532264/parcel-add-content-hash-to-html,Parcel: add content hash to html,,1598854139.0,,
5,"['javascript', 'reactjs', 'typescript', 'jestjs', 'enzyme']","{'account_id': 17757330, 'reputation': 155, 'user_id': 12894118, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hbTlK.png?s=256&g=1', 'display_name': 'Royal Rat', 'link': 'https://stackoverflow.com/users/12894118/royal-rat'}",False,2298,1,15,1668614921,1597354446,63403525,CC BY-SA 4.0,https://stackoverflow.com/questions/63403525/how-to-mock-a-react-mouseevent-mouseevent-onclick-event,"How to mock a React.MouseEvent&lt;{}, MouseEvent&gt; onClick event?",,,,
6,"['typescript', 'devtools', 'vuejs3']","{'account_id': 17229371, 'reputation': 141, 'user_id': 12474313, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-8_eEkQk9onU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf8MJnlDgseD_k8EN8lXtGw2p0a7Q/photo.jpg?sz=256', 'display_name': 'Stefaan Vandevelde', 'link': 'https://stackoverflow.com/users/12474313/stefaan-vandevelde'}",True,24924,5,5,1668112111,1598596545,63628677,CC BY-SA 4.0,https://stackoverflow.com/questions/63628677/how-to-enable-devtools-in-vue-3-with-typescipt-in-development-mode,How to enable devtools in vue 3 with typescipt in development mode,,,,
7,"['node.js', 'typescript', 'react-native', 'node-modules', 'typescript-typings']","{'account_id': 4931504, 'reputation': 63, 'user_id': 3971141, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'varun naagaraj', 'link': 'https://stackoverflow.com/users/3971141/varun-naagaraj'}",True,7790,2,5,1668027206,1597259485,63383304,CC BY-SA 4.0,https://stackoverflow.com/questions/63383304/unable-to-resolve-module-perf-hooks,Unable to resolve module `perf_hooks`,,,,
8,"['javascript', 'typescript', 'emoji']","{'account_id': 14444130, 'reputation': 5860, 'user_id': 10433835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584735072160572/picture?type=large', 'display_name': 'anny123', 'link': 'https://stackoverflow.com/users/10433835/anny123'}",False,604,2,0,1667958702,1598520433,63613040,CC BY-SA 4.0,https://stackoverflow.com/questions/63613040/create-a-custom-unsupported-emoji,Create a custom unsupported emoji,,,,
9,"['typescript', 'vue.js']","{'account_id': 3322011, 'reputation': 2347, 'user_id': 9263418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IOML3.jpg?s=256&g=1', 'display_name': 'Anonymous Creator', 'link': 'https://stackoverflow.com/users/9263418/anonymous-creator'}",True,1273,1,3,1667891181,1598090873,63534946,CC BY-SA 4.0,https://stackoverflow.com/questions/63534946/this-condition-will-always-return-false-since-the-types-0-and-2-have-no-ov,This condition will always return &#39;false&#39; since the types &#39;0&#39; and &#39;2&#39; have no overlap,63535072.0,1598091405.0,,
