,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['angular', 'typescript', 'rxjs', 'angular-httpclient']","{'account_id': 8826923, 'reputation': 894, 'user_id': 6594887, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/aa3ec981574cd8d382831e02ba23f9e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'daniel8x', 'link': 'https://stackoverflow.com/users/6594887/daniel8x'}",False,18855,1,9,1669183445,1579024287,1579025777.0,59739254,CC BY-SA 4.0,https://stackoverflow.com/questions/59739254/angular-http-failure-response-for-0-unknown-error-problem-again,Angular &quot;Http failure response for... 0 Unknown Error&quot; problem again,,,,
1,"['javascript', 'html', 'css', 'typescript']","{'account_id': 15794942, 'reputation': 3224, 'user_id': 11397070, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZvsX6QPbv40/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfTpb79ZM_-uLtDAEQM-Fq8R-Xokw/mo/photo.jpg?sz=256', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/11397070/tom'}",False,464,1,1,1668823902,1578845177,,59705634,CC BY-SA 4.0,https://stackoverflow.com/questions/59705634/match-media-to-detect-preferred-color-scheme-isnt-working-for-safari,Match media to detect preferred color scheme isn&#39;t working for Safari,,,,
2,"['javascript', 'node.js', 'json', 'typescript', 'date']","{'account_id': 14159777, 'reputation': 25, 'user_id': 10229408, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3c9aa480e2f4c7fc7fa49d050e9a7d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eduardo H.', 'link': 'https://stackoverflow.com/users/10229408/eduardo-h'}",True,2612,3,0,1668623932,1578807388,1578830668.0,59701260,CC BY-SA 4.0,https://stackoverflow.com/questions/59701260/getting-wrong-date-in-node-js,Getting wrong date in Node.js,64127335.0,,,
3,"['angular', 'typescript', 'keycloak']","{'account_id': 6070104, 'reputation': 1563, 'user_id': 4739210, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/100004607761385/picture?type=large', 'display_name': 'Aymen Kanzari', 'link': 'https://stackoverflow.com/users/4739210/aymen-kanzari'}",True,2012,1,0,1668517510,1580402647,,59990658,CC BY-SA 4.0,https://stackoverflow.com/questions/59990658/refresh-token-keycloak-js,refresh token keycloak js,,,,
4,"['typescript', 'visual-studio-code']","{'account_id': 15423123, 'reputation': 49, 'user_id': 11126642, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d29e33c620fff209a347bed87ddff8fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'highway__61', 'link': 'https://stackoverflow.com/users/11126642/highway-61'}",False,340,3,0,1668023463,1579197864,1579199483.0,59775452,CC BY-SA 4.0,https://stackoverflow.com/questions/59775452/vs-code-cant-associate-ts-file-with-typescript,VS Code - Can&#39;t associate .ts file with TypeScript,,,,
5,"['typescript', 'rest', 'api', 'fetch', 'jsonplaceholder']","{'account_id': 15475133, 'reputation': 3518, 'user_id': 11163977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e3a68a5b36f8dfba944423900d74a23?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tanzeel', 'link': 'https://stackoverflow.com/users/11163977/tanzeel'}",False,387,1,0,1667859956,1578289364,,59607199,CC BY-SA 4.0,https://stackoverflow.com/questions/59607199/why-im-getting-prototype-object-with-every-api-call,Why I&#39;m getting &lt;prototype&gt; object with every api call,,,,
6,"['typescript', 'abstract-syntax-tree']","{'account_id': 8385825, 'reputation': 3337, 'user_id': 6296268, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/cd720f77983479c30cb7a821b5739efa?s=256&d=identicon&r=PG&f=1', 'display_name': 'revy', 'link': 'https://stackoverflow.com/users/6296268/revy'}",True,605,2,2,1667057177,1578740873,,59693819,CC BY-SA 4.0,https://stackoverflow.com/questions/59693819/generate-import-statement-programmatically-using-typescript-compiler-api,Generate import statement programmatically using typescript compiler API,59694089.0,,,
7,"['javascript', 'node.js', 'reactjs', 'typescript', 'create-react-app']","{'account_id': 11278780, 'reputation': 498, 'user_id': 9655481, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pbR8G.jpg?s=256&g=1', 'display_name': 'Splines', 'link': 'https://stackoverflow.com/users/9655481/splines'}",True,14930,3,29,1666721902,1578010601,,59571680,CC BY-SA 4.0,https://stackoverflow.com/questions/59571680/react-backend-project-structure-when-sharing-code,React + backend - project structure when sharing code,,,,
8,"['javascript', 'reactjs', 'typescript', 'ckeditor']","{'account_id': 1164600, 'reputation': 5273, 'user_id': 1143482, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/zBqdL.png?s=256&g=1', 'display_name': 'jpganz18', 'link': 'https://stackoverflow.com/users/1143482/jpganz18'}",True,7045,6,6,1666617262,1578431123,,59636065,CC BY-SA 4.0,https://stackoverflow.com/questions/59636065/how-to-find-declaration-for-my-typescript-react-module,How to find declaration for my typescript/react module?,59636118.0,,,
9,"['mysql', 'typescript', 'typeorm']","{'account_id': 12817493, 'reputation': 51, 'user_id': 9273673, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd30381ed2c99a6627d79c5ec7140744?s=256&d=identicon&r=PG&f=1', 'display_name': 'Drew', 'link': 'https://stackoverflow.com/users/9273673/drew'}",False,7647,2,0,1666296305,1579896127,,59902988,CC BY-SA 4.0,https://stackoverflow.com/questions/59902988/how-do-i-set-up-a-onetomany-relationship-in-typeorm,How do I set up a OneToMany relationship in typeorm?,,,,
10,"['reactjs', 'typescript', 'docker', 'react-router']","{'account_id': 14509014, 'reputation': 1372, 'user_id': 10479984, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/emEZT.jpg?s=256&g=1', 'display_name': 'peter', 'link': 'https://stackoverflow.com/users/10479984/peter'}",True,39612,8,15,1666234158,1579095216,1579189734.0,59752515,CC BY-SA 4.0,https://stackoverflow.com/questions/59752515/react-typescript-add-location-state-to-react-router-component,React Typescript: add location state to react router component,59770505.0,,,
11,"['node.js', 'typescript', 'validation', 'yup']","{'account_id': 16563191, 'reputation': 535, 'user_id': 11968594, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AwONH.png?s=256&g=1', 'display_name': 'PayamB.', 'link': 'https://stackoverflow.com/users/11968594/payamb'}",True,22005,2,22,1665992429,1579591647,1579593701.0,59836052,CC BY-SA 4.0,https://stackoverflow.com/questions/59836052/how-to-validate-enums-in-yup,How to validate enums in yup,,,,
12,"['angular', 'typescript', 'router', 'angular8']","{'account_id': 1656397, 'reputation': 33717, 'user_id': 1525840, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e1d7083d88bd7d8eedea825a941dae57?s=256&d=identicon&r=PG', 'display_name': 'Konrad Viltersten', 'link': 'https://stackoverflow.com/users/1525840/konrad-viltersten'}",True,56103,8,7,1665664011,1577880561,1577952865.0,59552387,CC BY-SA 4.0,https://stackoverflow.com/questions/59552387/how-to-reload-a-page-in-angular-8-the-proper-way,How to reload a page in Angular 8 the proper way,59552712.0,,,
13,"['typescript', 'docker', 'docker-compose', 'nestjs']","{'account_id': 1865595, 'reputation': 1541, 'user_id': 1689262, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PdyY3.jpg?s=256&g=1', 'display_name': 'coler-j', 'link': 'https://stackoverflow.com/users/1689262/coler-j'}",True,1835,1,4,1665299887,1579639015,1579643046.0,59848877,CC BY-SA 4.0,https://stackoverflow.com/questions/59848877/typescript-and-docker-slow-compilation,Typescript and Docker Slow Compilation,,,,
14,"['typescript', 'class', 'private', 'encapsulation', 'class-fields']","{'account_id': 116797, 'reputation': 52616, 'user_id': 306149, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/99b44e3cb23b76ce97baac83f20c6c86?s=256&d=identicon&r=PG', 'display_name': 'Matt Bierner', 'link': 'https://stackoverflow.com/users/306149/matt-bierner'}",True,15815,2,77,1664862342,1578470038,1623328897.0,59641564,CC BY-SA 4.0,https://stackoverflow.com/questions/59641564/what-are-the-differences-between-the-private-keyword-and-private-fields-in-types,What are the differences between the private keyword and private fields in TypeScript?,59641565.0,,,
15,"['node.js', 'typescript']","{'account_id': 49687, 'reputation': 21318, 'user_id': 148072, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3ac3e3354a1d2bf23a98640022f66c33?s=256&d=identicon&r=PG', 'display_name': 'Linus Unneb&#228;ck', 'link': 'https://stackoverflow.com/users/148072/linus-unneb%c3%a4ck'}",True,39858,3,90,1664697566,1579264928,,59787574,CC BY-SA 4.0,https://stackoverflow.com/questions/59787574/typescript-tsconfig-settings-for-node-js-12,TypeScript tsconfig settings for Node.js 12?,59787575.0,,,
16,"['typescript', 'angular8', 'ngrx-store', 'ngrx-effects', 'rxjs-observables']","{'account_id': 3511170, 'reputation': 874, 'user_id': 2935450, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ajcm4.jpg?s=256&g=1', 'display_name': 'Rahul Tokase', 'link': 'https://stackoverflow.com/users/2935450/rahul-tokase'}",True,1771,1,3,1664532297,1579579215,1664532297.0,59834002,CC BY-SA 4.0,https://stackoverflow.com/questions/59834002/how-cancel-angular-http-request-made-in-rxjs-effects,How cancel angular http request made in RXJS Effects,59934502.0,,,
