,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['javascript', 'typescript', 'promise']","{'account_id': 24117961, 'reputation': 21, 'user_id': 18087556, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwzOBRPqWMbskqPund-GtcfOqYvBuEvgLzZuOT_=k-s256', 'display_name': 'Samruddh Shah', 'link': 'https://stackoverflow.com/users/18087556/samruddh-shah'}",False,1115,1,1,1669118569,1649740884,1649751305.0,71837472,CC BY-SA 4.0,https://stackoverflow.com/questions/71837472/non-error-promise-rejection-captured-with-value-undefined,Non-Error promise rejection captured with value: undefined,,,,
1,"['reactjs', 'typescript']","{'account_id': 9332750, 'reputation': 90, 'user_id': 6927983, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-tRQSjIqTrQc/AAAAAAAAAAI/AAAAAAAAAL4/119mzne7xHc/photo.jpg?sz=256', 'display_name': 'RAVI singh', 'link': 'https://stackoverflow.com/users/6927983/ravi-singh'}",False,255,2,0,1669099883,1651151618,,72044338,CC BY-SA 4.0,https://stackoverflow.com/questions/72044338/not-able-to-import-xlsx,Not able to import xlsx,,,,
2,"['reactjs', 'typescript', 'react-redux', 'middleware', 'redux-thunk']","{'account_id': 21699439, 'reputation': 61, 'user_id': 16012811, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/O5Baj.png?s=256&g=1', 'display_name': 'Anuj Shaan', 'link': 'https://stackoverflow.com/users/16012811/anuj-shaan'}",False,882,1,1,1669049762,1650458652,,71939885,CC BY-SA 4.0,https://stackoverflow.com/questions/71939885/argument-of-type-void-is-not-assignable-to-parameter-of-type-anyaction,Argument of type ()=&gt; void is not assignable to parameter of type &#39;AnyAction&#39;,,,,
3,"['javascript', 'typescript', 'ts-node']","{'account_id': 18761592, 'reputation': 147, 'user_id': 16053969, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AYmFQ.jpg?s=256&g=1', 'display_name': 'Emiliano', 'link': 'https://stackoverflow.com/users/16053969/emiliano'}",True,11262,3,4,1669039429,1649185074,1665678460.0,71757074,CC BY-SA 4.0,https://stackoverflow.com/questions/71757074/unknown-file-extension-ts-error-appears-when-trying-to-run-a-ts-node-script,Unknown file extension &quot;.ts&quot; error appears when trying to run a ts-node script,,,,
4,"['typescript', 'html5-audio', 'mediarecorder']","{'account_id': 16450234, 'reputation': 103, 'user_id': 11883834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c729c053bad49b97c21d58765149f6b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tristan Thompson', 'link': 'https://stackoverflow.com/users/11883834/tristan-thompson'}",True,218,1,0,1669001101,1648817363,1669001101.0,71707179,CC BY-SA 4.0,https://stackoverflow.com/questions/71707179/record-hls-audio-stream-using-mediarecorder-in-typescript,Record HLS audio stream using MediaRecorder in typescript,,,,
5,"['angular', 'typescript']","{'account_id': 16090737, 'reputation': 49, 'user_id': 11614255, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1TP7Tu5LOSc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfB0M9dN66n0XHQi8i727SFYpi_0w/mo/photo.jpg?sz=256', 'display_name': 'Gunasekaran S', 'link': 'https://stackoverflow.com/users/11614255/gunasekaran-s'}",True,370,4,-1,1668891855,1650986471,1651044063.0,72016518,CC BY-SA 4.0,https://stackoverflow.com/questions/72016518/element-implicitly-has-an-any-type-because-expression-of-type-string-cant-b,Element implicitly has an &#39;any&#39; type because expression of type &#39;string&#39; can&#39;t be used to index type &#39;(controlName: string) =&gt; boolean&#39;,,,,
6,"['reactjs', 'typescript', 'express', 'gatsby']","{'account_id': 22496219, 'reputation': 139, 'user_id': 16693156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a89ff1992cd27805e439fbfeceed3680?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ronny Fitzgerald', 'link': 'https://stackoverflow.com/users/16693156/ronny-fitzgerald'}",True,1207,1,1,1668868775,1651296807,1651349044.0,72065978,CC BY-SA 4.0,https://stackoverflow.com/questions/72065978/parsing-error-parseroptions-project-has-been-set-for-typescript-eslint-parse,Parsing error: &quot;parserOptions.project&quot; has been set for @typescript-eslint/parser for gatsby/typescript,72071860.0,,,
7,"['javascript', 'typescript', 'vue.js', 'rollup', 'vite']","{'account_id': 16262553, 'reputation': 196, 'user_id': 11743498, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RqXF3.jpg?s=256&g=1', 'display_name': 'Neelansh Mathur', 'link': 'https://stackoverflow.com/users/11743498/neelansh-mathur'}",True,4695,4,6,1668702779,1650741043,1650782012.0,71982849,CC BY-SA 4.0,https://stackoverflow.com/questions/71982849/how-do-i-add-types-to-a-vite-library-build,How do I add types to a Vite library build?,73123436.0,,,
8,"['typescript', 'express', 'backend', 'vercel']","{'account_id': 24531108, 'reputation': 41, 'user_id': 18442869, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhRtrRWkko6dtTWG42GSP6LCGbs9-RqElIHJETC=k-s256', 'display_name': 'Ji Frank', 'link': 'https://stackoverflow.com/users/18442869/ji-frank'}",True,662,1,1,1668689851,1650181045,,71900109,CC BY-SA 4.0,https://stackoverflow.com/questions/71900109/deploy-expressts-to-vercel,Deploy ExpressTS to vercel,,,,
9,"['typescript', 'express', 'swagger', 'openapi', 'tsoa']","{'account_id': 12494996, 'reputation': 19, 'user_id': 9095359, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd6a5c437fee3e943c7f1765245c8743?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raphael', 'link': 'https://stackoverflow.com/users/9095359/raphael'}",False,159,1,0,1668643624,1650520617,,71949576,CC BY-SA 4.0,https://stackoverflow.com/questions/71949576/custom-http-status-codes-in-tsoa-or-any-alternative,Custom HTTP status codes in tsoa or any alternative,,,,
10,"['javascript', 'reactjs', 'typescript', 'react-query', 'mutation']","{'account_id': 15337856, 'reputation': 233, 'user_id': 11065657, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-IUAd-WNY6n8/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQN45c7FgdWEb9ew_BIaxWO9-_ocMw/mo/photo.jpg?sz=256', 'display_name': 'mymoto', 'link': 'https://stackoverflow.com/users/11065657/mymoto'}",False,2623,2,5,1668642310,1649931796,1649932453.0,71870071,CC BY-SA 4.0,https://stackoverflow.com/questions/71870071/react-query-usemutation-onerror-never-firing,react-query useMutation onError never firing,,,,
