,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
0,"['json', 'typescript', 'parsing', 'es6-map']","{'account_id': 14896480, 'reputation': 141, 'user_id': 10756632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59d5ae8c713d65875c3529435e9cfd67?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lira', 'link': 'https://stackoverflow.com/users/10756632/lira'}",False,442,2,1,1669123255,1560523894,1560620404.0,56600588,CC BY-SA 4.0,https://stackoverflow.com/questions/56600588/json-parse-output-changes-if-assigned-to-a-variable,JSON.parse() output changes if assigned to a variable,,,,
1,"['node.js', 'typescript', 'graphql', 'nestjs']","{'account_id': 10919198, 'reputation': 231, 'user_id': 8026084, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209169555896100/picture?type=large', 'display_name': 'Tanguy Paqueto D&#233; P&#233;pito', 'link': 'https://stackoverflow.com/users/8026084/tanguy-paqueto-d%c3%a9-p%c3%a9pito'}",True,42402,3,23,1668787548,1561126561,,56705157,CC BY-SA 4.0,https://stackoverflow.com/questions/56705157/best-way-to-define-a-map-object-in-graphql-schema,Best way to define a Map Object in GraphQL Schema?,,,,
2,"['typescript', 'deno']","{'account_id': 454460, 'reputation': 14676, 'user_id': 852063, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/80fd1d68d0d2ae503cf5870e29fecae5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amani', 'link': 'https://stackoverflow.com/users/852063/amani'}",True,7586,4,30,1668600800,1560899098,1560961804.0,56658114,CC BY-SA 4.0,https://stackoverflow.com/questions/56658114/how-can-one-check-if-a-file-or-directory-exists-using-deno,How can one check if a file or directory exists using Deno?,63346519.0,,,
3,['typescript'],"{'account_id': 12426006, 'reputation': 47, 'user_id': 9050638, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-CYMfgG8Xljo/AAAAAAAAAAI/AAAAAAAAALw/8RZXvGzIxFw/photo.jpg?sz=256', 'display_name': 'NCG', 'link': 'https://stackoverflow.com/users/9050638/ncg'}",False,45,0,0,1668430573,1561470750,1668430573.0,56755689,CC BY-SA 4.0,https://stackoverflow.com/questions/56755689/string-comparison-with-special-character-given-false-in-ts,String comparison with special character &quot;**&quot; === &quot;**&quot; given false in TS,,,,
4,"['javascript', 'typescript', 'phaser-framework']","{'account_id': 10403549, 'reputation': 11, 'user_id': 10380383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ee550fcf0d74abdf783afbcb6472a0a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zenderg', 'link': 'https://stackoverflow.com/users/10380383/zenderg'}",True,2364,3,1,1667901561,1559426525,,56410746,CC BY-SA 4.0,https://stackoverflow.com/questions/56410746/phaser-3-create-circle-zone,Phaser 3 create circle zone,,,,
5,"['typescript', 'visual-studio-2017', 'aurelia']","{'account_id': 155565, 'reputation': 10067, 'user_id': 372296, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b3a0300d506022a067fed1599cd48f91?s=256&d=identicon&r=PG', 'display_name': 'RHarris', 'link': 'https://stackoverflow.com/users/372296/rharris'}",True,13234,6,15,1667763970,1561049372,1561143789.0,56690600,CC BY-SA 4.0,https://stackoverflow.com/questions/56690600/resolve-conflicting-definitions-for-node-ts4090-error-in-vs-2017,Resolve &#39;Conflicting definitions for node&#39; TS4090 error in VS 2017,,,,
6,"['node.js', 'typescript', 'validation', 'oop', 'nestjs']","{'account_id': 16040760, 'reputation': 35, 'user_id': 11577220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wZTBbCYCMdc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcLcdK24Os8fd-_gZ6sjBgn980ajw/mo/photo.jpg?sz=256', 'display_name': 'Sam Kruster', 'link': 'https://stackoverflow.com/users/11577220/sam-kruster'}",True,990,1,2,1667716126,1560436865,,56583017,CC BY-SA 4.0,https://stackoverflow.com/questions/56583017/nestjs-node-validate-request-by-generic-type,NestJS (node) - Validate request by generic type,57097955.0,,,
7,"['typescript', 'generics', 'types', 'casting', 'type-conversion']","{'account_id': 14596518, 'reputation': 924, 'user_id': 10542063, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EICed.jpg?s=256&g=1', 'display_name': 'Antoni Silvestrovič', 'link': 'https://stackoverflow.com/users/10542063/antoni-silvestrovi%c4%8d'}",True,3781,1,4,1666626839,1560253507,,56542954,CC BY-SA 4.0,https://stackoverflow.com/questions/56542954/parameter-of-any-type-that-extends-another-type-in-typescript,Parameter of any type that extends another type in TypeScript?,56542984.0,,,
8,"['reactjs', 'typescript', 'sass']","{'account_id': 1684944, 'reputation': 16052, 'user_id': 1548432, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/3eccf815d82c84550fa37f1f77c1c23d?s=256&d=identicon&r=PG', 'display_name': 'Kay', 'link': 'https://stackoverflow.com/users/1548432/kay'}",True,21920,2,18,1665657735,1560345545,1560346746.0,56563243,CC BY-SA 4.0,https://stackoverflow.com/questions/56563243/how-to-import-a-scss-file-into-a-typescript-file,How to import a scss file into a typescript file,,,,
9,['typescript'],"{'account_id': 17529, 'reputation': 148859, 'user_id': 39321, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/71eb4a5d5d669a228debe86b9ae79bf0?s=256&d=identicon&r=PG', 'display_name': 'Svish', 'link': 'https://stackoverflow.com/users/39321/svish'}",True,198343,8,242,1665619158,1560417342,1560417576.0,56577201,CC BY-SA 4.0,https://stackoverflow.com/questions/56577201/why-is-isolatedmodules-error-fixed-by-any-import,Why is --isolatedModules error fixed by any import?,56577324.0,,,
