,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
0,"['typescript', 'nestjs', 'scheduler']","{'account_id': 4596321, 'reputation': 656, 'user_id': 3728261, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f9216f3adbf85c8b4730bc5929806d0?s=256&d=identicon&r=PG', 'display_name': 'Mathieu Bour', 'link': 'https://stackoverflow.com/users/3728261/mathieu-bour'}",True,805,65563429.0,1,2,1669155682,1609710078,65555197,CC BY-SA 4.0,https://stackoverflow.com/questions/65555197/run-nestjs-scheduler-without-starting-the-http-server,Run NestJS scheduler without starting the HTTP server,,,,
1,"['angular', 'typescript', 'firebase', 'angularfire']","{'account_id': 14150375, 'reputation': 3239, 'user_id': 10222449, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/176e1fe408caa3b14397e67baf37f9f0?s=256&d=identicon&r=PG&f=1', 'display_name': 'MadMac', 'link': 'https://stackoverflow.com/users/10222449/madmac'}",True,19387,65660705.0,7,12,1668962922,1610312823,65658510,CC BY-SA 4.0,https://stackoverflow.com/questions/65658510/export-firestore-imported-as-firebase-was-not-found-in-firebase-after-up,export &#39;firestore&#39; (imported as &#39;firebase&#39;) was not found in &#39;firebase&#39; after upgrading to firebase js sdk v8,1610315170.0,,,
2,"['mongodb', 'typescript', 'mongoose', 'visual-studio-code', 'intellisense']","{'account_id': 8569993, 'reputation': 2812, 'user_id': 6421288, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/e47f36b310b3e426e9ec3434bb09b29e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maramal', 'link': 'https://stackoverflow.com/users/6421288/maramal'}",True,551,65867004.0,3,1,1668758042,1611444564,65865612,CC BY-SA 4.0,https://stackoverflow.com/questions/65865612/mongoose-document-type-declaration,Mongoose document type declaration,,,,
3,"['javascript', 'node.js', 'typescript', 'unit-testing', 'jestjs']","{'account_id': 14453294, 'reputation': 1175, 'user_id': 10440172, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1S4YU.jpg?s=256&g=1', 'display_name': 'Sufiane', 'link': 'https://stackoverflow.com/users/10440172/sufiane'}",True,41404,67114668.0,7,44,1668750367,1609707787,65554910,CC BY-SA 4.0,https://stackoverflow.com/questions/65554910/jest-referenceerror-cannot-access-before-initialization,jest ReferenceError: Cannot access &#39;&#39; before initialization,1609709590.0,,,
4,"['c#', 'asp.net', 'angular', 'typescript']","{'account_id': 12981922, 'reputation': 50, 'user_id': 9384015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37a8a3776cea47142a37ab0b0878adbb?s=256&d=identicon&r=PG&f=1', 'display_name': 'James E', 'link': 'https://stackoverflow.com/users/9384015/james-e'}",False,524,,1,1,1668352100,1611241074,65830036,CC BY-SA 4.0,https://stackoverflow.com/questions/65830036/http-400-input-string-is-not-a-valid-number,HTTP 400: &quot;Input string is not a valid number.&quot;,1611254817.0,,,
5,['typescript'],"{'account_id': 20385776, 'reputation': 13, 'user_id': 14954819, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7dda8c11800d9199b1c8e76a2c5c86a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chuck', 'link': 'https://stackoverflow.com/users/14954819/chuck'}",True,1184,65604575.0,3,1,1668213517,1609969274,65603751,CC BY-SA 4.0,https://stackoverflow.com/questions/65603751/how-to-call-map-function-with-array-of-multiple-types-in-typescript,How to call map function with array of multiple types in typescript,,,,
6,"['css', 'angular', 'typescript', 'iframe']","{'account_id': 13771179, 'reputation': 21, 'user_id': 9938604, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-3oOwEyYBVOY/AAAAAAAAAAI/AAAAAAAAACc/40au0f_iJbQ/photo.jpg?sz=256', 'display_name': 'Mitch Giesbrecht', 'link': 'https://stackoverflow.com/users/9938604/mitch-giesbrecht'}",False,55,,2,0,1668083561,1611196293,65820399,CC BY-SA 4.0,https://stackoverflow.com/questions/65820399/how-to-make-the-image-inside-an-iframe-fit-to-the-size-of-the-iframe-angular,How to make the image inside an iframe fit to the size of the iframe? (angular),,,,
7,"['typescript', 'eslint', 'typescript-eslint']","{'account_id': 1244024, 'reputation': 48676, 'user_id': 1205871, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/eDE58.gif?s=256&g=1', 'display_name': 'danday74', 'link': 'https://stackoverflow.com/users/1205871/danday74'}",True,7096,66001071.0,1,8,1667950556,1611978968,65964452,CC BY-SA 4.0,https://stackoverflow.com/questions/65964452/eslint-member-ordering-trap-whichever-declaration-comes-first-causes-an-error,eslint member-ordering trap - whichever declaration comes first causes an error,1667950556.0,,,
8,"['typescript', 'graphql', 'prisma', 'prisma-graphql', 'prisma2']","{'account_id': 63830, 'reputation': 52068, 'user_id': 188740, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/c9FDe.jpg?s=256&g=1', 'display_name': 'Johnny Oshika', 'link': 'https://stackoverflow.com/users/188740/johnny-oshika'}",True,27630,65950973.0,5,10,1667753895,1611905631,65950407,CC BY-SA 4.0,https://stackoverflow.com/questions/65950407/prisma-many-to-many-relations-create-and-connect,Prisma many-to-many relations: create and connect,,,,
9,['typescript'],"{'account_id': 19030219, 'reputation': 865, 'user_id': 13892487, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3H3a4.jpg?s=256&g=1', 'display_name': 'Midhun Raj', 'link': 'https://stackoverflow.com/users/13892487/midhun-raj'}",True,2136,65585157.0,3,9,1667648331,1609871882,65584688,CC BY-SA 4.0,https://stackoverflow.com/questions/65584688/trying-to-declare-a-function-getting-error-ts2384-overload-signatures-must-all,"Trying to declare a function, getting error TS2384: Overload signatures must all be ambient or non-ambient",1609872486.0,,,
