,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'typescript', 'amazon-web-services', 'amazon-cloudformation', 'aws-cdk']","{'account_id': 6958337, 'reputation': 894, 'user_id': 5338668, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/f083cecf7b017989d9e12273b08eb78f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jamal H', 'link': 'https://stackoverflow.com/users/5338668/jamal-h'}",True,2391,68434915.0,2,7,1669170563,1626661920,68434528,CC BY-SA 4.0,https://stackoverflow.com/questions/68434528/what-is-the-purpose-of-app-synth-in-aws-cdk,What is the purpose of app.synth() in AWS CDK?,,,,,
1,"['javascript', 'node.js', 'reactjs', 'stripe-payments']","{'account_id': 22134893, 'reputation': 71, 'user_id': 16385863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63847d2373c9bfc73e9af6d503cc228d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eyitayo Olaigbe', 'link': 'https://stackoverflow.com/users/16385863/eyitayo-olaigbe'}",False,499,,3,2,1669154356,1625509660,68260664,CC BY-SA 4.0,https://stackoverflow.com/questions/68260664/loadstripe-keeps-giving-me-type-invalid-request-error-message-invalid-api,"loadStripe keeps giving me {type: &quot;invalid_request_error&quot;, message: &quot;Invalid API Key provided: undefined&quot;} error",1625509770.0,,,,
2,"['javascript', 'node.js', 'reactjs', 'api', 'ipfs']","{'account_id': 21196212, 'reputation': 143, 'user_id': 15587712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61689c7f6a93fda1a9025c12c0be04e8?s=256&d=identicon&r=PG&f=1', 'display_name': 'cocoa', 'link': 'https://stackoverflow.com/users/15587712/cocoa'}",True,18642,68359810.0,5,13,1669142232,1626159426,68357819,CC BY-SA 4.0,https://stackoverflow.com/questions/68357819/how-can-i-get-the-image-url-from-ipfs-info-in-react-js,How can I get the image url from IPFS info in React.js?,,,,,
3,"['javascript', 'reactjs', 'typescript', 'react-hooks', 'state']","{'account_id': 16294634, 'reputation': 77, 'user_id': 11767249, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9004067e272ec0b9d7e0d12ca614f9c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rakai', 'link': 'https://stackoverflow.com/users/11767249/rakai'}",True,2115,68356858.0,2,0,1669133135,1626144681,68355920,CC BY-SA 4.0,https://stackoverflow.com/questions/68355920/reactjs-how-to-select-one-or-multiple-cards-when-clicked-with-a-state-hook,Reactjs: How to select one or multiple cards when clicked with a state hook?,,,,,
4,"['javascript', 'typescript', 'ide', 'jsdoc']","{'account_id': 210629, 'reputation': 13304, 'user_id': 462347, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d4a844ef3b87269a475befa714ea708d?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/462347/mike'}",True,2559,68422736.0,2,9,1669132383,1626535460,68421854,CC BY-SA 4.0,https://stackoverflow.com/questions/68421854/jsdoc-ide-vs-typescript,JSDoc + IDE vs. TypeScript,1669132383.0,,,,
5,"['javascript', 'reactjs', 'typescript', 'ecmascript-6', 'react-hook-form']","{'account_id': 4179298, 'reputation': 5105, 'user_id': 3424817, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/d8feb30f6da10cde1ca3d7359d93a755?s=256&d=identicon&r=PG&f=1', 'display_name': 'Reacting', 'link': 'https://stackoverflow.com/users/3424817/reacting'}",False,3348,,2,2,1669114277,1627544045,68571907,CC BY-SA 4.0,https://stackoverflow.com/questions/68571907/how-can-i-validate-array-field-in-react-hook-form-with-the-usefieldarray-hook,How can I validate array field in React Hook Form with the useFieldArray hook?,,,,,
6,"['javascript', 'html', 'css', 'dom', 'dom-manipulation']","{'account_id': 22206111, 'reputation': 39, 'user_id': 16445996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58a7cec1a9d1e58438b19448ff26324a?s=256&d=identicon&r=PG&f=1', 'display_name': 'BestCodingExpert', 'link': 'https://stackoverflow.com/users/16445996/bestcodingexpert'}",True,436,68382167.0,2,0,1669107620,1626280066,68381858,CC BY-SA 4.0,https://stackoverflow.com/questions/68381858/making-a-switch-theme-button-using-localstorage-of-javascript-and-css-variables,Making a switch theme button using localStorage of javascript and CSS variables but facing many issues,1626282387.0,,,,
7,"['javascript', 'html', 'css', 'reactjs']","{'account_id': 21896833, 'reputation': 11, 'user_id': 16183001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d1aea9a3fe7843262772d2656c7200a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Youngjun Woo', 'link': 'https://stackoverflow.com/users/16183001/youngjun-woo'}",False,910,,3,1,1669086452,1625455112,68250396,CC BY-SA 4.0,https://stackoverflow.com/questions/68250396/why-is-my-scrollwidth-showing-wrong-number-react-js,Why is my scrollWidth showing wrong number? React JS,1625496127.0,,,,
8,"['javascript', 'html', 'css', 'twitter-bootstrap']","{'account_id': 22000036, 'reputation': 23, 'user_id': 16271867, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjR_PCOKw3mHcSEh4Yn5ZAens54r58r4i-X5MhZhA=k-s256', 'display_name': 'Sarah Blo', 'link': 'https://stackoverflow.com/users/16271867/sarah-blo'}",True,141,68602649.0,1,2,1669043837,1627734600,68602132,CC BY-SA 4.0,https://stackoverflow.com/questions/68602132/how-to-make-a-bootstrap-collapse-smooth,how to make a bootstrap collapse smooth,1669043837.0,,,,
9,"['javascript', 'jestjs', 'code-coverage']","{'account_id': 2335363, 'reputation': 6088, 'user_id': 2047843, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/aa4038e38f078163b9f07106a0da0336?s=256&d=identicon&r=PG&f=1', 'display_name': 'chipit24', 'link': 'https://stackoverflow.com/users/2047843/chipit24'}",False,470,,0,3,1669036770,1625875962,68323724,CC BY-SA 4.0,https://stackoverflow.com/questions/68323724/jest-tries-to-report-coverage-on-untested-json-files-and-throws-error,Jest tries to report coverage on untested JSON files and throws error,,,,,
