,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['javascript', 'reactjs', 'html-input']","{'account_id': 9758986, 'reputation': 1839, 'user_id': 7234678, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c025d70f7c7a1b6c74147edf3db30b1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yerlan Yeszhanov', 'link': 'https://stackoverflow.com/users/7234678/yerlan-yeszhanov'}",True,147,54807018.0,1,0,1669017704,1550751424,1669017704.0,54806874,CC BY-SA 4.0,https://stackoverflow.com/questions/54806874/cant-add-setselectionrange-to-selected-element,cant add setSelectionRange to selected element,,,
1,"['javascript', 'html', 'jquery', 'accordion']","{'account_id': 1504362, 'reputation': 1208, 'user_id': 1408126, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/6add2808f0251cb5449838c67838060e?s=256&d=identicon&r=PG', 'display_name': 'lowercase', 'link': 'https://stackoverflow.com/users/1408126/lowercase'}",True,94,54640832.0,3,4,1668983009,1549928146,1668983009.0,54640718,CC BY-SA 4.0,https://stackoverflow.com/questions/54640718/javascript-accordion-collapse-all-open-instances-except-active,Javascript accordion - collapse all open instances except active,,,
2,"['javascript', 'powerpoint', 'office-js']","{'account_id': 81705, 'reputation': 91, 'user_id': 230247, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/edf794ad327978e48cecb4921681d532?s=256&d=identicon&r=PG', 'display_name': 'Gabor', 'link': 'https://stackoverflow.com/users/230247/gabor'}",False,123,,0,2,1668979218,1549451679,1668979218.0,54552309,CC BY-SA 4.0,https://stackoverflow.com/questions/54552309/office-js-powerpoint-get-objects-on-slide,Office.js Powerpoint get objects on slide,,,
3,"['javascript', 'firebase', 'google-cloud-firestore']","{'account_id': 6970461, 'reputation': 6872, 'user_id': 5348875, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e050e66d97a3f54b0453533428088e6c?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/5348875/daniel'}",True,7859,54542211.0,1,12,1668955843,1549395347,1668955843.0,54541821,CC BY-SA 4.0,https://stackoverflow.com/questions/54541821/check-if-cloud-firestore-query-returns-something,Check if Cloud Firestore query returns something,,,
4,"['javascript', 'reactjs', 'navbar', 'react-bootstrap']","{'account_id': 14315073, 'reputation': 605, 'user_id': 10340085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ca5f374be67f9dfb7cd1917bfda7bab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kane', 'link': 'https://stackoverflow.com/users/10340085/kane'}",True,15342,56485081.0,5,12,1668876269,1551069070,1668876269.0,54859515,CC BY-SA 4.0,https://stackoverflow.com/questions/54859515/react-bootstrap-navbar-collapse-not-working,React bootstrap navbar collapse not working,,,
5,"['javascript', 'react-native', 'visual-studio-code', 'auto-import']","{'account_id': 11364455, 'reputation': 11687, 'user_id': 8331756, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/enekH.jpg?s=256&g=1', 'display_name': 'J. Hesters', 'link': 'https://stackoverflow.com/users/8331756/j-hesters'}",False,2434,,3,21,1668817580,1550063373,,54670992,CC BY-SA 4.0,https://stackoverflow.com/questions/54670992/vscode-auto-imports-for-react-native-with-javascript,VSCode auto imports for React Native with JavaScript,,,
6,"['javascript', 'angularjs', 'ecma']","{'account_id': 6936978, 'reputation': 251, 'user_id': 5324571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11d4fe7c689701e07ed1366d7afd8854?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aniruddhsingh Rathore', 'link': 'https://stackoverflow.com/users/5324571/aniruddhsingh-rathore'}",True,5437,54814366.0,3,2,1668797089,1550774944,1550783871.0,54814202,CC BY-SA 4.0,https://stackoverflow.com/questions/54814202/display-number-in-brackets-using-tolocalestring-for-negative-values,Display number in brackets using toLocaleString for negative values,,,
7,"['javascript', 'node.js', 'json', 'stream', 'node-streams']","{'account_id': 1303246, 'reputation': 13960, 'user_id': 1252748, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/9DbOP.gif?s=256&g=1', 'display_name': '1252748', 'link': 'https://stackoverflow.com/users/1252748/1252748'}",True,1502,,2,0,1668783888,1549392728,1549400217.0,54541196,CC BY-SA 4.0,https://stackoverflow.com/questions/54541196/append-json-to-a-file-using-node-streams,Append JSON to a file using node streams,,,
8,"['javascript', 'reactjs', 'i18next']","{'account_id': 12544599, 'reputation': 435, 'user_id': 9692714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a064b632d63217ea27c15e68874d034?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alexander Valtingojer', 'link': 'https://stackoverflow.com/users/9692714/alexander-valtingojer'}",True,26412,54772027.0,6,25,1668712238,1550597535,,54771924,CC BY-SA 4.0,https://stackoverflow.com/questions/54771924/using-react-i18next-within-a-class-component,Using react-i18next within a class component,,,
9,"['javascript', 'testing', 'promise', 'jestjs']","{'user_type': 'does_not_exist', 'display_name': 'user578895'}",True,9138,54548606.0,4,15,1668519751,1549318602,1649850985.0,54525147,CC BY-SA 4.0,https://stackoverflow.com/questions/54525147/expect-a-jest-test-to-resolve-but-dont-care-about-the-value,"Expect a jest test to resolve, but don&#39;t care about the value",,,
