,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date
0,"['javascript', 'cypress', 'cypress-testing-library']","{'account_id': 14552483, 'reputation': 41, 'user_id': 10510917, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PRu8E.jpg?s=256&g=1', 'display_name': 'Nikita Bokarev', 'link': 'https://stackoverflow.com/users/10510917/nikita-bokarev'}",False,70,1,3,1669199525,1639442446,1639492754.0,70342526,CC BY-SA 4.0,https://stackoverflow.com/questions/70342526/cypress-waiters-for-dependent-sub-elelemnts,Cypress - waiters for dependent sub elelemnts,,,,
1,"['javascript', 'node.js', 'api', 'axios', 'backend']","{'account_id': 17789394, 'reputation': 53, 'user_id': 12918779, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00216c678630fa5152e8374ec9e0ef20?s=256&d=identicon&r=PG&f=1', 'display_name': 'JAKK', 'link': 'https://stackoverflow.com/users/12918779/jakk'}",False,1153,1,2,1669181405,1639652236,1639652942.0,70377802,CC BY-SA 4.0,https://stackoverflow.com/questions/70377802/gzip-decompression-post-request-axios-node-js,"Gzip decompression post request, axios, Node.JS",,,,
2,"['javascript', 'firebase', 'google-cloud-functions', 'nodemailer']","{'account_id': 13127810, 'reputation': 99, 'user_id': 9483152, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ipOsCGh_FB8/AAAAAAAAAAI/AAAAAAAADZA/ePlaXPHUCo0/photo.jpg?sz=256', 'display_name': 'Swapnil Iqbal', 'link': 'https://stackoverflow.com/users/9483152/swapnil-iqbal'}",False,899,2,0,1669095375,1640197820,1640221747.0,70453621,CC BY-SA 4.0,https://stackoverflow.com/questions/70453621/nodemailer-not-working-when-used-with-firebase-functions,Nodemailer not working when used with Firebase Functions,,,,
3,"['javascript', 'reactjs', 'dayjs']","{'account_id': 3106126, 'reputation': 20167, 'user_id': 2628868, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/IcdU7.jpg?s=256&g=1', 'display_name': 'Dolphin', 'link': 'https://stackoverflow.com/users/2628868/dolphin'}",False,2143,3,0,1669034313,1638441379,,70197895,CC BY-SA 4.0,https://stackoverflow.com/questions/70197895/typeerror-0-dayjs-dayjs-is-not-a-function,"TypeError: (0 , _dayjs.Dayjs) is not a function",,,,
4,"['javascript', 'html', 'visual-studio-code', 'prettier']","{'account_id': 20185350, 'reputation': 91, 'user_id': 14804828, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjMfBp2SxcjhYagGtKrQvDetH0kJ7X77_PvZ6m-=k-s256', 'display_name': 'John James', 'link': 'https://stackoverflow.com/users/14804828/john-james'}",True,4533,1,6,1669023354,1638763247,1669023354.0,70240729,CC BY-SA 4.0,https://stackoverflow.com/questions/70240729/how-can-i-configure-prettier-vs-codes-settings-json-file-to-format-both-javas,How can I configure Prettier &amp; VS Code&#39;s settings.json file to format both JavaScript &amp; HTML documents?,70242338.0,,,
5,"['javascript', 'reactjs', 'next.js', 'next-auth']","{'account_id': 23729384, 'reputation': 21, 'user_id': 17748867, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxE2CVsVnjAAqESHWcx1S_aOpq07n2CUHm2r5qd=k-s256', 'display_name': 'Anany Aadil', 'link': 'https://stackoverflow.com/users/17748867/anany-aadil'}",False,782,2,2,1668949422,1640267487,1640361781.0,70463054,CC BY-SA 4.0,https://stackoverflow.com/questions/70463054/cannot-convert-undefined-or-null-to-object-in-next-js,Cannot convert undefined or null to object in Next.js,,,,
6,"['javascript', 'html', 'reactjs', 'iframe', 'create-react-app']","{'account_id': 22399642, 'reputation': 604, 'user_id': 16610359, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iJ9gb.jpg?s=256&g=1', 'display_name': 'InterstellarX', 'link': 'https://stackoverflow.com/users/16610359/interstellarx'}",True,9467,8,24,1668884966,1640632658,,70499543,CC BY-SA 4.0,https://stackoverflow.com/questions/70499543/create-react-app-creates-this-iframe-that-prevents-me-from-clicking-or-editing,Create-React-App creates this &lt;iframe&gt; that prevents me from clicking or editing directly the app unless I delete it in the elements browswer editor,70807924.0,,,
7,"['javascript', 'firebase', 'firebase-storage']","{'account_id': 12203320, 'reputation': 183, 'user_id': 16088994, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ahrnhzbzqbY/AAAAAAAAAAI/AAAAAAAABP4/NUEQ7F_1q3k/photo.jpg?sz=256', 'display_name': 'Rohan Keskar18', 'link': 'https://stackoverflow.com/users/16088994/rohan-keskar18'}",False,113,0,1,1668870157,1638421151,,70194396,,https://stackoverflow.com/questions/70194396/firebase-storage-uploads-file-as-9b-file,Firebase storage uploads file as 9b file,,1668870084.0,Duplicate,
8,"['javascript', 'angular', 'typescript', 'user-interface']","{'account_id': 9446140, 'reputation': 75, 'user_id': 7024832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56e1668e2e6d7ae19e8c8adeac6a3ba2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Prasad', 'link': 'https://stackoverflow.com/users/7024832/prasad'}",True,9538,4,7,1668848718,1640823177,1640827155.0,70526259,CC BY-SA 4.0,https://stackoverflow.com/questions/70526259/ts7006-parameter-event-implicitly-has-an-any-type,TS7006: Parameter &#39;event&#39; implicitly has an &#39;any&#39; type,70526501.0,,,
9,"['javascript', 'visual-studio-code', 'next.js', 'eslint']","{'account_id': 6625326, 'reputation': 181, 'user_id': 5115744, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--WNT3WP8o8w/AAAAAAAAAAI/AAAAAAAAMXE/Grv3LtRMyuc/photo.jpg?sz=256', 'display_name': 'Augusto Gugu Bosco', 'link': 'https://stackoverflow.com/users/5115744/augusto-gugu-bosco'}",True,4132,3,5,1668760944,1639652693,,70377900,CC BY-SA 4.0,https://stackoverflow.com/questions/70377900/eslint-invalid-options-when-create-next-app,ESLint: Invalid Options when create-next-app,,,,
