,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'forms', 'validation', 'constraint-validation-api']","{'account_id': 7393678, 'reputation': 1001, 'user_id': 5626341, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/225ed59da2a212f403bb7948cf396b5e?s=256&d=identicon&r=PG&f=1', 'display_name': 'kloddant', 'link': 'https://stackoverflow.com/users/5626341/kloddant'}",True,80,65363558.0,2,1,1669212519,1608314633,1669212519.0,65361875,CC BY-SA 4.0,https://stackoverflow.com/questions/65361875/is-there-a-way-to-copy-validation-from-one-input-to-another-with-javascript,Is there a way to copy validation from one input to another with JavaScript?,,,,
1,"['javascript', 'onesignal']","{'account_id': 19417397, 'reputation': 167, 'user_id': 14200544, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MjvaU97T5SU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRemDLS0E61p46LEiyebmjaVD_bA/photo.jpg?sz=256', 'display_name': 'mark anthony', 'link': 'https://stackoverflow.com/users/14200544/mark-anthony'}",False,1440,,1,2,1669208663,1607232011,1617872085.0,65164928,CC BY-SA 4.0,https://stackoverflow.com/questions/65164928/service-worker-installation-installing-service-worker-failed-typeerror-failed,Service Worker Installation] Installing service worker failed TypeError: Failed to register a ServiceWorker for scope one signal?,,,,
2,"['javascript', 'html', 'css', 'wordpress']","{'account_id': 20097345, 'reputation': 29, 'user_id': 14736680, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-HGY5I7FrzXI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckMppMUTmhgJODkSDJX1rs6ouVKDg/s96-c/photo.jpg?sz=256', 'display_name': 'GT Tutor', 'link': 'https://stackoverflow.com/users/14736680/gt-tutor'}",True,313,,2,0,1669046354,1608572142,1669046354.0,65397425,CC BY-SA 4.0,https://stackoverflow.com/questions/65397425/cannot-collapse-a-responsive-menu-in-wordpress,Cannot collapse a responsive menu in Wordpress,,,,
3,"['javascript', 'jquery', 'css', 'bootstrap-4']","{'account_id': 4010701, 'reputation': 13873, 'user_id': 4398966, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/Md0LP.jpg?s=256&g=1', 'display_name': 'DCR', 'link': 'https://stackoverflow.com/users/4398966/dcr'}",False,638,,2,1,1668855734,1608507413,1608565107.0,65385894,CC BY-SA 4.0,https://stackoverflow.com/questions/65385894/how-to-change-the-transition-duration-speed-in-bootstrap-4,how to change the transition duration speed in bootstrap 4,,,,
4,"['javascript', 'reactjs', 'next.js', 'nextjs-image']","{'account_id': 10889853, 'reputation': 1447, 'user_id': 8006046, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OLVvN.png?s=256&g=1', 'display_name': 'Jake', 'link': 'https://stackoverflow.com/users/8006046/jake'}",True,149747,,11,74,1668807404,1607266577,1609957720.0,65169431,CC BY-SA 4.0,https://stackoverflow.com/questions/65169431/how-to-set-the-next-image-component-to-100-height,How to set the next/image component to 100% height,,,,
5,"['javascript', 'visual-studio-code', 'vscode-settings']","{'account_id': 3790167, 'reputation': 3328, 'user_id': 3146958, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100002564225231/picture?type=large', 'display_name': 'KidBilly', 'link': 'https://stackoverflow.com/users/3146958/kidbilly'}",True,810,,3,0,1668724050,1607542209,,65223636,CC BY-SA 4.0,https://stackoverflow.com/questions/65223636/vs-code-set-javascript-property-color,VS Code Set JavaScript Property color,,,,
6,"['javascript', 'node.js', 'typescript', 'unit-testing', 'jestjs']","{'account_id': 16607058, 'reputation': 85, 'user_id': 12001217, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCu1NaUQP78-iD2Bsao-VvO5c663hhYppJ9IE6Ueg=k-s256', 'display_name': 'lloyd noone', 'link': 'https://stackoverflow.com/users/12001217/lloyd-noone'}",True,1343,65506929.0,1,2,1668713759,1609280238,,65499508,CC BY-SA 4.0,https://stackoverflow.com/questions/65499508/express-is-undefined-when-attempting-to-mock-with-jest,express is undefined when attempting to mock with jest,,,,
7,"['javascript', 'reactjs']","{'account_id': 20266273, 'reputation': 31, 'user_id': 14863381, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgdI1vqHxW9Cp1jDIH9tETq8UCCnODBbljloKkPuA=k-s256', 'display_name': 'Dhrupad Patel', 'link': 'https://stackoverflow.com/users/14863381/dhrupad-patel'}",True,4061,,3,3,1668681616,1608533578,,65388596,CC BY-SA 4.0,https://stackoverflow.com/questions/65388596/warning-failed-prop-type-invalid-prop-error-of-type-string-supplied-to-fo,"Warning: Failed prop type: Invalid prop `error` of type `string` supplied to `ForwardRef(FormControl)`, expected `boolean`",,,,
8,"['javascript', 'ecmascript-6']","{'account_id': 4609695, 'reputation': 29709, 'user_id': 3738171, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2JdKH.jpg?s=256&g=1', 'display_name': 'Guerric P', 'link': 'https://stackoverflow.com/users/3738171/guerric-p'}",True,89,65140837.0,2,3,1668637306,1607073281,,65140809,,https://stackoverflow.com/questions/65140809/is-there-a-notation-for-dynamic-indexes-in-array-literals,Is there a notation for dynamic indexes in array literals?,1668638506.0,Duplicate,,
9,"['javascript', 'node.js', 'mongodb', 'api', 'express']","{'account_id': 13856059, 'reputation': 637, 'user_id': 10002825, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/200692927432683/picture?type=large', 'display_name': 'Hvaandres', 'link': 'https://stackoverflow.com/users/10002825/hvaandres'}",True,24472,65194002.0,10,12,1668620365,1607405302,,65193572,CC BY-SA 4.0,https://stackoverflow.com/questions/65193572/error-message-from-mongodb-operation-disneys-insertone-buffering-timed-out,Error Message from MongoDB &quot;Operation `disneys.insertOne()` buffering timed out after 10000ms&quot;&quot;,,,,
10,"['javascript', 'php', 'htmx']","{'account_id': 941389, 'reputation': 4021, 'user_id': 969400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/23a0c8dd29dc3a5975d5acb4cff362c2?s=256&d=identicon&r=PG', 'display_name': 'Nicero', 'link': 'https://stackoverflow.com/users/969400/nicero'}",True,889,,2,4,1668456712,1606909192,1668456712.0,65107383,CC BY-SA 4.0,https://stackoverflow.com/questions/65107383/load-data-into-form-using-htmx-js,Load data into form using htmx js,,,,
11,"['javascript', 'reactjs', 'next.js']","{'account_id': 18478344, 'reputation': 41, 'user_id': 13461260, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a245dd1330a10984d7df7e0638654b91?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noexceptions', 'link': 'https://stackoverflow.com/users/13461260/noexceptions'}",False,10923,,1,2,1668431120,1607032081,,65134661,CC BY-SA 4.0,https://stackoverflow.com/questions/65134661/nextjs-useeffect-triggers-every-time-i-route,NextJs useEffect triggers every time I route,,,,
12,"['javascript', 'reactjs', 'resize']","{'account_id': 17553133, 'reputation': 331, 'user_id': 12733140, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FkUnd.png?s=256&g=1', 'display_name': 'Limboer', 'link': 'https://stackoverflow.com/users/12733140/limboer'}",True,2406,65403057.0,2,1,1668410488,1608608591,,65402977,CC BY-SA 4.0,https://stackoverflow.com/questions/65402977/how-to-observe-when-window-resize-stop-in-react,How to observe when window resize stop in React,,,,
13,"['javascript', 'visual-studio', 'visual-studio-code', 'discord.js']","{'account_id': 20310393, 'reputation': 49, 'user_id': 14897626, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhU-HKGzbl53A0AHqVLEweZZ7OsUsLzyxOa49sp=k-s256', 'display_name': 'Nayeem Patwary', 'link': 'https://stackoverflow.com/users/14897626/nayeem-patwary'}",True,495,65512041.0,2,-1,1668321623,1609353374,,65511926,,https://stackoverflow.com/questions/65511926/discord-js-confusion-i-want-to-add-a-status-to-my-discord-bot-but-my-code-isnt,"discord,js confusion, I want to add a status to my discord bot but my code isn&#39;t working properly, how can I make a status for my bot?",1668323427.0,Not suitable for this site,,
14,"['javascript', 'typescript', 'vue.js', 'svg', 'vuejs3']","{'account_id': 9901114, 'reputation': 1543, 'user_id': 7331107, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb38005afef63402c5202085735b99b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'avenmia', 'link': 'https://stackoverflow.com/users/7331107/avenmia'}",True,20916,65106018.0,3,12,1668290449,1606866692,,65100281,CC BY-SA 4.0,https://stackoverflow.com/questions/65100281/how-do-i-import-an-svg-in-vue-3,How do I import an svg in Vue 3?,,,,
15,"['javascript', 'single-page-application', 'tar']","{'account_id': 2165014, 'reputation': 2058, 'user_id': 1918309, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e354769472df8469973abcd66176e452?s=256&d=identicon&r=PG', 'display_name': 'Stave Escura', 'link': 'https://stackoverflow.com/users/1918309/stave-escura'}",True,2288,65448758.0,2,3,1668273340,1608885904,,65446607,CC BY-SA 4.0,https://stackoverflow.com/questions/65446607/how-do-i-extract-data-from-a-tar-gz-file-stored-in-the-cloud-from-a-browser,How do I extract data from a .tar.gz file (stored in the cloud) from a browser,,,,
16,"['javascript', 'javascript-objects']","{'account_id': 2107361, 'reputation': 2568, 'user_id': 1873386, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8edc08129abcfef8b73d6bd8d1bd2bf5?s=256&d=identicon&r=PG', 'display_name': 'crashwap', 'link': 'https://stackoverflow.com/users/1873386/crashwap'}",True,760,65385599.0,4,4,1668163098,1608504182,1609271471.0,65385556,CC BY-SA 4.0,https://stackoverflow.com/questions/65385556/count-the-number-of-items-in-each-category-within-a-javascript-object,Count the number of items in each category within a JavaScript object,,,,
17,"['javascript', 'reactjs', 'async-await']","{'account_id': 19480976, 'reputation': 13, 'user_id': 14251299, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjxO-eUY0yXbd7VnGNXTxKKr8GT8NhYP_QQ1BHD=k-s256', 'display_name': 'Ahmad Salihu', 'link': 'https://stackoverflow.com/users/14251299/ahmad-salihu'}",False,107,,1,0,1668160440,1607646732,1607646987.0,65244219,CC BY-SA 4.0,https://stackoverflow.com/questions/65244219/i-created-a-function-which-is-async-function-but-it-is-showing-me-underfine-fun,"I Created a function which is Async Function, but it is showing me underfine function, please aid",,,,
