,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'jspsych']","{'account_id': 14525260, 'reputation': 1, 'user_id': 10491771, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bbb37a9fd9005b7fe65debc8dc1c659?s=256&d=identicon&r=PG&f=1', 'display_name': 'IWILSO', 'link': 'https://stackoverflow.com/users/10491771/iwilso'}",False,45,1,0,1669206620,1641737223,70642068,CC BY-SA 4.0,https://stackoverflow.com/questions/70642068/jspsych-rt-image-audio-response,JsPsych - RT image audio response,,,,,,
1,"['javascript', 'vue.js', 'vuejs2', 'vue-component', 'vuetify.js']","{'account_id': 23844101, 'reputation': 85, 'user_id': 17848806, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZHmuz.jpg?s=256&g=1', 'display_name': 'Davis Vue.js Developer', 'link': 'https://stackoverflow.com/users/17848806/davis-vue-js-developer'}",True,332,2,2,1669193975,1642488525,70751340,CC BY-SA 4.0,https://stackoverflow.com/questions/70751340/getting-child-component-input-data-to-parent-gathering-into-array-in-vue-js,"Getting Child Component Input Data to Parent, gathering into Array in Vue.js?",70753295.0,1669193975.0,,,,
2,"['javascript', 'import', 'module', 'versioning']","{'account_id': 6379808, 'reputation': 593, 'user_id': 4949649, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/5b3249a65042243ade7465cd72151737?s=256&d=identicon&r=PG&f=1', 'display_name': 'Timmy', 'link': 'https://stackoverflow.com/users/4949649/timmy'}",False,153,1,0,1669160036,1642711422,70793148,CC BY-SA 4.0,https://stackoverflow.com/questions/70793148/javascript-module-versioning,Javascript module versioning,,,,,,
3,"['javascript', 'html', 'angular', 'validation']","{'account_id': 9749200, 'reputation': 1, 'user_id': 7228034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f821546d24cb05b3528aed905160f37?s=256&d=identicon&r=PG&f=1', 'display_name': 'jskorups', 'link': 'https://stackoverflow.com/users/7228034/jskorups'}",False,98,0,0,1669139041,1642000375,70683951,CC BY-SA 4.0,https://stackoverflow.com/questions/70683951/html5-validation-not-showing-after-submit,html5 validation not showing after submit,,1669139041.0,,,,
4,"['javascript', 'typescript', 'jestjs']","{'account_id': 19070302, 'reputation': 1, 'user_id': 18075273, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi8xqxtFDcSAYsYJ2aVJWX19Bbd2Q7QFjcs2gyl=k-s256', 'display_name': 'srluccasonline', 'link': 'https://stackoverflow.com/users/18075273/srluccasonline'}",False,277,0,0,1669134880,1643573644,70918519,CC BY-SA 4.0,https://stackoverflow.com/questions/70918519/jest-test-passes-but-coverage-fails,"Jest test passes, but coverage fails",,1669134880.0,,,,
5,"['javascript', 'bootstrap-5', 'bootstrap5-modal']","{'account_id': 224511, 'reputation': 13290, 'user_id': 484390, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/5f96a856f907c0c05ca8d1213904d819?s=256&d=identicon&r=PG&f=1', 'display_name': 'HelloWorld1', 'link': 'https://stackoverflow.com/users/484390/helloworld1'}",True,761,3,0,1669123736,1643061873,70841064,CC BY-SA 4.0,https://stackoverflow.com/questions/70841064/how-to-close-bootstrap-5-modal-by-using-js-code,How to close Bootstrap 5 Modal by using js code,70855575.0,,,,,
6,"['javascript', 'image', 'vue.js', 'vuejs2']","{'account_id': 15435672, 'reputation': 247, 'user_id': 11135841, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RVZVu.jpg?s=256&g=1', 'display_name': 'Matt B', 'link': 'https://stackoverflow.com/users/11135841/matt-b'}",False,420,1,-1,1669118345,1642091062,70699852,CC BY-SA 4.0,https://stackoverflow.com/questions/70699852/how-to-save-text-and-image-in-vuejs,How to save text and image in Vuejs,,,,,,
7,['javascript'],"{'account_id': 20617363, 'reputation': 9, 'user_id': 15135120, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-6BqKn7X9LDY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhH1yeePrCsokWF6NxLOgdLQAEPg/s96-c/photo.jpg?sz=256', 'display_name': 'JOHN OGINGO', 'link': 'https://stackoverflow.com/users/15135120/john-ogingo'}",False,1902,1,0,1669099342,1642313745,70727799,CC BY-SA 4.0,https://stackoverflow.com/questions/70727799/node-deprecation-warning-on-terminal,node deprecation warning on terminal,,1642317717.0,,,,
8,"['javascript', 'reactjs', 'react-native']","{'account_id': 20021941, 'reputation': 301, 'user_id': 14676682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ecacc8af5b229c60d467d90d7edb8a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ali Raza', 'link': 'https://stackoverflow.com/users/14676682/ali-raza'}",True,1822,6,2,1669076855,1642057524,70692624,CC BY-SA 4.0,https://stackoverflow.com/questions/70692624/react-native-uri-image-not-showing-on-android-but-perfectly-displays-on-the-ios,React Native: uri image not showing on android but perfectly displays on the ios emulator,,,,,,
9,"['javascript', 'javascript-objects']","{'account_id': 23856467, 'reputation': 1, 'user_id': 17859903, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15110c4c620431733a32cefe8fb58f90?s=256&d=identicon&r=PG', 'display_name': 'JavaScript beginner', 'link': 'https://stackoverflow.com/users/17859903/javascript-beginner'}",True,122,2,0,1669050280,1641539823,70617765,CC BY-SA 4.0,https://stackoverflow.com/questions/70617765/what-am-i-doing-wrong-code-not-going-through-not-returning-second-parameter,what am i doing wrong? Code not going through. not returning second parameter,,,,,,
