,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'reactjs', 'react-multi-carousel']","{'account_id': 7966904, 'reputation': 466, 'user_id': 6012880, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-CUMIlv-pkng/AAAAAAAAAAI/AAAAAAAAAB0/e9C-ttpS3rs/photo.jpg?sz=256', 'display_name': 'Rajib karmaker', 'link': 'https://stackoverflow.com/users/6012880/rajib-karmaker'}",True,8889,5,3,1669201377,1581309872,1587632897.0,60144207,CC BY-SA 4.0,https://stackoverflow.com/questions/60144207/react-multi-carousel-is-not-workinig,react-multi-carousel is not workinig,,,,,
1,"['javascript', 'vue.js', 'webpack', 'configuration-files']","{'account_id': 9027387, 'reputation': 454, 'user_id': 6726261, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7DZeDYbTGy4/AAAAAAAAAAI/AAAAAAAAvgw/lLQdh1-ltrU/photo.jpg?sz=256', 'display_name': 'Maurizio Ricci', 'link': 'https://stackoverflow.com/users/6726261/maurizio-ricci'}",True,13691,3,12,1669191036,1581080947,,60114173,CC BY-SA 4.0,https://stackoverflow.com/questions/60114173/vue-js-with-an-external-configuration-file,Vue js with an external configuration file,60114397.0,,,,
2,"['javascript', 'jquery', 'elixir', 'font-awesome', 'phoenix-framework']","{'account_id': 13831652, 'reputation': 1, 'user_id': 9984346, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-OgiZshH31d0/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq13nzAWOKhPccXSrxvt9P5UYDoweg/mo/photo.jpg?sz=256', 'display_name': 'Aitym', 'link': 'https://stackoverflow.com/users/9984346/aitym'}",False,121,0,0,1669173778,1582560870,1669173778.0,60379922,CC BY-SA 4.0,https://stackoverflow.com/questions/60379922/how-can-i-use-link-tag-inside-javascript-code-i-am-using-phoenix-framewor,How can I use &lt;% link %&gt; tag inside javascript code. I am using Phoenix Framework,,,,,
3,"['javascript', 'eslint']","{'account_id': 17654685, 'reputation': 43, 'user_id': 12814540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0359f16a2ec350346d076d2d4338afbc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marfaldo', 'link': 'https://stackoverflow.com/users/12814540/marfaldo'}",True,7183,1,2,1669142837,1580848267,1669142837.0,60065112,CC BY-SA 4.0,https://stackoverflow.com/questions/60065112/expected-this-to-be-used-by-class-method,&quot;Expected &#39;this&#39; to be used by class method&quot;,60083103.0,,,,
4,"['javascript', 'reactjs', 'typescript', 'jestjs', 'auth0']","{'account_id': 1595880, 'reputation': 323, 'user_id': 1478018, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ab105ed2d3f23b17b6607ac98cb5aa4?s=256&d=identicon&r=PG', 'display_name': 'tmos', 'link': 'https://stackoverflow.com/users/1478018/tmos'}",True,10463,3,11,1669085619,1580499371,1580560465.0,60010211,CC BY-SA 4.0,https://stackoverflow.com/questions/60010211/react-how-to-mock-auth0-for-testing-with-jest,React: How to mock Auth0 for testing with Jest,60010927.0,,,,
5,"['javascript', 'node.js', 'reactjs']","{'account_id': 17820257, 'reputation': 693, 'user_id': 12942780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f58134807e86862d890d4bd31613739?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kyi Zin', 'link': 'https://stackoverflow.com/users/12942780/kyi-zin'}",True,40396,4,24,1669062396,1582765146,,60424844,CC BY-SA 4.0,https://stackoverflow.com/questions/60424844/do-i-need-to-run-npm-run-build-every-time-i-made-changes,Do I need to run &quot;npm run build&quot; every time I made changes?,60465608.0,,,,
6,"['javascript', 'reactjs', 'react-hooks', 'html-input']","{'account_id': 7804327, 'reputation': 689, 'user_id': 5902649, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d67102afa03161840125a014fd4e02fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Willege', 'link': 'https://stackoverflow.com/users/5902649/willege'}",True,4686,1,5,1669019297,1581184992,1669019297.0,60129605,CC BY-SA 4.0,https://stackoverflow.com/questions/60129605/is-javascripts-setselectionrange-incompatible-with-react-hooks,Is JavaScript&#39;s .setSelectionRange() incompatible with React Hooks?,60131033.0,,,,
7,"['javascript', 'input', 'element-ui', 'textselection', 'selection-api']","{'account_id': 12757, 'reputation': 24499, 'user_id': 25282, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/9hShk.jpg?s=256&g=1', 'display_name': 'Christian', 'link': 'https://stackoverflow.com/users/25282/christian'}",True,1603,4,0,1669018280,1580998741,1669018280.0,60097054,CC BY-SA 4.0,https://stackoverflow.com/questions/60097054/how-do-i-access-the-user-selected-text-within-an-element-ui-input,How do I access the user selected text within an element ui input?,,,,,
8,['javascript'],"{'account_id': 17817003, 'reputation': 68, 'user_id': 12940329, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8e857c84e89a8a5d173dea42b69ffc4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Efstef', 'link': 'https://stackoverflow.com/users/12940329/efstef'}",True,667,2,0,1668752967,1582309791,1668752967.0,60344408,CC BY-SA 4.0,https://stackoverflow.com/questions/60344408/i-try-to-pass-the-content-of-a-paragraph-element-into-a-field-of-a-contact-form,I try to pass the content of a paragraph element into a field of a contact form using Javascript,60344714.0,,,,
9,"['javascript', 'html', 'web', 'web-deployment', 'issuu']","{'account_id': 15610407, 'reputation': 1, 'user_id': 11262030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5046fc3323a4cfaedaecc4bf7431e5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Muhammad Usman', 'link': 'https://stackoverflow.com/users/11262030/muhammad-usman'}",True,159,2,-1,1668728886,1581904880,1581911706.0,60255028,CC BY-SA 4.0,https://stackoverflow.com/questions/60255028/multiplying-variables-giving-0-answer-every-time,Multiplying variables giving &#39;0&#39; answer every time,,,,,
