,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['javascript', 'wordpress', 'es6-modules']","{'account_id': 4386591, 'reputation': 433, 'user_id': 3576550, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2d9mL.png?s=256&g=1', 'display_name': 'lopandpe', 'link': 'https://stackoverflow.com/users/3576550/lopandpe'}",True,13491,59594789.0,4,24,1669192758,1574157299,1629288310.0,58931144,CC BY-SA 4.0,https://stackoverflow.com/questions/58931144/enqueue-javascript-with-type-module,Enqueue javascript with type=&quot;module&quot;,,,
1,"['javascript', 'php', 'html', 'google-chrome', 'cookies']","{'account_id': 16999852, 'reputation': 31, 'user_id': 12297499, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qQLkOAiRmjM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdI4RYVTY8cQ3rnDluIdrA681mLjw/photo.jpg?sz=256', 'display_name': 'ismael Oca&#241;a', 'link': 'https://stackoverflow.com/users/12297499/ismael-oca%c3%b1a'}",False,103,,0,0,1669091483,1573726340,1573727762.0,58854230,CC BY-SA 4.0,https://stackoverflow.com/questions/58854230/why-third-cookies-appear-to-me-when-i-open-a-new-windows-in-chrome,Why Third-Cookies appear to me when i open a new windows in Chrome?,,,
2,"['javascript', 'inputevent']","{'account_id': 260365, 'reputation': 8744, 'user_id': 543873, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/55576366e4295fb7840a319399d53f57?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/543873/michael'}",True,399,58893717.0,1,0,1669015338,1573921306,1669015338.0,58892747,CC BY-SA 4.0,https://stackoverflow.com/questions/58892747/inputevent-gettargetranges-always-empty,InputEvent.getTargetRanges() always empty?,,,
3,"['javascript', 'google-chrome', 'google-chrome-extension']","{'account_id': 5536546, 'reputation': 93, 'user_id': 7554558, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-bJ1mSgOoKQA/AAAAAAAAAAI/AAAAAAAAAho/ekSZ9cKWqkI/photo.jpg?sz=256', 'display_name': 'Owen Sullivan', 'link': 'https://stackoverflow.com/users/7554558/owen-sullivan'}",True,7004,,3,7,1668913908,1573061682,1600033285.0,58735674,CC BY-SA 4.0,https://stackoverflow.com/questions/58735674/how-to-detect-enable-force-dark-flag-on-chrome-v78-using-javascript,How to detect #enable-force-dark flag on Chrome v78+ using JavaScript?,,,
4,"['javascript', 'reactjs', 'typescript']","{'account_id': 87808, 'reputation': 2985, 'user_id': 243302, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/05e60dd7d4b3d87162e7661ead00bf36?s=256&d=identicon&r=PG', 'display_name': 'Sammy', 'link': 'https://stackoverflow.com/users/243302/sammy'}",True,60574,58929124.0,3,23,1668803983,1574150004,,58929054,CC BY-SA 4.0,https://stackoverflow.com/questions/58929054/how-do-i-get-the-key-of-a-value-in-a-typescript-record,How do I get the key of a value in a Typescript Record,,,
5,"['javascript', 'automation', 'bots', 'discord', 'discord.js']","{'user_type': 'does_not_exist', 'display_name': 'user12315589'}",False,7503,,1,2,1668787320,1572781566,1573089884.0,58679839,CC BY-SA 4.0,https://stackoverflow.com/questions/58679839/discord-bot-normal-user-name-from-pc-but-invalid-user-from-phone,"Discord bot normal user name from pc, but @invalid-user from phone",,,
6,"['javascript', 'node.js', 'express', 'asynchronous', 'cors']","{'account_id': 16885744, 'reputation': 504, 'user_id': 12225941, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-jszXFa5wdbw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfy9UueCgl0dBClCpYMGhQHBCFStA/photo.jpg?sz=256', 'display_name': 'Alessio Marchi', 'link': 'https://stackoverflow.com/users/12225941/alessio-marchi'}",True,7754,58728241.0,3,2,1668716934,1573036556,1573036810.0,58728146,CC BY-SA 4.0,https://stackoverflow.com/questions/58728146/wait-for-async-function-to-finish-before-app-listen-in-express,Wait for async function to finish before app.listen in Express,,,
7,"['javascript', 'node.js', 'post', 'axios', 'response']","{'account_id': 16122118, 'reputation': 1880, 'user_id': 11637854, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8aJwv.jpg?s=256&g=1', 'display_name': 'aldenn', 'link': 'https://stackoverflow.com/users/11637854/aldenn'}",True,10795,62212128.0,2,4,1668684131,1573022014,1573023399.0,58724317,CC BY-SA 4.0,https://stackoverflow.com/questions/58724317/axios-response-error-certificate-has-expired,Axios response Error: certificate has expired,,,
8,"['javascript', 'angular', 'typescript', 'redux', 'ngrx']","{'account_id': 1296190, 'reputation': 1289, 'user_id': 1259768, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/b32328e467aa3309a94aa26804a8257b?s=256&d=identicon&r=PG', 'display_name': 'Marium Malik', 'link': 'https://stackoverflow.com/users/1259768/marium-malik'}",False,1925,,2,2,1668671440,1573601716,1592644375.0,58828260,CC BY-SA 4.0,https://stackoverflow.com/questions/58828260/type-observablevoid-is-not-assignable-to-type-void-action-observableac,Type &#39;Observable&lt;void&gt;&#39; is not assignable to type &#39;void | Action | Observable&lt;Action&gt;&#39;. when adding an effect,,,
9,"['javascript', 'json', 'reactjs', 'next.js']","{'account_id': 16996606, 'reputation': 51, 'user_id': 12337025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/984b5dae26365519ab9ca91da282d336?s=256&d=identicon&r=PG&f=1', 'display_name': 'AgileDom', 'link': 'https://stackoverflow.com/users/12337025/agiledom'}",True,13650,,2,1,1668632766,1573986188,,58899506,CC BY-SA 4.0,https://stackoverflow.com/questions/58899506/pass-props-to-a-child-component-on-page-load-react-with-next-js,Pass props to a child component on page load - react with next.js,,,
