,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'node.js']","{'account_id': 10145646, 'reputation': 145, 'user_id': 7493885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b84f66f5755654cbf12136145d844bf8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Narges Moemenyan', 'link': 'https://stackoverflow.com/users/7493885/narges-moemenyan'}",False,2712,1,1,1669163780,1576140784,1576141130.0,59300786,CC BY-SA 4.0,https://stackoverflow.com/questions/59300786/is-numjs-the-equivalent-of-numpy-in-javascript-what-are-its-dependencies-to-wor,Is numjs the equivalent of numpy in javascript? What are its dependencies to work?,,,,,
1,"['javascript', 'reactjs']","{'account_id': 17267146, 'reputation': 51, 'user_id': 12503599, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/011e2e250beb717077cb87c87c6cd9af?s=256&d=identicon&r=PG&f=1', 'display_name': 'gauarv', 'link': 'https://stackoverflow.com/users/12503599/gauarv'}",False,586,1,5,1669110429,1577364173,1577367232.0,59488664,CC BY-SA 4.0,https://stackoverflow.com/questions/59488664/react-image-magnify-reduce-height-and-width,react-image-magnify reduce height and width,,,,,
2,"['javascript', 'jquery', 'selection-api']","{'account_id': 4082615, 'reputation': 2070, 'user_id': 3352734, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://graph.facebook.com/1820500093/picture?type=large', 'display_name': 'maximelian1986', 'link': 'https://stackoverflow.com/users/3352734/maximelian1986'}",False,255,1,0,1669018156,1576138140,1669018156.0,59300151,CC BY-SA 4.0,https://stackoverflow.com/questions/59300151/getting-cursor-position-in-input-type-number,Getting cursor position in input type number,,,,,
3,"['javascript', 'regex', 'selection-api']","{'account_id': 5152463, 'reputation': 4144, 'user_id': 4126657, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/MTpcC.png?s=256&g=1', 'display_name': 'Josh O&#39;Connor', 'link': 'https://stackoverflow.com/users/4126657/josh-oconnor'}",True,134,2,1,1669018076,1577218831,1669018076.0,59473111,CC BY-SA 4.0,https://stackoverflow.com/questions/59473111/detect-if-word-at-selectionstart-is-a-url,Detect if word at selectionStart is a URL,59473451.0,,,,
4,"['javascript', 'typescript']","{'account_id': 273943, 'reputation': 21585, 'user_id': 565877, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/529124441fe482b523c6c06690c8f9cf?s=256&d=identicon&r=PG', 'display_name': 'Devin Rhode', 'link': 'https://stackoverflow.com/users/565877/devin-rhode'}",False,503,1,7,1668893956,1577487902,1577575719.0,59506821,CC BY-SA 4.0,https://stackoverflow.com/questions/59506821/starter-tsconfig-json-that-is-the-most-laxed-loose-for-pure-javascript-projects,Starter tsconfig.json that is the most laxed/loose for pure javascript projects not using typescript?,,,,,
5,"['javascript', 'firebase', 'google-cloud-firestore']","{'account_id': 12818260, 'reputation': 129, 'user_id': 9274184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d070db465628c7678f368c98d219abfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cho Cho', 'link': 'https://stackoverflow.com/users/9274184/cho-cho'}",True,7083,5,8,1668553072,1575931542,1576013674.0,59257753,CC BY-SA 4.0,https://stackoverflow.com/questions/59257753/firebase-firestore-query-an-array-of-more-than-10-elements,Firebase Firestore query an array of more than 10 elements,59257900.0,,,,
6,"['javascript', 'google-maps', 'google-chrome', 'google-maps-api-3', 'geolocation']","{'account_id': 6933578, 'reputation': 448, 'user_id': 5322331, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dd7e838850a9ba4b1ac322376f95e98?s=256&d=identicon&r=PG', 'display_name': 'meti', 'link': 'https://stackoverflow.com/users/5322331/meti'}",True,373,1,2,1668344183,1575819055,1575819465.0,59236934,CC BY-SA 4.0,https://stackoverflow.com/questions/59236934/chrome-geolocation-in-iran,Chrome geolocation in iran,59244825.0,,,,
7,"['javascript', 'node.js', 'json']","{'account_id': 17345742, 'reputation': 205, 'user_id': 12565399, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8hVvV76-9ps/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3redy2Ri6IZsHlXjBazr0ztZoEs5SQ/photo.jpg?sz=256', 'display_name': 'Eexy', 'link': 'https://stackoverflow.com/users/12565399/eexy'}",True,16202,3,4,1668264117,1576762905,,59410974,CC BY-SA 4.0,https://stackoverflow.com/questions/59410974/import-json-file-in-nodejs-using-es6,Import JSON file in NodeJs using es6,59411174.0,,,,
8,"['javascript', 'reactjs', 'react-native', 'redux', 'redux-saga']","{'account_id': 17288546, 'reputation': 163, 'user_id': 12520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdc030cb3445c29ea982e1999bc1ad11?s=256&d=identicon&r=PG&f=1', 'display_name': 'dave', 'link': 'https://stackoverflow.com/users/12520615/dave'}",True,19079,2,14,1668252906,1576098787,1668252906.0,59294165,CC BY-SA 4.0,https://stackoverflow.com/questions/59294165/how-to-pass-parameters-with-redux-saga,How to pass parameters with redux-saga,59294603.0,,,,
9,"['javascript', 'html', 'reactjs', 'html5-video']","{'account_id': 8437736, 'reputation': 1098, 'user_id': 6331353, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/cd7f6cc42c46c3a65c58ff594d962597?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/6331353/sam'}",True,9913,5,5,1668250839,1576738653,1668250839.0,59404642,CC BY-SA 4.0,https://stackoverflow.com/questions/59404642/react-html-video-tag-wont-autoplay-on-mobile-devices,React (HTML) video tag won&#39;t autoplay on mobile devices,59418124.0,,,,
10,"['javascript', 'reactjs', 'typescript', 'material-ui', 'create-react-app']","{'account_id': 2166986, 'reputation': 177, 'user_id': 1919906, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/efaa25dd484b36f07c65a4766d2287a5?s=256&d=identicon&r=PG', 'display_name': 'TheMissingNTLDR', 'link': 'https://stackoverflow.com/users/1919906/themissingntldr'}",True,22751,7,14,1668206788,1576536963,1659087961.0,59365396,CC BY-SA 4.0,https://stackoverflow.com/questions/59365396/how-to-use-material-ui-custom-theme-in-react-with-typescript,How to use Material UI custom theme in React with Typescript,70015052.0,,,,
11,"['javascript', 'rxjs']","{'account_id': 13282893, 'reputation': 833, 'user_id': 9589875, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Viaib.jpg?s=256&g=1', 'display_name': 'MJ_Wales', 'link': 'https://stackoverflow.com/users/9589875/mj-wales'}",True,483,1,5,1668181680,1576080901,1576082290.0,59289937,CC BY-SA 4.0,https://stackoverflow.com/questions/59289937/rxjs-buffer-stream-until-function-returns-true,rxjs - buffer stream until function returns true,59302637.0,,,,
