,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'recursion', 'design-patterns', 'numbers', 'cascade']","{'account_id': 23083703, 'reputation': 145, 'user_id': 17195574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37429752813c0c43b4249203e4f11205?s=256&d=identicon&r=PG', 'display_name': 'DaShaman', 'link': 'https://stackoverflow.com/users/17195574/dashaman'}",True,1317,4,0,1669064490,1636756001,69949702,CC BY-SA 4.0,https://stackoverflow.com/questions/69949702/i-am-attempting-to-output-a-pattern-of-numbers-that-takes-an-input-and-descends,I am attempting to output a pattern of numbers that takes an input and descends then ascends back up to the original number one digit at a time,,,,,,
1,"['javascript', 'css', 'navbar']","{'account_id': 23271111, 'reputation': 11, 'user_id': 17355925, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgfK7zuzhDwordaPFiCFW3AXCaJLF4xNMqPkQtS_w=k-s256', 'display_name': 'Oasix89', 'link': 'https://stackoverflow.com/users/17355925/oasix89'}",False,1231,1,1,1669043697,1636365390,69881583,CC BY-SA 4.0,https://stackoverflow.com/questions/69881583/bootstrap-5-1-3-navbar-not-collapse-after-click,Bootstrap 5.1.3 navbar not collapse after click,1669043697.0,,,,,
2,"['javascript', 'html', 'reactjs', 'if-statement', 'selection-api']","{'account_id': 23235966, 'reputation': 63, 'user_id': 17325971, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8v0Zy.jpg?s=256&g=1', 'display_name': 'David Abramov', 'link': 'https://stackoverflow.com/users/17325971/david-abramov'}",True,93,1,0,1669018456,1636233674,69868000,CC BY-SA 4.0,https://stackoverflow.com/questions/69868000/event-onkeydown-work-incorrectly-in-react-app,Event &quot;OnKeyDown&#39;&#39; work incorrectly in react App,1669018456.0,69874949.0,,,,
3,"['javascript', 'html', 'reactjs', 'onkeydown', 'selection-api']","{'account_id': 23235966, 'reputation': 63, 'user_id': 17325971, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8v0Zy.jpg?s=256&g=1', 'display_name': 'David Abramov', 'link': 'https://stackoverflow.com/users/17325971/david-abramov'}",True,148,1,1,1669018424,1636182650,69862082,CC BY-SA 4.0,https://stackoverflow.com/questions/69862082/event-onkeydown-fires-only-once-in-react-app,Event “OnKeyDown” fires only once in react app,1669018424.0,69867455.0,,,,
4,"['javascript', 'url', 'cypress', 'cypress-intercept']","{'account_id': 21894891, 'reputation': 51, 'user_id': 16181294, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xekMC.jpg?s=256&g=1', 'display_name': 'Ignis Abbot', 'link': 'https://stackoverflow.com/users/16181294/ignis-abbot'}",False,70,1,1,1669014606,1636485210,69903778,CC BY-SA 4.0,https://stackoverflow.com/questions/69903778/cypress-intercept-refining-url,"Cypress Intercept, refining url",1669014606.0,,,,,
5,"['javascript', 'css', 'reactjs', 'webpack', 'frontend']","{'account_id': 5424720, 'reputation': 2429, 'user_id': 4317383, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/b5f458620efb40a779ca01ff8f7b4c2c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rose', 'link': 'https://stackoverflow.com/users/4317383/rose'}",True,3628,3,4,1668974142,1636496654,69905828,CC BY-SA 4.0,https://stackoverflow.com/questions/69905828/resolving-css-background-image-url-with-webpack,Resolving css background-image url with Webpack,1636499731.0,69906036.0,,,,
6,"['javascript', 'animation', 'onclick']","{'account_id': 23444480, 'reputation': 1, 'user_id': 17501499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea433e27bc81d78fd590d47a92354b16?s=256&d=identicon&r=PG', 'display_name': 'coolguy89', 'link': 'https://stackoverflow.com/users/17501499/coolguy89'}",False,173,1,0,1668952266,1637783449,70102151,CC BY-SA 4.0,https://stackoverflow.com/questions/70102151/javascript-moving-element-to-mouse-click-position-element-not-responding,"Javascript moving element to mouse click position, element not responding",1637783775.0,,,,,
7,"['javascript', 'html', 'angular', 'angular-material']","{'account_id': 22825754, 'reputation': 59, 'user_id': 16975051, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJw51CMT0JuuMbFlKblz9kEioGTWocPvEl7_BWze=k-s256', 'display_name': 'Jade', 'link': 'https://stackoverflow.com/users/16975051/jade'}",True,1084,3,2,1668940025,1636621331,69925623,CC BY-SA 4.0,https://stackoverflow.com/questions/69925623/how-to-show-only-date-icon-in-native-html-element,How to Show only date icon in native HTML element?,1636654251.0,69953594.0,,,,
8,"['javascript', 'typescript']","{'account_id': 5972957, 'reputation': 15427, 'user_id': 4694781, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/db2063935189c90374d7d1fc11765bb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'PositiveGuy', 'link': 'https://stackoverflow.com/users/4694781/positiveguy'}",True,27605,3,43,1668895630,1637822945,70106880,CC BY-SA 4.0,https://stackoverflow.com/questions/70106880/err-import-assertion-type-missing-for-import-of-json-file,ERR_IMPORT_ASSERTION_TYPE_MISSING for import of json file,1663344365.0,70106896.0,,,,
9,"['javascript', 'arrays', 'function', 'methods', 'internals']","{'account_id': 16612717, 'reputation': 56, 'user_id': 12005221, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8020357fd208a04ee45c1c4d98427a5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hari Ram', 'link': 'https://stackoverflow.com/users/12005221/hari-ram'}",False,48,0,0,1668890621,1637392367,70043952,,https://stackoverflow.com/questions/70043952/how-does-the-array-get-updated-on-updating-the-property-length-of-the-array-in,How does the array get updated on updating the property &#39;length&#39; of the array in JavaScript?,,,1668890587.0,Duplicate,,
