,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from
0,"['javascript', 'reactjs', 'unit-testing', 'jestjs', 'react-testing-library']","{'account_id': 8702776, 'reputation': 1905, 'user_id': 6511990, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50509af8cfc93c535d6f4d1dfd0d65f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'dorriz', 'link': 'https://stackoverflow.com/users/6511990/dorriz'}",True,126654,56557915.0,12,134,1669157233,1560267391,1632172463.0,56547215,CC BY-SA 4.0,https://stackoverflow.com/questions/56547215/react-testing-library-why-is-tobeinthedocument-not-a-function,react-testing-library why is toBeInTheDocument() not a function,,,,
1,"['javascript', 'postgresql-11']","{'account_id': 9722827, 'reputation': 467, 'user_id': 7210966, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8d74c4269cfaa7c87bc2e16863048f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'SharpBCD', 'link': 'https://stackoverflow.com/users/7210966/sharpbcd'}",True,6525,56820521.0,2,5,1669101718,1561837291,1561837651.0,56820404,CC BY-SA 4.0,https://stackoverflow.com/questions/56820404/convert-from-js-timestamp-to-postgresql-timestamp-with-time-zone,Convert from JS timestamp to Postgresql Timestamp with time zone,,,,
2,"['javascript', 'html', 'node.js']","{'account_id': 13877036, 'reputation': 38, 'user_id': 10018426, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214632558200424/picture?type=large', 'display_name': 'Diego Andres Castillo Villalon', 'link': 'https://stackoverflow.com/users/10018426/diego-andres-castillo-villalon'}",False,437,,1,0,1669058618,1560108434,1669058618.0,56517756,CC BY-SA 4.0,https://stackoverflow.com/questions/56517756/how-to-load-a-javascript-file-on-the-browser-with-a-html-using-node-js,How to load a javascript file on the browser with a html using node.js,,,,
3,"['javascript', 'jquery', 'vue.js', 'vue-component', 'vue-cli']","{'account_id': 14029843, 'reputation': 91, 'user_id': 10133984, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2099178710093767/picture?type=large', 'display_name': 'Angello L.', 'link': 'https://stackoverflow.com/users/10133984/angello-l'}",True,30084,56739601.0,2,7,1669023461,1561387740,1561389012.0,56739111,CC BY-SA 4.0,https://stackoverflow.com/questions/56739111/prevent-scrolling-in-vuejs,Prevent Scrolling in VueJS,,,,
4,"['javascript', 'jquery', 'selection-api']","{'account_id': 2783205, 'reputation': 4427, 'user_id': 2395282, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/5288e264f59cd7f38e4faca92a1fc5fc?s=256&d=identicon&r=PG', 'display_name': 'vimuth', 'link': 'https://stackoverflow.com/users/2395282/vimuth'}",True,221,56725966.0,1,0,1669018133,1561295596,1669018133.0,56724226,CC BY-SA 4.0,https://stackoverflow.com/questions/56724226/typeerror-text-value-is-undefined,TypeError: text.value is undefined,,,,
5,"['javascript', 'react-native']","{'account_id': 7785494, 'reputation': 9, 'user_id': 5890517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23a02b308dbda7f8be61dcc2710d6b97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brad', 'link': 'https://stackoverflow.com/users/5890517/brad'}",True,2164,,4,0,1668878168,1559355489,1568588349.0,56403384,CC BY-SA 4.0,https://stackoverflow.com/questions/56403384/react-native-image-slider-cannot-display-local-images,react-native-image-slider (cannot display local images),,,,
6,"['javascript', 'mysql', 'node.js']","{'account_id': 11054578, 'reputation': 130, 'user_id': 11340913, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iUClk.jpg?s=256&g=1', 'display_name': 'Alexandru-Eugen Toma', 'link': 'https://stackoverflow.com/users/11340913/alexandru-eugen-toma'}",True,1111,,3,1,1668855768,1561027114,,56684203,CC BY-SA 4.0,https://stackoverflow.com/questions/56684203/cannot-access-countid-from-rowdatapacket-after-executing-select-count-que,"Cannot Access &#39;COUNT(id)&#39; from RowDataPacket, after executing &#39;SELECT COUNT&#39; query",,,,
7,"['javascript', 'node.js', 'lodash', 'template-literals']","{'account_id': 14050261, 'reputation': 149, 'user_id': 10149240, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/007e4fb6482a5d664e39091f82a919a9?s=256&d=identicon&r=PG', 'display_name': 'Jeremy M', 'link': 'https://stackoverflow.com/users/10149240/jeremy-m'}",True,4848,56517885.0,2,2,1668845824,1560109111,1560117175.0,56517836,CC BY-SA 4.0,https://stackoverflow.com/questions/56517836/using-template-literals-with-lodash-template,Using Template Literals with Lodash _.template(),,,,
8,"['javascript', 'ecmascript-6', 'es6-modules']","{'account_id': 13416059, 'reputation': 7726, 'user_id': 9680534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e6c7d0f0755cf8faff32458ff2f08b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Avin Kavish', 'link': 'https://stackoverflow.com/users/9680534/avin-kavish'}",True,1519,,2,5,1668845140,1561882693,,56823415,CC BY-SA 4.0,https://stackoverflow.com/questions/56823415/prevent-esmodules-from-being-deferred-when-imported-with-script-tag,Prevent ESModules from being deferred when imported with script tag,,,,
9,"['javascript', 'tensorflow', 'google-chrome-extension', 'tensorflow.js']","{'account_id': 16142719, 'reputation': 41, 'user_id': 11654761, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/161524f077ac85dca1265a8f747f29f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'my name', 'link': 'https://stackoverflow.com/users/11654761/my-name'}",True,1335,,1,4,1668813466,1560686445,1668813466.0,56618633,CC BY-SA 4.0,https://stackoverflow.com/questions/56618633/cant-import-tensorflow-js-in-chrome-extension,Can&#39;t import tensorflow.js in chrome extension,,,,
10,['javascript'],"{'account_id': 12445956, 'reputation': 460, 'user_id': 9062144, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-4aoXKwzCuoU/AAAAAAAAAAI/AAAAAAAAHAA/6v0xY3iuHtk/photo.jpg?sz=256', 'display_name': 'Mario Nezmah', 'link': 'https://stackoverflow.com/users/9062144/mario-nezmah'}",True,12262,56405190.0,1,6,1668775953,1559378742,1668775953.0,56405171,CC BY-SA 4.0,https://stackoverflow.com/questions/56405171/how-to-declare-an-empty-numeric-number-value-in-javascript,how to declare an empty numeric (number) value in javaScript,,,,
11,"['javascript', 'firebase', 'validation', 'react-native', 'textinput']","{'user_type': 'does_not_exist', 'display_name': 'user11393215'}",False,10165,,1,2,1668758510,1560498010,1560501674.0,56593597,CC BY-SA 4.0,https://stackoverflow.com/questions/56593597/to-apply-the-validation-and-set-the-password-and-confirm-password-same-in-react,To Apply the validation and set the password and confirm password same in react native,,,,
12,"['javascript', 'css', 'reactjs', 'material-ui', 'dom-events']","{'account_id': 13188297, 'reputation': 90, 'user_id': 9525486, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Catalin Leca', 'link': 'https://stackoverflow.com/users/9525486/catalin-leca'}",True,1309,56457415.0,3,1,1668611473,1559665435,1559724126.0,56447828,CC BY-SA 4.0,https://stackoverflow.com/questions/56447828/stop-parent-component-ripple-being-triggered-from-child-component,Stop parent component ripple being triggered from child component,,,,
13,"['javascript', 'reactjs']","{'account_id': 7727442, 'reputation': 881, 'user_id': 5851636, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/17USN.jpg?s=256&g=1', 'display_name': 'tcetin', 'link': 'https://stackoverflow.com/users/5851636/tcetin'}",True,4227,,1,1,1668204879,1559862572,,56486124,CC BY-SA 4.0,https://stackoverflow.com/questions/56486124/cant-get-offsetheight-from-react-ref,Can&#39;t get offsetHeight from React Ref,,,,
14,"['javascript', 'angular', 'angular5']","{'account_id': 14437012, 'reputation': 748, 'user_id': 10428763, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pcG8N.jpg?s=256&g=1', 'display_name': 'Kishan Patel', 'link': 'https://stackoverflow.com/users/10428763/kishan-patel'}",True,596,58450038.0,2,3,1668183625,1559655354,1668116125.0,56445065,CC BY-SA 4.0,https://stackoverflow.com/questions/56445065/angular2-mentions-how-i-can-add-url-link-to-mentioned-user-from-angular2-menti,Angular2-mentions - How I can add URL link to mentioned user from angular2-mentions in angular 4,,,,
15,"['javascript', 'node.js', 'electron']","{'account_id': 11944010, 'reputation': 11, 'user_id': 8739807, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-K3mQT5xHlpM/AAAAAAAAAAI/AAAAAAAAARM/PaagtvRWX8k/photo.jpg?sz=256', 'display_name': 'Cheng Benny', 'link': 'https://stackoverflow.com/users/8739807/cheng-benny'}",False,8252,,1,0,1668128445,1560652541,1560696465.0,56615651,CC BY-SA 4.0,https://stackoverflow.com/questions/56615651/is-it-possible-to-create-file-list-in-electron,Is it possible to create file list in Electron?,,,,
16,['javascript'],"{'account_id': 3581514, 'reputation': 1571, 'user_id': 5651359, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/lBZxD.jpg?s=256&g=1', 'display_name': 'boden', 'link': 'https://stackoverflow.com/users/5651359/boden'}",True,1139,56451538.0,2,1,1668118217,1559682433,1559683334.0,56451370,CC BY-SA 4.0,https://stackoverflow.com/questions/56451370/how-to-get-pixel-number-from-image-by-click,How to get pixel number from image by click?,,,,
17,"['javascript', 'reactjs', 'react-hooks', 'material-ui']","{'account_id': 9462219, 'reputation': 3180, 'user_id': 7035646, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://i.stack.imgur.com/gLZT1.jpg?s=256&g=1', 'display_name': 'lwin', 'link': 'https://stackoverflow.com/users/7035646/lwin'}",True,619918,56664084.0,44,233,1667918830,1560934635,1631736887.0,56663785,CC BY-SA 4.0,https://stackoverflow.com/questions/56663785/invalid-hook-call-hooks-can-only-be-called-inside-of-the-body-of-a-function-com,Invalid hook call. Hooks can only be called inside of the body of a function component,1643623887.0,,,
18,"['javascript', 'typescript', 'phaser-framework']","{'account_id': 10403549, 'reputation': 11, 'user_id': 10380383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ee550fcf0d74abdf783afbcb6472a0a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zenderg', 'link': 'https://stackoverflow.com/users/10380383/zenderg'}",True,2364,,3,1,1667901561,1559426525,,56410746,CC BY-SA 4.0,https://stackoverflow.com/questions/56410746/phaser-3-create-circle-zone,Phaser 3 create circle zone,,,,
19,"['javascript', 'parsing', 'search']","{'account_id': 6358439, 'reputation': 88, 'user_id': 4934813, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6969552e40f63fdd19400d9d99a74c58?s=256&d=identicon&r=PG&f=1', 'display_name': 'TehEbil', 'link': 'https://stackoverflow.com/users/4934813/tehebil'}",False,107,,1,0,1667811884,1561841737,1562616140.0,56820811,CC BY-SA 4.0,https://stackoverflow.com/questions/56820811/search-engine-and-or-not-query-parser,Search Engine AND OR NOT () query parser,,,,
20,"['javascript', 'python', 'django', 'vue.js']","{'account_id': 168751, 'reputation': 117, 'user_id': 394410, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54ce741ffaedaf07efb9cc340ab1a3d2?s=256&d=identicon&r=PG', 'display_name': 'ArmoredSandwich', 'link': 'https://stackoverflow.com/users/394410/armoredsandwich'}",True,2019,,2,1,1667602453,1559656142,1657763337.0,56445311,CC BY-SA 4.0,https://stackoverflow.com/questions/56445311/how-to-pass-django-variable-to-vue-prop,How to pass Django variable to Vue prop,,,,
21,"['javascript', 'css', 'reactjs', 'react-native']","{'account_id': 11570111, 'reputation': 1764, 'user_id': 8477139, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ox5SwCtfow0/AAAAAAAAAAI/AAAAAAAAABI/dxN7vpD-lek/photo.jpg?sz=256', 'display_name': 'Abhigyan Gaurav', 'link': 'https://stackoverflow.com/users/8477139/abhigyan-gaurav'}",True,44746,56575503.0,7,25,1667475736,1560410958,,56575412,CC BY-SA 4.0,https://stackoverflow.com/questions/56575412/how-to-draw-dashed-border-style-in-react-native,How to draw dashed border style in react native,,,,
