,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date
0,"['javascript', 'jquery', 'webpack']","{'account_id': 1403299, 'reputation': 21062, 'user_id': 1331671, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/5zChO.jpg?s=256&g=1', 'display_name': 'Ron', 'link': 'https://stackoverflow.com/users/1331671/ron'}",True,72,62045557.0,1,2,1669212464,1590407844,1669212453.0,62001961,CC BY-SA 4.0,https://stackoverflow.com/questions/62001961/custom-jquery-extensions-plugin-not-found-when-using-webpack,Custom jQuery extensions/plugin not found when using webpack,,,
1,"['javascript', 'html', 'jquery', 'jspdf', 'page-break']","{'account_id': 381214, 'reputation': 117, 'user_id': 12673130, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xbmlN.png?s=256&g=1', 'display_name': 'Abdullah', 'link': 'https://stackoverflow.com/users/12673130/abdullah'}",True,1303,62122810.0,2,2,1669175008,1590499865,,62023316,CC BY-SA 4.0,https://stackoverflow.com/questions/62023316/jspdf-html-method-with-addpage-to-split-pages-in-generated-pdf,jsPDF html method with addPage to split pages in generated PDF,,,
2,"['javascript', 'ecmascript-6', 'es6-modules']","{'account_id': 29855, 'reputation': 4036, 'user_id': 80969, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c56c166cc5512ba7056bd0e8f15b62b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fer', 'link': 'https://stackoverflow.com/users/80969/fer'}",True,1245,,2,3,1669158181,1588678682,,61612246,CC BY-SA 4.0,https://stackoverflow.com/questions/61612246/domcontentloaded-never-fires-inside-a-module,DOMContentLoaded never fires inside a module,,,
3,"['javascript', 'reactjs', 'babel-polyfill']","{'account_id': 1886091, 'reputation': 24430, 'user_id': 1705266, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/eV8wY.png?s=256&g=1', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/1705266/sam'}",False,753,,1,3,1669143901,1588373929,,61552097,CC BY-SA 4.0,https://stackoverflow.com/questions/61552097/switching-from-babel-polyfill-to-core-js-in-react-app,Switching from babel-polyfill to core-js in React app,,,
4,"['javascript', 'node.js', 'asynchronous', 'async-await']","{'account_id': 210629, 'reputation': 13304, 'user_id': 462347, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/d4a844ef3b87269a475befa714ea708d?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/462347/mike'}",True,129,61930396.0,2,1,1669133915,1590049504,1669133915.0,61930276,CC BY-SA 4.0,https://stackoverflow.com/questions/61930276/should-be-js-functions-defined-as-async-after-introduction-of-top-level-await,Should be JS functions defined as async after introduction of &quot;Top-level await&quot;?,,,
5,"['javascript', 'arrays', 'reactjs', 'input']","{'account_id': 13143602, 'reputation': 25, 'user_id': 9494355, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'NetworkUser', 'link': 'https://stackoverflow.com/users/9494355/networkuser'}",True,232,61783891.0,2,1,1669065181,1589398094,1589399565.0,61783267,CC BY-SA 4.0,https://stackoverflow.com/questions/61783267/combine-two-variables-into-one-input-attribute-js,Combine two variables into one input attribute JS,,,
6,"['javascript', 'reactjs', 'react-native', 'local-storage']","{'account_id': 18202456, 'reputation': 406, 'user_id': 13246365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f282e02a34b8c85d9c1da29aee72e5c?s=256&d=identicon&r=PG&f=1', 'display_name': 'grooot', 'link': 'https://stackoverflow.com/users/13246365/grooot'}",True,5106,62115723.0,4,4,1669055744,1590924816,,62115591,CC BY-SA 4.0,https://stackoverflow.com/questions/62115591/local-storage-react-native,Local Storage - React Native,,,
7,"['javascript', 'arrays', 'object']","{'account_id': 15935064, 'reputation': 89, 'user_id': 11498450, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-I6ZDDF1jaOs/AAAAAAAAAAI/AAAAAAAAAA4/tEzRqqlMQWs/photo.jpg?sz=256', 'display_name': 'babak abdzadeh', 'link': 'https://stackoverflow.com/users/11498450/babak-abdzadeh'}",True,64,74522971.0,2,1,1669052946,1590590920,1669052503.0,62046009,CC BY-SA 4.0,https://stackoverflow.com/questions/62046009/how-to-divide-an-object-into-smaller-sub-objects-based-on-pattern-id-number-re,"How to divide an object into smaller sub objects based on pattern, id number, regex on key names?",,,
8,"['javascript', 'node.js', 'express', 'mongoose', 'passport-local']","{'account_id': 18686331, 'reputation': 69, 'user_id': 13621753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-hFl2HKfWziM/AAAAAAAAAAI/AAAAAAAACVw/AMZuucl8AloindG5l6xqAffO4BHxc_tf4w/photo.jpg?sz=256', 'display_name': 'Godz MadGOD', 'link': 'https://stackoverflow.com/users/13621753/godz-madgod'}",True,787,62080436.0,2,2,1669039753,1590683591,1592644375.0,62069850,CC BY-SA 4.0,https://stackoverflow.com/questions/62069850/first-param-to-schema-plugin-must-be-a-function-passport-local-mongoose,First param to schema.plugin must be a function (passport-local-mongoose),,,
9,"['javascript', 'css']","{'account_id': 17916241, 'reputation': 13, 'user_id': 13017116, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhdD0luq4xJVdk2wYoINFW74SCTs4S1u5sVdb0gAg=k-s256', 'display_name': 'Umut PAMUK', 'link': 'https://stackoverflow.com/users/13017116/umut-pamuk'}",False,76,,1,0,1669036717,1590734924,1669036717.0,62080212,CC BY-SA 4.0,https://stackoverflow.com/questions/62080212/how-to-turn-collapse-on-and-off-with-javascript,How to turn collapse on and off with javascript,,,
