,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
0,"['javascript', 'jquery', 'jquery-clone']","{'account_id': 8890826, 'reputation': 555, 'user_id': 6637438, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/PVqGB.jpg?s=256&g=1', 'display_name': 'Draxy', 'link': 'https://stackoverflow.com/users/6637438/draxy'}",True,680,58128160.0,3,1,1669208058,1569558980,58127955,CC BY-SA 4.0,https://stackoverflow.com/questions/58127955/jquery-clone-only-works-once,Jquery .clone() only works once,,,,,
1,"['javascript', 'ios', 'ios13', 'ipados']","{'account_id': 225467, 'reputation': 7424, 'user_id': 485961, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/2XRA9.jpg?s=256&g=1', 'display_name': 'Wonka', 'link': 'https://stackoverflow.com/users/485961/wonka'}",True,42262,57838385.0,9,22,1669192373,1567530119,57776001,CC BY-SA 4.0,https://stackoverflow.com/questions/57776001/how-to-detect-ipad-pro-as-ipad-using-javascript,How to detect iPad Pro as iPad using javascript?,1568316916.0,,,,
2,"['javascript', 'forms', 'state', 'svelte']","{'account_id': 16726947, 'reputation': 161, 'user_id': 12090339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b628ce095eed27aac44838029695e35?s=256&d=identicon&r=PG&f=1', 'display_name': 'always_testing', 'link': 'https://stackoverflow.com/users/12090339/always-testing'}",True,11108,,2,16,1669184018,1568897050,58011307,CC BY-SA 4.0,https://stackoverflow.com/questions/58011307/svelte-js-how-to-rerender-child-components-with-new-props,Svelte.js - How to rerender child components with new props?,1568903084.0,,,,
3,"['javascript', 'jquery', 'css']","{'account_id': 2985529, 'reputation': 3197, 'user_id': 2534479, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/2472926967c5dbb6e31895a660a472ce?s=256&d=identicon&r=PG', 'display_name': 'aldrien.h', 'link': 'https://stackoverflow.com/users/2534479/aldrien-h'}",True,457,58056007.0,2,0,1669158459,1569209916,58055358,CC BY-SA 4.0,https://stackoverflow.com/questions/58055358/juxtapose-plugin-issue-on-boostrap-modal-preview-is-too-small,"Juxtapose plugin issue on boostrap modal, preview is too small",1569221696.0,,,,
4,"['javascript', 'node.js', 'webrtc', 'puppeteer']","{'account_id': 2091787, 'reputation': 1519, 'user_id': 1861447, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d61fb7b17b58891bf414b9d53e7bbb0d?s=256&d=identicon&r=PG', 'display_name': 'Austin', 'link': 'https://stackoverflow.com/users/1861447/austin'}",True,774,,1,1,1669115549,1567567667,57781106,CC BY-SA 4.0,https://stackoverflow.com/questions/57781106/how-to-use-getstats-api,How to use getStats api,1567618619.0,,,,
5,"['javascript', 'arrays', 'node.js', 'reactjs', 'object']","{'account_id': 13352109, 'reputation': 31, 'user_id': 9637014, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'poran', 'link': 'https://stackoverflow.com/users/9637014/poran'}",False,8399,,6,0,1669068425,1568697585,57967757,CC BY-SA 4.0,https://stackoverflow.com/questions/57967757/how-can-i-pass-multiple-value-by-select-in-reactjs,How can I pass multiple value by select in reactjs,1568697643.0,,,,
6,"['javascript', 'html', 'css']","{'account_id': 16621960, 'reputation': 9, 'user_id': 12011992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c80cd9604c1b20b4c7ee1acfd823bec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Itsbarker23', 'link': 'https://stackoverflow.com/users/12011992/itsbarker23'}",False,693,,1,0,1669055491,1567472040,57763857,CC BY-SA 4.0,https://stackoverflow.com/questions/57763857/how-to-make-page-auto-scroll-when-page-expands-collapsible-content,How to make page auto scroll when page expands? (Collapsible content),1669055491.0,,,,
7,"['javascript', 'reactjs', 'react-router-v4', 'react-router-dom']","{'account_id': 13157914, 'reputation': 3848, 'user_id': 9504458, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WwLYxZDTcu8/AAAAAAAAAAI/AAAAAAAAZF4/6lngnHRUX7c/photo.jpg?sz=256', 'display_name': 'Erik Mart&#237;n Jord&#225;n', 'link': 'https://stackoverflow.com/users/9504458/erik-mart%c3%adn-jord%c3%a1n'}",True,28166,57989245.0,4,27,1669009919,1568788296,57986395,CC BY-SA 4.0,https://stackoverflow.com/questions/57986395/react-useeffect-is-not-triggering-on-route-change,React useEffect is not triggering on route change,1568796239.0,,,,
8,"['javascript', 'html', 'reactjs']","{'account_id': 9196910, 'reputation': 956, 'user_id': 6835349, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b4ad5ea265345db9ef67b0ab02b0216?s=256&d=identicon&r=PG', 'display_name': 'Chintan Palan', 'link': 'https://stackoverflow.com/users/6835349/chintan-palan'}",True,293,61266393.0,2,0,1668997848,1569499751,58116523,CC BY-SA 4.0,https://stackoverflow.com/questions/58116523/want-to-move-cursor-across-multiple-content-editable-divs-depending-on-keypress,Want to move cursor across multiple content editable divs depending on keypress,,,,,
9,"['javascript', 'lazy-evaluation']","{'account_id': 2187161, 'reputation': 8491, 'user_id': 1935318, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/QEFDR.jpg?s=256&g=1', 'display_name': 'jeanpaul62', 'link': 'https://stackoverflow.com/users/1935318/jeanpaul62'}",True,24573,57760204.0,10,13,1668995393,1567441098,57760111,CC BY-SA 4.0,https://stackoverflow.com/questions/57760111/javascript-map-find-at-the-same-time-findmap,JavaScript map &amp; find at the same time: findMap?,1567508265.0,,,,
