,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
0,"['javascript', 'reactjs', 'react-hooks', 'react-props', 'react-state-management']","{'user_type': 'does_not_exist', 'display_name': 'user11029782'}",True,1868,66189087.0,2,0,1669213721,1613244707,66189068,CC BY-SA 4.0,https://stackoverflow.com/questions/66189068/react-hooks-passing-state-prop-is-not-a-function,React Hooks: Passing state prop is NOT a function?,,,,,
1,"['javascript', 'file-upload', 'axios', 'request-headers', 'image-file']","{'account_id': 15535421, 'reputation': 23, 'user_id': 11207730, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-vFBWbwYl9Es/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re9_MADM4rOcSj0epnRj0OOi0_7iA/mo/photo.jpg?sz=256', 'display_name': 'arash karimadini', 'link': 'https://stackoverflow.com/users/11207730/arash-karimadini'}",True,1400,,2,1,1669199081,1613146543,66175285,CC BY-SA 4.0,https://stackoverflow.com/questions/66175285/uploading-file-in-postman-works-but-in-axios-it-throws-500-error,uploading file in postman works but in axios it throws 500 error,1613468721.0,,,,
2,"['javascript', 'jquery', 'wordpress', 'widget']","{'account_id': 11644801, 'reputation': 21, 'user_id': 8528067, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-tflSNgnOjkE/AAAAAAAAAAI/AAAAAAAAASU/DfOXtkHbZKM/photo.jpg?sz=256', 'display_name': 'artflywheel', 'link': 'https://stackoverflow.com/users/8528067/artflywheel'}",False,346,,1,0,1669193199,1612282424,66013456,CC BY-SA 4.0,https://stackoverflow.com/questions/66013456/having-issues-adding-an-onclick-event-to-theme-widget-button,Having issues adding an onclick event to theme widget button,1612287216.0,,,,
3,"['javascript', 'react-hooks', 'rollup']","{'account_id': 141105, 'reputation': 6582, 'user_id': 347884, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/bS0KM.jpg?s=256&g=1', 'display_name': 'Brandon Durham', 'link': 'https://stackoverflow.com/users/347884/brandon-durham'}",False,202,,1,1,1669176137,1613409771,66212567,CC BY-SA 4.0,https://stackoverflow.com/questions/66212567/why-does-bundling-with-rollup-and-linking-packages-locally-result-in-an-invalid,Why does bundling with Rollup and linking packages locally result in an “Invalid hook call” error?,1613410126.0,,,,
4,"['javascript', 'html', 'jquery', 'css', 'scroll']","{'account_id': 2313414, 'reputation': 10074, 'user_id': 2031016, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/LThj4.png?s=256&g=1', 'display_name': 'Seong Lee', 'link': 'https://stackoverflow.com/users/2031016/seong-lee'}",False,176,,1,0,1669167759,1612437619,66044569,CC BY-SA 4.0,https://stackoverflow.com/questions/66044569/move-element-by-certain-amount-while-scrolling,Move element by certain amount while scrolling,1612438423.0,,,,
5,"['javascript', 'vue.js', 'vuejs3', 'vue-composition-api', 'vue-script-setup']","{'account_id': 18686328, 'reputation': 742, 'user_id': 13621750, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e8b317de368b5e5e297b3ea914443cd?s=256&d=identicon&r=PG', 'display_name': 'moreant', 'link': 'https://stackoverflow.com/users/13621750/moreant'}",True,58231,66680351.0,7,60,1669130823,1614327369,66382293,CC BY-SA 4.0,https://stackoverflow.com/questions/66382293/how-to-use-props-in-script-setup-in-vue3,How to use props in &lt;script setup&gt; in vue3,1664085458.0,,,,
6,"['javascript', 'html', 'angular', 'typescript', 'angular-material']","{'account_id': 14383745, 'reputation': 181, 'user_id': 10390275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d98200a1b1425a48912f13d6ed2cd35?s=256&d=identicon&r=PG', 'display_name': 'Eugene', 'link': 'https://stackoverflow.com/users/10390275/eugene'}",True,1383,66183950.0,1,0,1669112959,1613168832,66179851,CC BY-SA 4.0,https://stackoverflow.com/questions/66179851/angular-11-mat-table-pagination-with-grouping,Angular 11 Mat-table pagination with grouping,,,,,
7,"['javascript', 'reactjs', 'material-ui', 'react-hook-form']","{'account_id': 17166920, 'reputation': 1148, 'user_id': 12425004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c27091b21114fb9386b5ab98fe8f2b78?s=256&d=identicon&r=PG&f=1', 'display_name': 'andres', 'link': 'https://stackoverflow.com/users/12425004/andres'}",True,2415,66002730.0,1,0,1669081244,1612229871,66002530,CC BY-SA 4.0,https://stackoverflow.com/questions/66002530/react-unhandled-rejection-typeerror-e-preventdefault-is-not-a-function,React - Unhandled Rejection (TypeError): e.preventDefault is not a function,1669081244.0,,,,
8,"['javascript', 'angular', 'typescript', 'ngmodel', 'selection-api']","{'account_id': 9966835, 'reputation': 306, 'user_id': 7374282, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rFsZN.png?s=256&g=1', 'display_name': 'andopr', 'link': 'https://stackoverflow.com/users/7374282/andopr'}",True,598,67452785.0,1,3,1669018882,1612182259,65992685,CC BY-SA 4.0,https://stackoverflow.com/questions/65992685/issue-with-cursor-going-to-the-end-on-ngmodelchange-angular-typescript,Issue with cursor going to the end on ngModelChange Angular/Typescript,1669018882.0,,,,
9,"['javascript', 'html', 'selection-api']","{'account_id': 45499, 'reputation': 2642, 'user_id': 134120, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/afe563c5fd5aa838dafd41c45803f2eb?s=256&d=identicon&r=PG', 'display_name': 'AsGoodAsItGets', 'link': 'https://stackoverflow.com/users/134120/asgoodasitgets'}",False,99,,1,1,1669018265,1613490830,66227756,CC BY-SA 4.0,https://stackoverflow.com/questions/66227756/how-to-get-the-caret-position-inside-input-type-number-element,How to get the caret position inside input type=&quot;number&quot; element?,1669018265.0,,,,
